Date,Hours,SE1,SE2,SE3,SE4,SE,TotalPowerProduction,Date,Tid (UTC),Lufttemperatur
2016-02-17,06 - 07,1398.0,2376.0,13198.0,3788.0,20760.0,20543.0,2016-02-17,06:00:00,-3.2
2016-02-17,18 - 19,1424.0,2516.0,14477.0,3983.0,22501.0,22240.0,2016-02-17,18:00:00,-0.6
2016-02-18,06 - 07,1354.0,2263.0,13291.0,3761.0,21368.0,19768.0,2016-02-18,06:00:00,-0.1
2016-02-18,18 - 19,1418.0,2653.0,14235.0,4060.0,22854.0,21086.0,2016-02-18,18:00:00,1.1
2016-02-19,06 - 07,1331.0,2619.0,12702.0,3751.0,21135.0,19247.0,2016-02-19,06:00:00,0.4
2016-02-19,18 - 19,1401.0,2354.0,13610.0,3760.0,21764.0,21403.0,2016-02-19,18:00:00,0.2
2016-02-20,06 - 07,1230.0,2055.0,10736.0,2844.0,17597.0,19863.0,2016-02-20,06:00:00,0.1
2016-02-20,18 - 19,1421.0,2339.0,12972.0,3625.0,21089.0,22102.0,2016-02-20,18:00:00,0.7
2016-02-21,06 - 07,1186.0,1918.0,10286.0,2864.0,16739.0,17514.0,2016-02-21,06:00:00,1.2
2016-02-21,18 - 19,1270.0,2136.0,12623.0,3481.0,20242.0,20562.0,2016-02-21,18:00:00,1.3
2016-02-22,06 - 07,1380.0,2232.0,12136.0,3399.0,19879.0,17392.0,2016-02-22,06:00:00,0.8
2016-02-22,18 - 19,1399.0,2488.0,13731.0,3841.0,22190.0,20637.0,2016-02-22,18:00:00,1.1
2016-02-23,06 - 07,1338.0,2501.0,12473.0,3434.0,20478.0,20158.0,2016-02-23,06:00:00,-1.4
2016-02-23,18 - 19,1281.0,2344.0,13822.0,3872.0,22049.0,22310.0,2016-02-23,18:00:00,-1.5
2016-02-24,06 - 07,1325.0,2198.0,13110.0,3388.0,20752.0,20463.0,2016-02-24,06:00:00,-3.9
2016-02-24,18 - 19,1405.0,2459.0,13637.0,4055.0,22288.0,21758.0,2016-02-24,18:00:00,1.4
2016-02-25,06 - 07,1203.0,2338.0,13130.0,3771.0,21171.0,20370.0,2016-02-25,06:00:00,-3.1
2016-02-25,18 - 19,1356.0,2364.0,13512.0,4010.0,21972.0,21264.0,2016-02-25,18:00:00,1.4
2016-02-26,06 - 07,1296.0,2584.0,12633.0,3688.0,20932.0,19880.0,2016-02-26,06:00:00,-2.1
2016-02-26,18 - 19,1371.0,2433.0,13170.0,3638.0,21340.0,22298.0,2016-02-26,18:00:00,-1.6
2016-02-27,06 - 07,1359.0,2203.0,11171.0,2998.0,17959.0,22342.0,2016-02-27,06:00:00,-3.6
2016-02-27,18 - 19,1468.0,2464.0,12309.0,3595.0,20569.0,21654.0,2016-02-27,18:00:00,1.4
2016-02-28,06 - 07,1259.0,2081.0,10685.0,2938.0,17398.0,17274.0,2016-02-28,06:00:00,-2.1
2016-02-28,18 - 19,1407.0,2425.0,12891.0,3614.0,21069.0,20717.0,2016-02-28,18:00:00,0.7
2016-02-29,06 - 07,1483.0,2608.0,13464.0,3813.0,22100.0,16416.0,2016-02-29,06:00:00,-3.0
2016-02-29,18 - 19,1330.0,2117.0,14045.0,4027.0,22252.0,21225.0,2016-02-29,18:00:00,1.1
2016-03-01,06 - 07,1484.0,2247.0,13208.0,3552.0,20490.0,19113.0,2016-03-01,06:00:00,-2.3
2016-03-01,18 - 19,1358.0,2409.0,14328.0,3939.0,22034.0,21039.0,2016-03-01,18:00:00,-0.7
2016-03-02,06 - 07,1294.0,2318.0,12668.0,3633.0,19913.0,19137.0,2016-03-02,06:00:00,-0.2
2016-03-02,18 - 19,1196.0,2563.0,14246.0,3828.0,21833.0,21630.0,2016-03-02,18:00:00,-0.1
2016-03-03,06 - 07,1366.0,2469.0,12136.0,3533.0,19504.0,19430.0,2016-03-03,06:00:00,1.6
2016-03-03,18 - 19,1365.0,2741.0,13598.0,3916.0,21621.0,20657.0,2016-03-03,18:00:00,2.3
2016-03-04,06 - 07,1334.0,2444.0,12082.0,3525.0,19384.0,19668.0,2016-03-04,06:00:00,1.8
2016-03-04,18 - 19,1355.0,2682.0,13301.0,3779.0,21116.0,20264.0,2016-03-04,18:00:00,1.8
2016-03-05,06 - 07,1189.0,2236.0,10291.0,2681.0,16396.0,18652.0,2016-03-05,06:00:00,0.7
2016-03-05,18 - 19,1317.0,2393.0,12631.0,3452.0,19793.0,19776.0,2016-03-05,18:00:00,0.1
2016-03-06,06 - 07,1125.0,2192.0,10283.0,3031.0,16630.0,16993.0,2016-03-06,06:00:00,0.5
2016-03-06,18 - 19,1236.0,2380.0,13329.0,3883.0,20828.0,20430.0,2016-03-06,18:00:00,1.0
2016-03-07,06 - 07,1104.0,2328.0,12698.0,3572.0,19703.0,14302.0,2016-03-07,06:00:00,1.5
2016-03-07,18 - 19,1258.0,2569.0,13864.0,3858.0,21548.0,19741.0,2016-03-07,18:00:00,3.1
2016-03-08,06 - 07,1105.0,2397.0,12118.0,3595.0,19214.0,19211.0,2016-03-08,06:00:00,1.6
2016-03-08,18 - 19,1398.0,2547.0,13573.0,3849.0,21368.0,19638.0,2016-03-08,18:00:00,3.2
2016-03-09,06 - 07,1255.0,2252.0,12196.0,3496.0,19198.0,19580.0,2016-03-09,06:00:00,1.2
2016-03-09,18 - 19,1291.0,2406.0,13497.0,3666.0,20861.0,20366.0,2016-03-09,18:00:00,2.7
2016-03-10,06 - 07,1224.0,2352.0,12669.0,3456.0,19700.0,18682.0,2016-03-10,06:00:00,-1.1
2016-03-10,18 - 19,1258.0,2407.0,13293.0,3856.0,20813.0,18848.0,2016-03-10,18:00:00,3.8
2016-03-11,06 - 07,1168.0,2357.0,12553.0,3594.0,19671.0,18821.0,2016-03-11,06:00:00,0.4
2016-03-11,18 - 19,1391.0,2355.0,12464.0,3693.0,19902.0,18437.0,2016-03-11,18:00:00,4.3
2016-03-12,06 - 07,1133.0,2135.0,10560.0,2968.0,16796.0,19315.0,2016-03-12,06:00:00,-0.8
2016-03-12,18 - 19,1182.0,2222.0,12112.0,3451.0,18967.0,19875.0,2016-03-12,18:00:00,2.3
2016-03-13,06 - 07,1140.0,2010.0,9863.0,2771.0,15784.0,16884.0,2016-03-13,06:00:00,-1.2
2016-03-13,18 - 19,1165.0,2349.0,12275.0,3571.0,19360.0,18891.0,2016-03-13,18:00:00,2.4
2016-03-14,06 - 07,1049.0,1839.0,11706.0,3404.0,17998.0,15738.0,2016-03-14,06:00:00,2.8
2016-03-14,18 - 19,1149.0,2221.0,12585.0,3759.0,19713.0,18182.0,2016-03-14,18:00:00,6.6
2016-03-15,06 - 07,1167.0,2024.0,10879.0,3210.0,17280.0,17972.0,2016-03-15,06:00:00,3.9
2016-03-15,18 - 19,1185.0,2055.0,12393.0,3512.0,19146.0,19721.0,2016-03-15,18:00:00,6.1
2016-03-16,06 - 07,1060.0,1951.0,11605.0,3470.0,18087.0,18892.0,2016-03-16,06:00:00,1.5
2016-03-16,18 - 19,1141.0,2153.0,11801.0,3364.0,18459.0,19952.0,2016-03-16,18:00:00,8.7
2016-03-17,06 - 07,1051.0,2032.0,11447.0,3233.0,17763.0,18389.0,2016-03-17,06:00:00,3.1
2016-03-17,18 - 19,1217.0,2054.0,12233.0,3465.0,18968.0,18772.0,2016-03-17,18:00:00,7.8
2016-03-18,06 - 07,1318.0,2212.0,11440.0,3124.0,18094.0,18890.0,2016-03-18,06:00:00,0.4
2016-03-18,18 - 19,1274.0,2389.0,12135.0,3406.0,19204.0,19688.0,2016-03-18,18:00:00,0.5
2016-03-19,06 - 07,1067.0,1920.0,9836.0,2817.0,15640.0,18470.0,2016-03-19,06:00:00,-0.8
2016-03-19,18 - 19,1244.0,2226.0,11242.0,3194.0,17906.0,19557.0,2016-03-19,18:00:00,0.7
2016-03-20,06 - 07,1136.0,1902.0,9276.0,2596.0,14910.0,17182.0,2016-03-20,06:00:00,-0.2
2016-03-20,18 - 19,1256.0,2205.0,11235.0,3016.0,17711.0,18791.0,2016-03-20,18:00:00,1.0
2016-03-21,06 - 07,1252.0,2294.0,11186.0,3040.0,17771.0,15909.0,2016-03-21,06:00:00,1.6
2016-03-21,18 - 19,1312.0,2422.0,12356.0,3481.0,19571.0,20505.0,2016-03-21,18:00:00,1.6
2016-03-22,06 - 07,1288.0,2392.0,11452.0,3161.0,18293.0,19685.0,2016-03-22,06:00:00,0.3
2016-03-22,18 - 19,1339.0,2527.0,12427.0,3522.0,19815.0,20656.0,2016-03-22,18:00:00,1.5
2016-03-23,06 - 07,1231.0,2206.0,11003.0,3180.0,17620.0,19064.0,2016-03-23,06:00:00,1.3
2016-03-23,18 - 19,1241.0,2451.0,12352.0,3626.0,19669.0,19138.0,2016-03-23,18:00:00,2.0
2016-03-24,06 - 07,1182.0,2364.0,11925.0,3333.0,18804.0,19200.0,2016-03-24,06:00:00,-2.0
2016-03-24,18 - 19,1257.0,2290.0,11670.0,3334.0,18550.0,19980.0,2016-03-24,18:00:00,2.2
2016-03-25,06 - 07,1132.0,2034.0,9052.0,2463.0,14681.0,20146.0,2016-03-25,06:00:00,2.6
2016-03-25,18 - 19,1157.0,2086.0,10928.0,2946.0,17117.0,20321.0,2016-03-25,18:00:00,5.1
2016-03-26,06 - 07,1172.0,1755.0,8588.0,2355.0,13870.0,18149.0,2016-03-26,06:00:00,3.8
2016-03-26,18 - 19,1125.0,1823.0,9525.0,2613.0,15087.0,18796.0,2016-03-26,18:00:00,6.4
2016-03-27,06 - 07,1052.0,1736.0,8691.0,2181.0,13660.0,14208.0,2016-03-27,06:00:00,4.4
2016-03-27,18 - 19,1214.0,1992.0,9554.0,2806.0,15565.0,17748.0,2016-03-27,18:00:00,5.2
2016-03-28,06 - 07,1122.0,1683.0,8768.0,2396.0,13967.0,15023.0,2016-03-28,06:00:00,5.2
2016-03-28,18 - 19,1117.0,2027.0,9511.0,2682.0,15337.0,17355.0,2016-03-28,18:00:00,5.2
2016-03-29,06 - 07,1085.0,2063.0,10230.0,2908.0,16286.0,17561.0,2016-03-29,06:00:00,5.5
2016-03-29,18 - 19,1071.0,3081.0,9850.0,3135.0,17137.0,18233.0,2016-03-29,18:00:00,7.1
2016-03-30,06 - 07,1092.0,2851.0,9873.0,3100.0,16917.0,18475.0,2016-03-30,06:00:00,4.7
2016-03-30,18 - 19,1193.0,2254.0,11368.0,3431.0,18246.0,17649.0,2016-03-30,18:00:00,6.0
2016-03-31,06 - 07,1165.0,2045.0,10974.0,3138.0,17322.0,18564.0,2016-03-31,06:00:00,2.1
2016-03-31,18 - 19,1308.0,1975.0,10941.0,2952.0,17176.0,18085.0,2016-03-31,18:00:00,5.1
2016-04-01,06 - 07,1134.0,1995.0,11068.0,3328.0,17525.0,19412.0,2016-04-01,06:00:00,1.8
2016-04-01,18 - 19,1148.0,2019.0,10619.0,3094.0,16879.0,18025.0,2016-04-01,18:00:00,6.9
2016-04-02,06 - 07,1110.0,1720.0,9138.0,2415.0,14384.0,17572.0,2016-04-02,06:00:00,2.6
2016-04-02,18 - 19,1131.0,2032.0,10165.0,2669.0,15997.0,17636.0,2016-04-02,18:00:00,6.7
2016-04-03,06 - 07,1003.0,1786.0,8338.0,2375.0,13502.0,16431.0,2016-04-03,06:00:00,7.0
2016-04-03,18 - 19,1045.0,1851.0,9846.0,2790.0,15532.0,16410.0,2016-04-03,18:00:00,8.4
2016-04-04,06 - 07,1042.0,1968.0,10170.0,2907.0,16086.0,15068.0,2016-04-04,06:00:00,4.8
2016-04-04,18 - 19,1088.0,2134.0,11178.0,2967.0,17367.0,16584.0,2016-04-04,18:00:00,3.6
2016-04-05,06 - 07,1050.0,1900.0,10227.0,3010.0,16186.0,15964.0,2016-04-05,06:00:00,4.8
2016-04-05,18 - 19,1205.0,2032.0,10656.0,3009.0,16903.0,18285.0,2016-04-05,18:00:00,8.7
2016-04-06,06 - 07,1219.0,1869.0,10050.0,2419.0,15558.0,19608.0,2016-04-06,06:00:00,5.3
2016-04-06,18 - 19,1234.0,2082.0,10979.0,3163.0,17458.0,18791.0,2016-04-06,18:00:00,7.8
2016-04-07,06 - 07,1076.0,1938.0,10005.0,2744.0,15763.0,19333.0,2016-04-07,06:00:00,7.9
2016-04-07,18 - 19,1125.0,1911.0,11011.0,3196.0,17243.0,19312.0,2016-04-07,18:00:00,6.4
2016-04-08,06 - 07,1094.0,1837.0,10355.0,2977.0,16263.0,20967.0,2016-04-08,06:00:00,5.3
2016-04-08,18 - 19,1084.0,2046.0,10409.0,3019.0,16558.0,19814.0,2016-04-08,18:00:00,7.1
2016-04-09,06 - 07,996.0,1750.0,8639.0,2527.0,13911.0,19970.0,2016-04-09,06:00:00,4.8
2016-04-09,18 - 19,1032.0,1797.0,9493.0,2662.0,14984.0,19390.0,2016-04-09,18:00:00,7.0
2016-04-10,06 - 07,951.0,1710.0,9112.0,2467.0,14240.0,14469.0,2016-04-10,06:00:00,4.0
2016-04-10,18 - 19,1108.0,1814.0,9630.0,2712.0,15264.0,14040.0,2016-04-10,18:00:00,7.6
2016-04-11,06 - 07,1060.0,2061.0,10914.0,2887.0,16922.0,13491.0,2016-04-11,06:00:00,6.2
2016-04-11,18 - 19,1103.0,1914.0,10262.0,2883.0,16162.0,16904.0,2016-04-11,18:00:00,8.4
2016-04-12,06 - 07,1029.0,1840.0,10843.0,2910.0,16622.0,18976.0,2016-04-12,06:00:00,6.1
2016-04-12,18 - 19,1088.0,1903.0,10063.0,3157.0,16210.0,18414.0,2016-04-12,18:00:00,9.7
2016-04-13,06 - 07,1178.0,1821.0,10518.0,2824.0,16340.0,18910.0,2016-04-13,06:00:00,6.9
2016-04-13,18 - 19,1084.0,2055.0,10282.0,3179.0,16600.0,18625.0,2016-04-13,18:00:00,7.7
2016-04-14,06 - 07,1189.0,1973.0,10367.0,2864.0,16393.0,18286.0,2016-04-14,06:00:00,2.8
2016-04-14,18 - 19,1185.0,1985.0,10766.0,3178.0,17114.0,17416.0,2016-04-14,18:00:00,4.7
2016-04-15,06 - 07,1084.0,2047.0,10085.0,2987.0,16203.0,18348.0,2016-04-15,06:00:00,5.2
2016-04-15,18 - 19,1138.0,2074.0,10241.0,3134.0,16587.0,17089.0,2016-04-15,18:00:00,6.9
2016-04-16,06 - 07,1123.0,1773.0,8380.0,2339.0,13616.0,19072.0,2016-04-16,06:00:00,5.6
2016-04-16,18 - 19,1172.0,1861.0,9703.0,2666.0,15402.0,16998.0,2016-04-16,18:00:00,6.3
2016-04-17,06 - 07,1021.0,1676.0,8153.0,2194.0,13044.0,16851.0,2016-04-17,06:00:00,5.7
2016-04-17,18 - 19,1083.0,1935.0,9847.0,2960.0,15826.0,16961.0,2016-04-17,18:00:00,7.1
2016-04-18,06 - 07,1136.0,1840.0,9820.0,3023.0,15818.0,15356.0,2016-04-18,06:00:00,6.3
2016-04-18,18 - 19,1118.0,2009.0,10653.0,3290.0,17070.0,17868.0,2016-04-18,18:00:00,9.4
2016-04-19,06 - 07,977.0,1961.0,10198.0,3074.0,16210.0,18264.0,2016-04-19,06:00:00,6.7
2016-04-19,18 - 19,1089.0,1864.0,10371.0,3054.0,16379.0,17246.0,2016-04-19,18:00:00,7.7
2016-04-20,06 - 07,1020.0,1923.0,10505.0,2913.0,16361.0,17036.0,2016-04-20,06:00:00,4.5
2016-04-20,18 - 19,1297.0,1852.0,10323.0,2877.0,16349.0,15663.0,2016-04-20,18:00:00,8.0
2016-04-21,06 - 07,1289.0,1617.0,10505.0,2898.0,16310.0,18003.0,2016-04-21,06:00:00,6.1
2016-04-21,18 - 19,1108.0,1866.0,10356.0,3152.0,16482.0,17878.0,2016-04-21,18:00:00,6.4
2016-04-22,06 - 07,1224.0,2017.0,10037.0,2979.0,16258.0,19196.0,2016-04-22,06:00:00,3.4
2016-04-22,18 - 19,1054.0,2072.0,9929.0,2877.0,15932.0,18583.0,2016-04-22,18:00:00,4.4
2016-04-23,06 - 07,920.0,1903.0,8848.0,2431.0,14102.0,18392.0,2016-04-23,06:00:00,3.5
2016-04-23,18 - 19,1035.0,2025.0,9610.0,2632.0,15302.0,17858.0,2016-04-23,18:00:00,3.8
2016-04-24,06 - 07,1004.0,1890.0,8651.0,2414.0,13959.0,15819.0,2016-04-24,06:00:00,0.7
2016-04-24,18 - 19,1053.0,2059.0,10119.0,2828.0,16059.0,17946.0,2016-04-24,18:00:00,3.9
2016-04-25,06 - 07,1128.0,1933.0,11156.0,3137.0,17353.0,15083.0,2016-04-25,06:00:00,0.7
2016-04-25,18 - 19,1057.0,2225.0,11210.0,2952.0,17444.0,16946.0,2016-04-25,18:00:00,4.2
2016-04-26,06 - 07,1082.0,1962.0,10873.0,3021.0,16938.0,18203.0,2016-04-26,06:00:00,5.0
2016-04-26,18 - 19,1070.0,1954.0,10469.0,3418.0,16911.0,17371.0,2016-04-26,18:00:00,5.8
2016-04-27,06 - 07,1006.0,1703.0,10855.0,2814.0,16378.0,18534.0,2016-04-27,06:00:00,2.1
2016-04-27,18 - 19,908.0,1790.0,11140.0,3228.0,17065.0,16915.0,2016-04-27,18:00:00,5.5
2016-04-28,06 - 07,1006.0,2066.0,10669.0,2981.0,16722.0,18000.0,2016-04-28,06:00:00,3.3
2016-04-28,18 - 19,1113.0,1728.0,11566.0,3293.0,17700.0,17343.0,2016-04-28,18:00:00,5.4
2016-04-29,06 - 07,1002.0,1534.0,10316.0,2994.0,15845.0,18926.0,2016-04-29,06:00:00,6.0
2016-04-29,18 - 19,1051.0,1794.0,10295.0,2938.0,16078.0,17535.0,2016-04-29,18:00:00,7.2
2016-04-30,06 - 07,867.0,1669.0,8346.0,2232.0,13113.0,14585.0,2016-04-30,06:00:00,6.5
2016-04-30,18 - 19,943.0,1837.0,9293.0,2622.0,14694.0,16145.0,2016-04-30,18:00:00,9.2
2016-05-01,06 - 07,868.0,1690.0,7893.0,2147.0,12598.0,15880.0,2016-05-01,06:00:00,6.7
2016-05-01,18 - 19,954.0,1815.0,8538.0,2318.0,13625.0,16455.0,2016-05-01,18:00:00,11.8
2016-05-02,06 - 07,847.0,1847.0,9869.0,2778.0,15341.0,13169.0,2016-05-02,06:00:00,9.2
2016-05-02,18 - 19,929.0,1804.0,9786.0,2656.0,15174.0,14303.0,2016-05-02,18:00:00,14.0
2016-05-03,06 - 07,964.0,1800.0,9357.0,2548.0,14669.0,17621.0,2016-05-03,06:00:00,10.7
2016-05-03,18 - 19,968.0,1855.0,9866.0,2736.0,15424.0,17804.0,2016-05-03,18:00:00,14.5
2016-05-04,06 - 07,963.0,1731.0,9442.0,2602.0,14738.0,16178.0,2016-05-04,06:00:00,10.6
2016-05-04,18 - 19,914.0,1861.0,9408.0,2640.0,14822.0,16936.0,2016-05-04,18:00:00,17.1
2016-05-05,06 - 07,957.0,1363.0,7875.0,2047.0,12242.0,17123.0,2016-05-05,06:00:00,11.5
2016-05-05,18 - 19,928.0,1791.0,8490.0,2203.0,13411.0,15693.0,2016-05-05,18:00:00,16.1
2016-05-06,06 - 07,727.0,1679.0,8570.0,2279.0,13256.0,16098.0,2016-05-06,06:00:00,11.5
2016-05-06,18 - 19,1155.0,1779.0,8530.0,2356.0,13820.0,16264.0,2016-05-06,18:00:00,16.7
2016-05-07,06 - 07,879.0,1608.0,7230.0,1897.0,11613.0,18018.0,2016-05-07,06:00:00,13.4
2016-05-07,18 - 19,923.0,1677.0,7930.0,2113.0,12643.0,16762.0,2016-05-07,18:00:00,16.5
2016-05-08,06 - 07,790.0,1621.0,6651.0,1704.0,10766.0,14675.0,2016-05-08,06:00:00,14.7
2016-05-08,18 - 19,974.0,1659.0,7772.0,2167.0,12572.0,15283.0,2016-05-08,18:00:00,17.7
2016-05-09,06 - 07,961.0,1710.0,7128.0,2416.0,12215.0,13321.0,2016-05-09,06:00:00,16.3
2016-05-09,18 - 19,1103.0,1560.0,8227.0,2592.0,13482.0,15542.0,2016-05-09,18:00:00,21.3
2016-05-10,06 - 07,907.0,1484.0,7078.0,2370.0,11838.0,16636.0,2016-05-10,06:00:00,17.2
2016-05-10,18 - 19,1023.0,1419.0,8850.0,2680.0,13972.0,17624.0,2016-05-10,18:00:00,20.5
2016-05-11,06 - 07,982.0,1760.0,7899.0,2313.0,12954.0,16836.0,2016-05-11,06:00:00,9.5
2016-05-11,18 - 19,950.0,1694.0,8855.0,2502.0,14001.0,16889.0,2016-05-11,18:00:00,11.3
2016-05-12,06 - 07,777.0,1792.0,8456.0,2467.0,13492.0,17913.0,2016-05-12,06:00:00,10.2
2016-05-12,18 - 19,1006.0,1957.0,9032.0,2614.0,14609.0,17379.0,2016-05-12,18:00:00,11.9
2016-05-13,06 - 07,852.0,1846.0,8394.0,2455.0,13547.0,16125.0,2016-05-13,06:00:00,9.6
2016-05-13,18 - 19,1076.0,1847.0,9025.0,2273.0,14221.0,16848.0,2016-05-13,18:00:00,8.3
2016-05-14,06 - 07,866.0,1511.0,7206.0,1748.0,11330.0,17236.0,2016-05-14,06:00:00,7.7
2016-05-14,18 - 19,977.0,1763.0,9114.0,2127.0,13981.0,15437.0,2016-05-14,18:00:00,6.4
2016-05-15,06 - 07,917.0,1680.0,7151.0,1860.0,11609.0,14790.0,2016-05-15,06:00:00,6.0
2016-05-15,18 - 19,974.0,1675.0,9085.0,2461.0,14196.0,15499.0,2016-05-15,18:00:00,6.2
2016-05-16,06 - 07,946.0,1711.0,9474.0,2246.0,14377.0,15445.0,2016-05-16,06:00:00,6.4
2016-05-16,18 - 19,949.0,1783.0,10302.0,2875.0,15910.0,16830.0,2016-05-16,18:00:00,9.9
2016-05-17,06 - 07,910.0,1739.0,9145.0,2508.0,14301.0,17220.0,2016-05-17,06:00:00,6.9
2016-05-17,18 - 19,917.0,1846.0,9339.0,2596.0,14698.0,16076.0,2016-05-17,18:00:00,10.3
2016-05-18,06 - 07,933.0,1766.0,8717.0,2468.0,13884.0,17329.0,2016-05-18,06:00:00,10.0
2016-05-18,18 - 19,873.0,1971.0,9465.0,2732.0,15041.0,16496.0,2016-05-18,18:00:00,13.2
2016-05-19,06 - 07,984.0,1672.0,8507.0,2453.0,13615.0,15600.0,2016-05-19,06:00:00,12.1
2016-05-19,18 - 19,1061.0,1962.0,9169.0,2636.0,14828.0,15757.0,2016-05-19,18:00:00,13.7
2016-05-20,06 - 07,1007.0,1567.0,8178.0,2417.0,13169.0,15950.0,2016-05-20,06:00:00,11.8
2016-05-20,18 - 19,930.0,1751.0,8974.0,2410.0,14065.0,15486.0,2016-05-20,18:00:00,14.7
2016-05-21,06 - 07,853.0,1408.0,6723.0,1869.0,10853.0,16825.0,2016-05-21,06:00:00,11.8
2016-05-21,18 - 19,1010.0,1713.0,7774.0,2170.0,12668.0,16808.0,2016-05-21,18:00:00,15.3
2016-05-22,06 - 07,796.0,1421.0,6543.0,1636.0,10394.0,15790.0,2016-05-22,06:00:00,15.8
2016-05-22,18 - 19,859.0,1690.0,8189.0,2141.0,12878.0,15894.0,2016-05-22,18:00:00,16.6
2016-05-23,06 - 07,744.0,1630.0,8166.0,2318.0,12859.0,12589.0,2016-05-23,06:00:00,16.5
2016-05-23,18 - 19,899.0,1668.0,9100.0,2678.0,14345.0,14756.0,2016-05-23,18:00:00,17.5
2016-05-24,06 - 07,902.0,1417.0,7823.0,2327.0,12468.0,14747.0,2016-05-24,06:00:00,17.2
2016-05-24,18 - 19,919.0,1606.0,8708.0,2666.0,13899.0,14369.0,2016-05-24,18:00:00,15.4
2016-05-25,06 - 07,813.0,1592.0,8361.0,2317.0,13084.0,14365.0,2016-05-25,06:00:00,11.7
2016-05-25,18 - 19,828.0,1669.0,9680.0,2442.0,14619.0,14170.0,2016-05-25,18:00:00,9.9
2016-05-26,06 - 07,787.0,1544.0,8897.0,2293.0,13522.0,15169.0,2016-05-26,06:00:00,9.0
2016-05-26,18 - 19,923.0,1826.0,9835.0,2550.0,15134.0,15337.0,2016-05-26,18:00:00,8.9
2016-05-27,06 - 07,968.0,1669.0,8813.0,2390.0,13839.0,14587.0,2016-05-27,06:00:00,9.2
2016-05-27,18 - 19,969.0,1662.0,9156.0,2463.0,14250.0,14574.0,2016-05-27,18:00:00,10.7
2016-05-28,06 - 07,777.0,1419.0,7048.0,1726.0,10970.0,15688.0,2016-05-28,06:00:00,10.4
2016-05-28,18 - 19,948.0,1582.0,7903.0,2216.0,12650.0,14674.0,2016-05-28,18:00:00,14.2
2016-05-29,06 - 07,867.0,1318.0,6594.0,1645.0,10424.0,14129.0,2016-05-29,06:00:00,12.5
2016-05-29,18 - 19,874.0,1519.0,8327.0,2193.0,12913.0,15609.0,2016-05-29,18:00:00,13.0
2016-05-30,06 - 07,853.0,1563.0,8331.0,2332.0,13078.0,14891.0,2016-05-30,06:00:00,13.7
2016-05-30,18 - 19,962.0,1694.0,9215.0,2583.0,14454.0,15625.0,2016-05-30,18:00:00,18.7
2016-05-31,06 - 07,867.0,1592.0,8171.0,2344.0,12974.0,16431.0,2016-05-31,06:00:00,16.2
2016-05-31,18 - 19,951.0,1664.0,9272.0,2790.0,14676.0,16393.0,2016-05-31,18:00:00,19.5
2016-06-01,06 - 07,874.0,1483.0,7932.0,2309.0,12598.0,16045.0,2016-06-01,06:00:00,17.9
2016-06-01,18 - 19,956.0,1646.0,9135.0,2685.0,14421.0,17062.0,2016-06-01,18:00:00,19.8
2016-06-02,06 - 07,853.0,1437.0,7773.0,2129.0,12193.0,16157.0,2016-06-02,06:00:00,19.4
2016-06-02,18 - 19,908.0,1569.0,9101.0,2601.0,14179.0,16382.0,2016-06-02,18:00:00,22.7
2016-06-03,06 - 07,865.0,1363.0,7919.0,2187.0,12335.0,16883.0,2016-06-03,06:00:00,19.4
2016-06-03,18 - 19,907.0,1691.0,8632.0,2345.0,13575.0,15860.0,2016-06-03,18:00:00,20.5
2016-06-04,06 - 07,815.0,1476.0,6098.0,1703.0,10093.0,14889.0,2016-06-04,06:00:00,13.8
2016-06-04,18 - 19,976.0,1663.0,7781.0,2209.0,12629.0,13830.0,2016-06-04,18:00:00,13.7
2016-06-05,06 - 07,822.0,1437.0,6215.0,1542.0,10016.0,13940.0,2016-06-05,06:00:00,12.1
2016-06-05,18 - 19,1004.0,1593.0,7573.0,1956.0,12126.0,15621.0,2016-06-05,18:00:00,11.5
2016-06-06,06 - 07,923.0,1617.0,6541.0,1725.0,10806.0,13545.0,2016-06-06,06:00:00,10.8
2016-06-06,18 - 19,991.0,1744.0,8030.0,2174.0,12938.0,15837.0,2016-06-06,18:00:00,14.2
2016-06-07,06 - 07,780.0,1706.0,7903.0,2165.0,12554.0,16394.0,2016-06-07,06:00:00,16.8
2016-06-07,18 - 19,997.0,1769.0,9400.0,2580.0,14746.0,15055.0,2016-06-07,18:00:00,20.1
2016-06-08,06 - 07,940.0,1636.0,8091.0,2110.0,12776.0,15492.0,2016-06-08,06:00:00,10.9
2016-06-08,18 - 19,1301.0,1697.0,8718.0,2589.0,14304.0,15255.0,2016-06-08,18:00:00,15.4
2016-06-09,06 - 07,915.0,1640.0,8440.0,2254.0,13250.0,16211.0,2016-06-09,06:00:00,9.6
2016-06-09,18 - 19,994.0,1984.0,9360.0,2422.0,14760.0,16460.0,2016-06-09,18:00:00,11.0
2016-06-10,06 - 07,798.0,1658.0,8452.0,2168.0,13076.0,15947.0,2016-06-10,06:00:00,10.7
2016-06-10,18 - 19,923.0,1877.0,8779.0,2292.0,13872.0,15697.0,2016-06-10,18:00:00,7.5
2016-06-11,06 - 07,880.0,1479.0,7036.0,1821.0,11216.0,15456.0,2016-06-11,06:00:00,8.7
2016-06-11,18 - 19,922.0,1662.0,8025.0,2081.0,12690.0,15532.0,2016-06-11,18:00:00,12.8
2016-06-12,06 - 07,826.0,1438.0,6621.0,1651.0,10536.0,14161.0,2016-06-12,06:00:00,11.4
