Date,Hours,SE1,SE2,SE3,SE4,SE,TotalPowerProduction,Date,Tid (UTC),Lufttemperatur
2017-08-04,18 - 19,846.0,1426.0,7684.0,2386.0,12341.0,17781.0,2017-08-04,18:00:00,18.2
2017-08-05,06 - 07,799.0,1420.0,6038.0,1671.0,9928.0,17497.0,2017-08-05,06:00:00,16.3
2017-08-05,18 - 19,855.0,1503.0,7356.0,2243.0,11956.0,17315.0,2017-08-05,18:00:00,16.9
2017-08-06,06 - 07,772.0,1133.0,6022.0,1540.0,9467.0,17445.0,2017-08-06,06:00:00,14.1
2017-08-06,18 - 19,916.0,1533.0,7402.0,2156.0,12006.0,17307.0,2017-08-06,18:00:00,15.1
2017-08-07,06 - 07,838.0,1584.0,7172.0,2067.0,11661.0,17497.0,2017-08-07,06:00:00,14.3
2017-08-07,18 - 19,907.0,1646.0,8359.0,2427.0,13339.0,17474.0,2017-08-07,18:00:00,19.3
2017-08-08,06 - 07,945.0,1607.0,7019.0,1989.0,11560.0,14513.0,2017-08-08,06:00:00,17.3
2017-08-08,18 - 19,878.0,1669.0,8274.0,2416.0,13236.0,15789.0,2017-08-08,18:00:00,19.4
2017-08-09,06 - 07,1010.0,1389.0,7161.0,2234.0,11794.0,13891.0,2017-08-09,06:00:00,18.7
2017-08-09,18 - 19,925.0,1582.0,8570.0,2493.0,13570.0,16372.0,2017-08-09,18:00:00,19.3
2017-08-10,06 - 07,890.0,1517.0,7286.0,1950.0,11643.0,17085.0,2017-08-10,06:00:00,17.6
2017-08-10,18 - 19,964.0,1773.0,8592.0,2496.0,13825.0,17071.0,2017-08-10,18:00:00,20.6
2017-08-11,06 - 07,790.0,1441.0,7306.0,2133.0,11670.0,17115.0,2017-08-11,06:00:00,17.6
2017-08-11,18 - 19,929.0,1523.0,7844.0,2372.0,12668.0,17517.0,2017-08-11,18:00:00,20.0
2017-08-12,06 - 07,759.0,1259.0,6043.0,1741.0,9802.0,16820.0,2017-08-12,06:00:00,18.2
2017-08-12,18 - 19,939.0,1450.0,7357.0,2132.0,11877.0,17823.0,2017-08-12,18:00:00,18.9
2017-08-13,06 - 07,834.0,1053.0,5715.0,1490.0,9092.0,16268.0,2017-08-13,06:00:00,15.8
2017-08-13,18 - 19,912.0,1629.0,7719.0,2240.0,12499.0,16014.0,2017-08-13,18:00:00,13.0
2017-08-14,06 - 07,1134.0,1513.0,7905.0,2146.0,12698.0,16492.0,2017-08-14,06:00:00,14.3
2017-08-14,18 - 19,942.0,1676.0,8980.0,2568.0,14165.0,16506.0,2017-08-14,18:00:00,18.2
2017-08-15,06 - 07,1137.0,1371.0,7848.0,2119.0,12476.0,14853.0,2017-08-15,06:00:00,15.6
2017-08-15,18 - 19,1114.0,1793.0,9107.0,2464.0,14478.0,16722.0,2017-08-15,18:00:00,16.8
2017-08-16,06 - 07,923.0,1412.0,7854.0,2455.0,12644.0,12892.0,2017-08-16,06:00:00,17.9
2017-08-16,18 - 19,1047.0,1834.0,9309.0,2611.0,14801.0,16281.0,2017-08-16,18:00:00,17.8
2017-08-17,06 - 07,936.0,1421.0,7993.0,2186.0,12536.0,17193.0,2017-08-17,06:00:00,15.4
2017-08-17,18 - 19,987.0,1729.0,9049.0,2529.0,14293.0,16759.0,2017-08-17,18:00:00,19.2
2017-08-18,06 - 07,896.0,1509.0,7808.0,2328.0,12540.0,15833.0,2017-08-18,06:00:00,16.6
2017-08-18,18 - 19,1114.0,1649.0,8640.0,2520.0,13924.0,16158.0,2017-08-18,18:00:00,17.9
2017-08-19,06 - 07,872.0,1378.0,6404.0,1700.0,10353.0,16081.0,2017-08-19,06:00:00,16.1
2017-08-19,18 - 19,1035.0,1549.0,7616.0,2081.0,12280.0,16355.0,2017-08-19,18:00:00,18.9
2017-08-20,06 - 07,941.0,1369.0,6296.0,1613.0,10219.0,16272.0,2017-08-20,06:00:00,14.7
2017-08-20,18 - 19,1078.0,1558.0,8104.0,2257.0,12997.0,15957.0,2017-08-20,18:00:00,17.0
2017-08-21,06 - 07,1212.0,1688.0,8319.0,2273.0,13491.0,16308.0,2017-08-21,06:00:00,14.6
2017-08-21,18 - 19,1158.0,1561.0,9058.0,2531.0,14307.0,15127.0,2017-08-21,18:00:00,16.6
2017-08-22,06 - 07,942.0,1565.0,8002.0,2210.0,12719.0,13175.0,2017-08-22,06:00:00,13.4
2017-08-22,18 - 19,1033.0,1664.0,9086.0,2593.0,14376.0,14090.0,2017-08-22,18:00:00,14.6
2017-08-23,06 - 07,938.0,1571.0,8361.0,2224.0,13094.0,10939.0,2017-08-23,06:00:00,12.4
2017-08-23,18 - 19,1127.0,1689.0,9146.0,2462.0,14424.0,13571.0,2017-08-23,18:00:00,16.6
2017-08-24,06 - 07,1043.0,1583.0,8488.0,2369.0,13483.0,15286.0,2017-08-24,06:00:00,13.6
2017-08-24,18 - 19,1041.0,1753.0,9390.0,2602.0,14785.0,16098.0,2017-08-24,18:00:00,18.6
2017-08-25,06 - 07,1036.0,1514.0,8364.0,2144.0,13058.0,15902.0,2017-08-25,06:00:00,11.9
2017-08-25,18 - 19,1161.0,1771.0,9093.0,2507.0,14532.0,14962.0,2017-08-25,18:00:00,14.3
2017-08-26,06 - 07,946.0,1365.0,6856.0,1733.0,10899.0,16173.0,2017-08-26,06:00:00,11.1
2017-08-26,18 - 19,1092.0,1778.0,8131.0,2180.0,13181.0,16153.0,2017-08-26,18:00:00,16.0
2017-08-27,06 - 07,947.0,1397.0,6677.0,1647.0,10669.0,16391.0,2017-08-27,06:00:00,13.5
2017-08-27,18 - 19,1028.0,1576.0,8336.0,2029.0,12968.0,17026.0,2017-08-27,18:00:00,13.4
2017-08-28,06 - 07,1022.0,1540.0,8699.0,2244.0,13504.0,16828.0,2017-08-28,06:00:00,11.9
2017-08-28,18 - 19,1102.0,1482.0,9446.0,2525.0,14555.0,15630.0,2017-08-28,18:00:00,15.5
2017-08-29,06 - 07,1074.0,1388.0,7949.0,2166.0,12576.0,13811.0,2017-08-29,06:00:00,15.6
2017-08-29,18 - 19,1085.0,1820.0,9123.0,2563.0,14591.0,15256.0,2017-08-29,18:00:00,17.8
2017-08-30,06 - 07,916.0,1650.0,8350.0,2265.0,13181.0,13129.0,2017-08-30,06:00:00,17.1
2017-08-30,18 - 19,956.0,1809.0,9596.0,2614.0,14975.0,15379.0,2017-08-30,18:00:00,20.0
2017-08-31,06 - 07,1006.0,1671.0,8161.0,2430.0,13269.0,15454.0,2017-08-31,06:00:00,13.4
2017-08-31,18 - 19,957.0,1687.0,9639.0,2447.0,14730.0,15716.0,2017-08-31,18:00:00,14.8
2017-09-01,06 - 07,998.0,1467.0,8488.0,2246.0,13199.0,16794.0,2017-09-01,06:00:00,11.7
2017-09-01,18 - 19,957.0,1807.0,8750.0,2373.0,13887.0,16389.0,2017-09-01,18:00:00,16.0
2017-09-02,06 - 07,718.0,1312.0,6903.0,1784.0,10716.0,16582.0,2017-09-02,06:00:00,12.5
2017-09-02,18 - 19,917.0,1598.0,8269.0,2190.0,12974.0,16171.0,2017-09-02,18:00:00,13.9
2017-09-03,06 - 07,938.0,1453.0,6620.0,1767.0,10778.0,16104.0,2017-09-03,06:00:00,12.3
2017-09-03,18 - 19,946.0,1773.0,8647.0,2124.0,13489.0,15959.0,2017-09-03,18:00:00,15.0
2017-09-04,06 - 07,1063.0,1649.0,8691.0,2427.0,13831.0,15879.0,2017-09-04,06:00:00,12.1
2017-09-04,18 - 19,1008.0,1714.0,10182.0,2781.0,15685.0,15645.0,2017-09-04,18:00:00,13.6
2017-09-05,06 - 07,943.0,1742.0,8897.0,2430.0,14012.0,13370.0,2017-09-05,06:00:00,13.4
2017-09-05,18 - 19,1054.0,1849.0,9993.0,2798.0,15694.0,14790.0,2017-09-05,18:00:00,13.2
2017-09-06,06 - 07,955.0,1728.0,8881.0,2309.0,13873.0,11938.0,2017-09-06,06:00:00,11.9
2017-09-06,18 - 19,1004.0,1955.0,9882.0,2814.0,15655.0,15578.0,2017-09-06,18:00:00,12.5
2017-09-07,06 - 07,980.0,1775.0,8933.0,2526.0,14213.0,17972.0,2017-09-07,06:00:00,9.3
2017-09-07,18 - 19,1143.0,1809.0,9830.0,2840.0,15622.0,17734.0,2017-09-07,18:00:00,12.3
2017-09-08,06 - 07,1071.0,1521.0,8926.0,2525.0,14043.0,16855.0,2017-09-08,06:00:00,11.2
2017-09-08,18 - 19,1115.0,1715.0,9575.0,2699.0,15105.0,15815.0,2017-09-08,18:00:00,11.7
2017-09-09,06 - 07,956.0,1474.0,7259.0,1813.0,11502.0,16711.0,2017-09-09,06:00:00,13.4
2017-09-09,18 - 19,1049.0,1531.0,8972.0,2159.0,13711.0,15382.0,2017-09-09,18:00:00,14.6
2017-09-10,06 - 07,943.0,1335.0,6681.0,1806.0,10766.0,15802.0,2017-09-10,06:00:00,13.4
2017-09-10,18 - 19,896.0,1544.0,8592.0,2125.0,13158.0,16202.0,2017-09-10,18:00:00,14.3
2017-09-11,06 - 07,1060.0,1662.0,8295.0,2304.0,13320.0,16813.0,2017-09-11,06:00:00,13.3
2017-09-11,18 - 19,1028.0,1730.0,9713.0,2804.0,15275.0,15857.0,2017-09-11,18:00:00,15.2
2017-09-12,06 - 07,1019.0,1541.0,8860.0,2466.0,13886.0,14211.0,2017-09-12,06:00:00,14.2
2017-09-12,18 - 19,1098.0,1904.0,9451.0,2746.0,15199.0,15096.0,2017-09-12,18:00:00,15.0
2017-09-13,06 - 07,987.0,1492.0,8664.0,2540.0,13683.0,12289.0,2017-09-13,06:00:00,12.2
2017-09-13,18 - 19,985.0,1895.0,10140.0,3093.0,16113.0,16002.0,2017-09-13,18:00:00,13.0
2017-09-14,06 - 07,867.0,1547.0,9116.0,2817.0,14348.0,15379.0,2017-09-14,06:00:00,11.4
2017-09-14,18 - 19,1153.0,1816.0,9723.0,2782.0,15475.0,16886.0,2017-09-14,18:00:00,12.5
2017-09-15,06 - 07,994.0,1761.0,8755.0,2491.0,14000.0,15453.0,2017-09-15,06:00:00,11.7
2017-09-15,18 - 19,1077.0,1845.0,9122.0,2550.0,14593.0,16432.0,2017-09-15,18:00:00,12.6
2017-09-16,06 - 07,923.0,1553.0,7289.0,2067.0,11833.0,15513.0,2017-09-16,06:00:00,10.0
2017-09-16,18 - 19,1070.0,1741.0,8541.0,2369.0,13721.0,15443.0,2017-09-16,18:00:00,13.6
2017-09-17,06 - 07,965.0,1432.0,6852.0,2032.0,11282.0,14781.0,2017-09-17,06:00:00,10.5
2017-09-17,18 - 19,1020.0,1778.0,8862.0,2440.0,14100.0,14978.0,2017-09-17,18:00:00,11.6
2017-09-18,06 - 07,912.0,1643.0,9151.0,2666.0,14373.0,15069.0,2017-09-18,06:00:00,7.3
2017-09-18,18 - 19,1050.0,1682.0,10106.0,2762.0,15599.0,16394.0,2017-09-18,18:00:00,11.4
2017-09-19,06 - 07,1079.0,1721.0,8938.0,2599.0,14336.0,12974.0,2017-09-19,06:00:00,9.6
2017-09-19,18 - 19,1244.0,1819.0,10187.0,2923.0,16173.0,15024.0,2017-09-19,18:00:00,8.8
2017-09-20,06 - 07,1203.0,1724.0,9389.0,2589.0,14905.0,11976.0,2017-09-20,06:00:00,5.6
2017-09-20,18 - 19,1208.0,1983.0,10482.0,2711.0,16385.0,15265.0,2017-09-20,18:00:00,10.3
2017-09-21,06 - 07,1164.0,1885.0,9461.0,2655.0,15165.0,16497.0,2017-09-21,06:00:00,12.1
2017-09-21,18 - 19,1131.0,1908.0,10316.0,2731.0,16085.0,16734.0,2017-09-21,18:00:00,12.7
2017-09-22,06 - 07,1112.0,1801.0,9204.0,2471.0,14589.0,16633.0,2017-09-22,06:00:00,13.2
2017-09-22,18 - 19,1137.0,1934.0,9946.0,2837.0,15854.0,17345.0,2017-09-22,18:00:00,12.5
2017-09-23,06 - 07,886.0,1533.0,7443.0,2069.0,11931.0,17101.0,2017-09-23,06:00:00,13.4
2017-09-23,18 - 19,1071.0,1771.0,9252.0,2495.0,14588.0,17154.0,2017-09-23,18:00:00,13.5
2017-09-24,06 - 07,912.0,1459.0,7169.0,2012.0,11551.0,16992.0,2017-09-24,06:00:00,13.2
2017-09-24,18 - 19,851.0,1716.0,9282.0,2472.0,14322.0,16776.0,2017-09-24,18:00:00,14.1
2017-09-25,06 - 07,967.0,1769.0,8994.0,2506.0,14235.0,17792.0,2017-09-25,06:00:00,13.5
2017-09-25,18 - 19,1139.0,1864.0,9923.0,2756.0,15682.0,16374.0,2017-09-25,18:00:00,13.2
2017-09-26,06 - 07,1044.0,1536.0,8650.0,2393.0,13623.0,13391.0,2017-09-26,06:00:00,12.7
2017-09-26,18 - 19,1019.0,1669.0,9719.0,2622.0,15029.0,15021.0,2017-09-26,18:00:00,13.3
2017-09-27,06 - 07,1140.0,1606.0,8711.0,2333.0,13789.0,13737.0,2017-09-27,06:00:00,12.9
2017-09-27,18 - 19,1040.0,1714.0,9714.0,2655.0,15123.0,16242.0,2017-09-27,18:00:00,12.7
2017-09-28,06 - 07,860.0,1566.0,8551.0,2323.0,13300.0,17292.0,2017-09-28,06:00:00,13.2
2017-09-28,18 - 19,1286.0,1609.0,9702.0,2509.0,15106.0,16786.0,2017-09-28,18:00:00,11.4
2017-09-29,06 - 07,1112.0,1551.0,8903.0,2420.0,13987.0,17669.0,2017-09-29,06:00:00,11.6
2017-09-29,18 - 19,1110.0,1688.0,9679.0,2423.0,14899.0,17779.0,2017-09-29,18:00:00,11.1
2017-09-30,06 - 07,914.0,1447.0,7474.0,1944.0,11780.0,17936.0,2017-09-30,06:00:00,9.5
2017-09-30,18 - 19,1188.0,1661.0,8709.0,2310.0,13869.0,17824.0,2017-09-30,18:00:00,11.0
2017-10-01,06 - 07,942.0,1372.0,7394.0,1833.0,11542.0,18080.0,2017-10-01,06:00:00,9.8
2017-10-01,18 - 19,992.0,1605.0,9187.0,2478.0,14262.0,18561.0,2017-10-01,18:00:00,11.2
2017-10-02,06 - 07,1116.0,1406.0,8731.0,2347.0,13599.0,19989.0,2017-10-02,06:00:00,12.4
2017-10-02,18 - 19,1141.0,1815.0,10409.0,2708.0,16074.0,19763.0,2017-10-02,18:00:00,12.1
2017-10-03,06 - 07,1222.0,1532.0,8941.0,2477.0,14171.0,17575.0,2017-10-03,06:00:00,12.0
2017-10-03,18 - 19,1139.0,1608.0,9787.0,3083.0,15616.0,19143.0,2017-10-03,18:00:00,11.9
2017-10-04,06 - 07,1027.0,1423.0,9014.0,2614.0,14078.0,16571.0,2017-10-04,06:00:00,9.9
2017-10-04,18 - 19,1374.0,1686.0,10474.0,3054.0,16587.0,18955.0,2017-10-04,18:00:00,10.4
2017-10-05,06 - 07,744.0,1461.0,9512.0,2640.0,14356.0,19225.0,2017-10-05,06:00:00,6.1
2017-10-05,18 - 19,1136.0,1589.0,10277.0,2814.0,15815.0,19195.0,2017-10-05,18:00:00,10.7
2017-10-06,06 - 07,1054.0,1691.0,9783.0,2622.0,15149.0,19933.0,2017-10-06,06:00:00,7.8
2017-10-06,18 - 19,992.0,1758.0,10160.0,2589.0,15499.0,20325.0,2017-10-06,18:00:00,9.8
2017-10-07,06 - 07,974.0,1379.0,7871.0,1856.0,12079.0,20127.0,2017-10-07,06:00:00,6.8
2017-10-07,18 - 19,1002.0,1809.0,10001.0,2586.0,15397.0,20143.0,2017-10-07,18:00:00,5.5
2017-10-08,06 - 07,940.0,1219.0,8111.0,1899.0,12168.0,19705.0,2017-10-08,06:00:00,5.3
2017-10-08,18 - 19,1007.0,1599.0,10178.0,2707.0,15490.0,18946.0,2017-10-08,18:00:00,8.2
2017-10-09,06 - 07,1008.0,1643.0,9758.0,2700.0,15109.0,19059.0,2017-10-09,06:00:00,7.8
2017-10-09,18 - 19,1063.0,1833.0,11128.0,3099.0,17123.0,18550.0,2017-10-09,18:00:00,8.6
2017-10-10,06 - 07,1008.0,1711.0,10106.0,2816.0,15641.0,17279.0,2017-10-10,06:00:00,7.9
2017-10-10,18 - 19,1205.0,1926.0,11366.0,2933.0,17430.0,18350.0,2017-10-10,18:00:00,7.5
2017-10-11,06 - 07,1037.0,1758.0,10325.0,2636.0,15756.0,15250.0,2017-10-11,06:00:00,5.6
2017-10-11,18 - 19,1078.0,1850.0,11017.0,2956.0,16901.0,19004.0,2017-10-11,18:00:00,7.2
2017-10-12,06 - 07,1173.0,1598.0,9403.0,2615.0,14790.0,19515.0,2017-10-12,06:00:00,11.1
2017-10-12,18 - 19,1177.0,1796.0,10850.0,3026.0,16849.0,19372.0,2017-10-12,18:00:00,9.1
2017-10-13,06 - 07,1083.0,1745.0,9885.0,2719.0,15431.0,19223.0,2017-10-13,06:00:00,7.0
2017-10-13,18 - 19,1132.0,1593.0,10471.0,2786.0,15983.0,19074.0,2017-10-13,18:00:00,8.0
2017-10-14,06 - 07,1004.0,1725.0,7556.0,2000.0,12284.0,19115.0,2017-10-14,06:00:00,11.4
2017-10-14,18 - 19,1066.0,1804.0,9179.0,2553.0,14602.0,19339.0,2017-10-14,18:00:00,11.8
2017-10-15,06 - 07,929.0,1319.0,7638.0,1929.0,11815.0,20748.0,2017-10-15,06:00:00,9.5
2017-10-15,18 - 19,1102.0,1637.0,9469.0,2561.0,14769.0,20498.0,2017-10-15,18:00:00,12.0
2017-10-16,06 - 07,1076.0,1663.0,8810.0,2440.0,13988.0,19960.0,2017-10-16,06:00:00,13.8
2017-10-16,18 - 19,1194.0,1959.0,10500.0,2895.0,16548.0,19437.0,2017-10-16,18:00:00,13.0
2017-10-17,06 - 07,947.0,1942.0,8877.0,2516.0,14282.0,17043.0,2017-10-17,06:00:00,10.2
2017-10-17,18 - 19,1090.0,1911.0,10843.0,3036.0,16880.0,19063.0,2017-10-17,18:00:00,11.7
2017-10-18,06 - 07,1090.0,1707.0,9251.0,2625.0,14673.0,15774.0,2017-10-18,06:00:00,7.2
2017-10-18,18 - 19,1286.0,1834.0,11002.0,3016.0,17137.0,18215.0,2017-10-18,18:00:00,7.9
2017-10-19,06 - 07,1055.0,1830.0,10525.0,2687.0,16097.0,18622.0,2017-10-19,06:00:00,4.0
2017-10-19,18 - 19,1187.0,2021.0,11159.0,3045.0,17412.0,18360.0,2017-10-19,18:00:00,6.6
2017-10-20,06 - 07,1283.0,1967.0,10547.0,2635.0,16431.0,17993.0,2017-10-20,06:00:00,3.6
2017-10-20,18 - 19,1234.0,1854.0,11223.0,2971.0,17282.0,18832.0,2017-10-20,18:00:00,6.4
2017-10-21,06 - 07,1173.0,1768.0,8411.0,2166.0,13518.0,18815.0,2017-10-21,06:00:00,6.2
2017-10-21,18 - 19,1145.0,1854.0,10604.0,2578.0,16181.0,19480.0,2017-10-21,18:00:00,6.0
2017-10-22,06 - 07,1050.0,1468.0,8490.0,2107.0,13114.0,20071.0,2017-10-22,06:00:00,5.6
2017-10-22,18 - 19,1157.0,2052.0,10722.0,2812.0,16743.0,19126.0,2017-10-22,18:00:00,6.4
2017-10-23,06 - 07,1139.0,1751.0,10067.0,2707.0,15664.0,20124.0,2017-10-23,06:00:00,4.3
2017-10-23,18 - 19,1210.0,2139.0,12211.0,3271.0,18831.0,19712.0,2017-10-23,18:00:00,5.5
2017-10-24,06 - 07,1276.0,1644.0,10549.0,2798.0,16266.0,17286.0,2017-10-24,06:00:00,3.3
2017-10-24,18 - 19,1186.0,1889.0,11825.0,3183.0,18083.0,19335.0,2017-10-24,18:00:00,6.3
2017-10-25,06 - 07,1194.0,1762.0,10446.0,2656.0,16057.0,15393.0,2017-10-25,06:00:00,7.3
2017-10-25,18 - 19,1227.0,2164.0,11299.0,3055.0,17745.0,20517.0,2017-10-25,18:00:00,9.6
2017-10-26,06 - 07,1175.0,2096.0,10125.0,2731.0,16126.0,18709.0,2017-10-26,06:00:00,4.5
2017-10-26,18 - 19,1179.0,1961.0,11497.0,3208.0,17846.0,20446.0,2017-10-26,18:00:00,4.5
2017-10-27,06 - 07,1088.0,1850.0,10259.0,2773.0,15970.0,18948.0,2017-10-27,06:00:00,3.7
2017-10-27,18 - 19,1156.0,1888.0,11149.0,3116.0,17310.0,19238.0,2017-10-27,18:00:00,4.7
2017-10-28,06 - 07,1028.0,1592.0,8520.0,2211.0,13351.0,18294.0,2017-10-28,06:00:00,6.4
2017-10-28,18 - 19,1178.0,1957.0,10174.0,2857.0,16166.0,20151.0,2017-10-28,18:00:00,7.0
2017-10-29,06 - 07,1142.0,1609.0,8873.0,2256.0,13879.0,18809.0,2017-10-29,06:00:00,1.6
2017-10-29,18 - 19,1026.0,2035.0,11121.0,3078.0,17260.0,19585.0,2017-10-29,18:00:00,3.9
2017-10-30,06 - 07,1153.0,2091.0,11189.0,3183.0,17616.0,18737.0,2017-10-30,06:00:00,1.5
2017-10-30,18 - 19,1275.0,2110.0,12677.0,3538.0,19600.0,18562.0,2017-10-30,18:00:00,2.3
2017-10-31,06 - 07,1181.0,2105.0,11400.0,3080.0,17766.0,16779.0,2017-10-31,06:00:00,1.8
2017-10-31,18 - 19,1318.0,2041.0,11943.0,3308.0,18610.0,18942.0,2017-10-31,18:00:00,3.9
2017-11-01,06 - 07,1356.0,2053.0,10471.0,2769.0,16649.0,16987.0,2017-11-01,06:00:00,5.4
2017-11-01,18 - 19,1340.0,2060.0,11642.0,3168.0,18211.0,19302.0,2017-11-01,18:00:00,6.8
2017-11-02,06 - 07,1225.0,1941.0,9878.0,2753.0,15797.0,20138.0,2017-11-02,06:00:00,9.3
2017-11-02,18 - 19,1219.0,2078.0,11718.0,3176.0,18191.0,19563.0,2017-11-02,18:00:00,5.5
2017-11-03,06 - 07,1217.0,1896.0,10926.0,2923.0,16962.0,18638.0,2017-11-03,06:00:00,1.6
2017-11-03,18 - 19,1227.0,1984.0,11098.0,3113.0,17422.0,18904.0,2017-11-03,18:00:00,6.9
2017-11-04,06 - 07,1009.0,1964.0,8653.0,2342.0,13970.0,18571.0,2017-11-04,06:00:00,6.4
2017-11-04,18 - 19,1140.0,1886.0,10157.0,2846.0,16029.0,18504.0,2017-11-04,18:00:00,8.9
2017-11-05,06 - 07,1080.0,1723.0,8353.0,2224.0,13380.0,18519.0,2017-11-05,06:00:00,8.7
2017-11-05,18 - 19,1187.0,2025.0,10600.0,2946.0,16758.0,18098.0,2017-11-05,18:00:00,9.8
2017-11-06,06 - 07,1116.0,1736.0,10271.0,2861.0,15984.0,17862.0,2017-11-06,06:00:00,6.7
2017-11-06,18 - 19,1232.0,2157.0,12207.0,3136.0,18732.0,17497.0,2017-11-06,18:00:00,4.9
2017-11-07,06 - 07,1193.0,1920.0,11508.0,3469.0,18090.0,16249.0,2017-11-07,06:00:00,1.6
2017-11-07,18 - 19,1212.0,2110.0,12389.0,3309.0,19020.0,16623.0,2017-11-07,18:00:00,4.5
2017-11-08,06 - 07,1088.0,1743.0,11588.0,3350.0,17770.0,14942.0,2017-11-08,06:00:00,2.9
2017-11-08,18 - 19,1229.0,1994.0,12529.0,3701.0,19453.0,17414.0,2017-11-08,18:00:00,5.1
2017-11-09,06 - 07,1033.0,1779.0,10495.0,3037.0,16344.0,19483.0,2017-11-09,06:00:00,6.9
2017-11-09,18 - 19,1324.0,2104.0,11843.0,3387.0,18658.0,18642.0,2017-11-09,18:00:00,6.7
2017-11-10,06 - 07,1169.0,1939.0,10766.0,2991.0,16865.0,18302.0,2017-11-10,06:00:00,4.5
2017-11-10,18 - 19,1186.0,2042.0,11843.0,3380.0,18450.0,18594.0,2017-11-10,18:00:00,6.8
2017-11-11,06 - 07,1176.0,1877.0,8885.0,2472.0,14410.0,18409.0,2017-11-11,06:00:00,5.8
2017-11-11,18 - 19,1257.0,2253.0,11111.0,3000.0,17620.0,18245.0,2017-11-11,18:00:00,4.4
2017-11-12,06 - 07,1177.0,1931.0,9605.0,2373.0,15086.0,17976.0,2017-11-12,06:00:00,2.5
2017-11-12,18 - 19,1206.0,2170.0,11911.0,3191.0,18478.0,18919.0,2017-11-12,18:00:00,0.4
2017-11-13,06 - 07,1244.0,1890.0,11732.0,3320.0,18186.0,18939.0,2017-11-13,06:00:00,-0.6
2017-11-13,18 - 19,1284.0,2239.0,13336.0,3735.0,20595.0,18262.0,2017-11-13,18:00:00,1.6
2017-11-14,06 - 07,1228.0,2219.0,12215.0,3444.0,19105.0,15140.0,2017-11-14,06:00:00,-1.5
2017-11-14,18 - 19,1279.0,2435.0,13336.0,3606.0,20657.0,18854.0,2017-11-14,18:00:00,1.6
2017-11-15,06 - 07,1123.0,2320.0,11812.0,3235.0,18490.0,14895.0,2017-11-15,06:00:00,-0.3
2017-11-15,18 - 19,1358.0,2329.0,12934.0,3515.0,20135.0,18510.0,2017-11-15,18:00:00,3.4
2017-11-16,06 - 07,1420.0,2192.0,12066.0,3315.0,18992.0,18481.0,2017-11-16,06:00:00,0.9
2017-11-16,18 - 19,1365.0,1970.0,12822.0,3447.0,19604.0,20016.0,2017-11-16,18:00:00,2.7
2017-11-17,06 - 07,1320.0,2248.0,11146.0,3177.0,17891.0,19422.0,2017-11-17,06:00:00,4.3
2017-11-17,18 - 19,1383.0,1934.0,11907.0,3429.0,18653.0,18796.0,2017-11-17,18:00:00,6.1
2017-11-18,06 - 07,1201.0,1959.0,9203.0,2420.0,14782.0,17721.0,2017-11-18,06:00:00,5.8
2017-11-18,18 - 19,1369.0,2131.0,11360.0,3119.0,17979.0,18584.0,2017-11-18,18:00:00,3.1
2017-11-19,06 - 07,1292.0,2102.0,9599.0,2404.0,15396.0,19224.0,2017-11-19,06:00:00,0.7
2017-11-19,18 - 19,1327.0,2535.0,12778.0,3253.0,19893.0,19775.0,2017-11-19,18:00:00,-2.0
2017-11-20,06 - 07,1204.0,2725.0,12371.0,3529.0,19829.0,19833.0,2017-11-20,06:00:00,-0.4
2017-11-20,18 - 19,1457.0,2770.0,13958.0,4001.0,22185.0,19320.0,2017-11-20,18:00:00,-0.8
2017-11-21,06 - 07,1302.0,2539.0,12496.0,3614.0,19951.0,16768.0,2017-11-21,06:00:00,-1.3
2017-11-21,18 - 19,1415.0,2773.0,14104.0,3984.0,22276.0,18032.0,2017-11-21,18:00:00,-2.5
2017-11-22,06 - 07,929.0,2476.0,12946.0,3411.0,19761.0,15436.0,2017-11-22,06:00:00,-4.9
2017-11-22,18 - 19,1374.0,2723.0,13381.0,3577.0,21055.0,17354.0,2017-11-22,18:00:00,3.4
2017-11-23,06 - 07,1133.0,2353.0,10704.0,3020.0,17210.0,17767.0,2017-11-23,06:00:00,8.4
2017-11-23,18 - 19,1378.0,2322.0,12003.0,3513.0,19217.0,18714.0,2017-11-23,18:00:00,7.8
2017-11-24,06 - 07,1085.0,2127.0,11047.0,3150.0,17409.0,19305.0,2017-11-24,06:00:00,6.5
2017-11-24,18 - 19,1183.0,1894.0,12055.0,3366.0,18498.0,19198.0,2017-11-24,18:00:00,4.5
2017-11-25,06 - 07,1100.0,1806.0,9768.0,2829.0,15503.0,19159.0,2017-11-25,06:00:00,1.7
2017-11-25,18 - 19,1205.0,2171.0,12100.0,3354.0,18829.0,17882.0,2017-11-25,18:00:00,2.2
2017-11-26,06 - 07,1018.0,1829.0,9726.0,2672.0,15245.0,18262.0,2017-11-26,06:00:00,0.1
2017-11-26,18 - 19,1206.0,2115.0,11870.0,3402.0,18593.0,19098.0,2017-11-26,18:00:00,3.3
2017-11-27,06 - 07,1278.0,2193.0,11101.0,3108.0,17680.0,19363.0,2017-11-27,06:00:00,4.7
2017-11-27,18 - 19,1464.0,2432.0,12884.0,3705.0,20485.0,19122.0,2017-11-27,18:00:00,2.8
2017-11-28,06 - 07,1291.0,2134.0,11881.0,3183.0,18489.0,15964.0,2017-11-28,06:00:00,3.6
2017-11-28,18 - 19,1479.0,2675.0,13283.0,3652.0,21089.0,17265.0,2017-11-28,18:00:00,4.8
