Date,Hours,SE1,SE2,SE3,SE4,SE,TotalPowerProduction
06-04-2017,15 - 16,1204.0,2186.0,10592.0,2964.0,16945.0,16671.0
06-04-2017,16 - 17,1106.0,2043.0,10612.0,2865.0,16626.0,16948.0
06-04-2017,17 - 18,1103.0,2055.0,10906.0,2957.0,17021.0,17597.0
06-04-2017,18 - 19,1132.0,2058.0,10846.0,3013.0,17048.0,18285.0
06-04-2017,19 - 20,1126.0,2112.0,10935.0,3066.0,17239.0,18649.0
06-04-2017,20 - 21,1212.0,2151.0,11027.0,3033.0,17423.0,18638.0
06-04-2017,21 - 22,1189.0,1958.0,10562.0,2897.0,16605.0,17973.0
06-04-2017,22 - 23,1150.0,1914.0,9872.0,2744.0,15680.0,17170.0
06-04-2017,23 - 00,1159.0,1996.0,9359.0,2643.0,15157.0,16068.0
07-04-2017,00 - 01,1036.0,1893.0,9149.0,2517.0,14595.0,15873.0
07-04-2017,01 - 02,1039.0,1888.0,9139.0,2437.0,14501.0,15775.0
07-04-2017,02 - 03,993.0,1866.0,9065.0,2377.0,14301.0,15920.0
07-04-2017,03 - 04,1040.0,1919.0,8924.0,2339.0,14222.0,16316.0
07-04-2017,04 - 05,1078.0,1961.0,9007.0,2360.0,14404.0,17318.0
07-04-2017,05 - 06,1127.0,2067.0,9390.0,2497.0,15081.0,18304.0
07-04-2017,06 - 07,1383.0,2063.0,10366.0,2836.0,16648.0,19608.0
07-04-2017,07 - 08,1371.0,2279.0,11526.0,3159.0,18335.0,20172.0
07-04-2017,08 - 09,1319.0,2268.0,11584.0,3291.0,18462.0,20125.0
07-04-2017,09 - 10,1342.0,2282.0,11460.0,3261.0,18344.0,19953.0
07-04-2017,10 - 11,1259.0,2168.0,11234.0,3338.0,18000.0,19673.0
07-04-2017,11 - 12,1206.0,2094.0,10752.0,3268.0,17319.0,19327.0
07-04-2017,12 - 13,1165.0,2051.0,10424.0,3145.0,16785.0,18852.0
07-04-2017,13 - 14,1145.0,2176.0,10049.0,3088.0,16458.0,18838.0
07-04-2017,14 - 15,1161.0,2115.0,9826.0,2919.0,16020.0,18555.0
07-04-2017,15 - 16,1072.0,2047.0,9602.0,2831.0,15552.0,18327.0
07-04-2017,16 - 17,1136.0,2089.0,9422.0,2749.0,15396.0,18678.0
07-04-2017,17 - 18,1182.0,2013.0,9500.0,2747.0,15443.0,18392.0
07-04-2017,18 - 19,1081.0,2168.0,9486.0,2673.0,15408.0,18791.0
07-04-2017,19 - 20,1136.0,2175.0,9536.0,2642.0,15489.0,19126.0
07-04-2017,20 - 21,1185.0,2209.0,9792.0,2680.0,15866.0,18643.0
07-04-2017,21 - 22,1185.0,2104.0,9577.0,2601.0,15467.0,18014.0
07-04-2017,22 - 23,1193.0,1987.0,9186.0,2437.0,14803.0,16980.0
07-04-2017,23 - 00,1144.0,1969.0,8907.0,2333.0,14353.0,15682.0
08-04-2017,00 - 01,1102.0,1748.0,8638.0,2167.0,13655.0,15232.0
08-04-2017,01 - 02,1074.0,1743.0,8555.0,2120.0,13492.0,15063.0
08-04-2017,02 - 03,1078.0,1741.0,8576.0,2100.0,13496.0,15098.0
08-04-2017,03 - 04,1156.0,1725.0,8646.0,2139.0,13665.0,15362.0
08-04-2017,04 - 05,1137.0,1752.0,8620.0,2176.0,13686.0,16409.0
08-04-2017,05 - 06,1152.0,1736.0,8678.0,2233.0,13799.0,17809.0
08-04-2017,06 - 07,1142.0,1890.0,8704.0,2297.0,14032.0,19333.0
08-04-2017,07 - 08,1081.0,1996.0,9052.0,2371.0,14500.0,19791.0
08-04-2017,08 - 09,1181.0,2011.0,9573.0,2619.0,15384.0,19681.0
08-04-2017,09 - 10,1182.0,1976.0,9983.0,2784.0,15925.0,19802.0
08-04-2017,10 - 11,1114.0,1970.0,10081.0,2850.0,16015.0,19831.0
08-04-2017,11 - 12,1110.0,1969.0,9886.0,2832.0,15797.0,19764.0
08-04-2017,12 - 13,1101.0,1949.0,9610.0,2842.0,15503.0,19730.0
08-04-2017,13 - 14,1077.0,2081.0,9495.0,2784.0,15437.0,19562.0
08-04-2017,14 - 15,1031.0,2056.0,9225.0,2698.0,15010.0,19391.0
08-04-2017,15 - 16,1105.0,1977.0,9050.0,2624.0,14755.0,19556.0
08-04-2017,16 - 17,1072.0,2018.0,9045.0,2688.0,14824.0,19172.0
08-04-2017,17 - 18,1083.0,1863.0,9303.0,2783.0,15031.0,19083.0
08-04-2017,18 - 19,1210.0,1839.0,9463.0,2805.0,15317.0,19312.0
08-04-2017,19 - 20,1137.0,1763.0,9338.0,2772.0,15010.0,19474.0
08-04-2017,20 - 21,1103.0,1756.0,9524.0,2738.0,15121.0,18897.0
08-04-2017,21 - 22,1098.0,1686.0,9290.0,2593.0,14667.0,18253.0
08-04-2017,22 - 23,1103.0,1577.0,8943.0,2445.0,14067.0,17474.0
08-04-2017,23 - 00,1036.0,1727.0,8597.0,2341.0,13701.0,15841.0
09-04-2017,00 - 01,1103.0,1731.0,8360.0,2234.0,13428.0,15624.0
09-04-2017,01 - 02,1123.0,1731.0,8328.0,2150.0,13332.0,15742.0
09-04-2017,02 - 03,1126.0,1810.0,8345.0,2067.0,13348.0,16022.0
09-04-2017,03 - 04,1092.0,1653.0,8331.0,2074.0,13150.0,16503.0
09-04-2017,04 - 05,1091.0,1625.0,8310.0,2091.0,13116.0,17649.0
09-04-2017,05 - 06,1077.0,1627.0,8385.0,2143.0,13232.0,19771.0
09-04-2017,06 - 07,1054.0,1743.0,8364.0,2183.0,13344.0,20967.0
09-04-2017,07 - 08,1071.0,1651.0,8736.0,2310.0,13768.0,20088.0
09-04-2017,08 - 09,1120.0,1742.0,9111.0,2470.0,14443.0,19827.0
09-04-2017,09 - 10,1191.0,1905.0,9528.0,2544.0,15168.0,19918.0
09-04-2017,10 - 11,1168.0,1936.0,9575.0,2583.0,15262.0,19834.0
09-04-2017,11 - 12,1170.0,1939.0,9498.0,2584.0,15192.0,19807.0
09-04-2017,12 - 13,1201.0,1884.0,9270.0,2630.0,14986.0,19570.0
09-04-2017,13 - 14,1180.0,1897.0,9052.0,2587.0,14716.0,19760.0
09-04-2017,14 - 15,1176.0,1926.0,8825.0,2494.0,14421.0,19737.0
09-04-2017,15 - 16,1191.0,1857.0,8712.0,2459.0,14219.0,19594.0
09-04-2017,16 - 17,1165.0,1707.0,8878.0,2474.0,14224.0,19721.0
09-04-2017,17 - 18,1105.0,1677.0,9079.0,2536.0,14396.0,19708.0
09-04-2017,18 - 19,1164.0,1802.0,9347.0,2647.0,14960.0,19814.0
09-04-2017,19 - 20,1163.0,1790.0,9586.0,2711.0,15251.0,19900.0
09-04-2017,20 - 21,1116.0,1917.0,9774.0,2737.0,15544.0,19413.0
09-04-2017,21 - 22,1126.0,1925.0,9529.0,2607.0,15186.0,18819.0
09-04-2017,22 - 23,1069.0,1857.0,9009.0,2438.0,14373.0,17579.0
09-04-2017,23 - 00,988.0,1746.0,8577.0,2292.0,13603.0,15877.0
10-04-2017,00 - 01,1061.0,1705.0,8354.0,2209.0,13328.0,15205.0
10-04-2017,01 - 02,1139.0,1678.0,8304.0,2167.0,13288.0,15070.0
10-04-2017,02 - 03,1035.0,1684.0,8198.0,2165.0,13082.0,15066.0
10-04-2017,03 - 04,1105.0,1698.0,8359.0,2170.0,13332.0,15823.0
10-04-2017,04 - 05,1159.0,1726.0,8596.0,2154.0,13634.0,17178.0
10-04-2017,05 - 06,1180.0,1804.0,9076.0,2286.0,14346.0,19127.0
10-04-2017,06 - 07,1329.0,1901.0,9982.0,2535.0,15746.0,19970.0
10-04-2017,07 - 08,1235.0,2072.0,10844.0,2904.0,17055.0,20138.0
10-04-2017,08 - 09,1341.0,2086.0,11149.0,3087.0,17663.0,19965.0
10-04-2017,09 - 10,1204.0,2208.0,11224.0,3097.0,17733.0,20232.0
10-04-2017,10 - 11,1183.0,2098.0,11272.0,3134.0,17687.0,20232.0
10-04-2017,11 - 12,1142.0,2096.0,11301.0,3083.0,17622.0,20313.0
10-04-2017,12 - 13,1211.0,2107.0,11210.0,2965.0,17492.0,20095.0
10-04-2017,13 - 14,1192.0,2196.0,11177.0,2984.0,17548.0,19546.0
10-04-2017,14 - 15,1184.0,2084.0,10997.0,2986.0,17251.0,19194.0
10-04-2017,15 - 16,1208.0,2050.0,10897.0,2963.0,17119.0,18942.0
10-04-2017,16 - 17,1220.0,2121.0,10832.0,2930.0,17103.0,18912.0
10-04-2017,17 - 18,1194.0,2117.0,10865.0,2949.0,17125.0,18991.0
10-04-2017,18 - 19,1241.0,1904.0,10633.0,2943.0,16721.0,19390.0
10-04-2017,19 - 20,1239.0,1932.0,10654.0,3008.0,16833.0,19301.0
10-04-2017,20 - 21,1184.0,1964.0,10771.0,3096.0,17015.0,18642.0
10-04-2017,21 - 22,1149.0,2062.0,10469.0,2994.0,16674.0,17644.0
10-04-2017,22 - 23,1130.0,2057.0,9885.0,2790.0,15862.0,16668.0
10-04-2017,23 - 00,1052.0,1888.0,9482.0,2608.0,15029.0,14280.0
11-04-2017,00 - 01,851.0,1894.0,9265.0,2498.0,14508.0,13352.0
11-04-2017,01 - 02,1069.0,2030.0,9148.0,2485.0,14731.0,12917.0
11-04-2017,02 - 03,1080.0,1973.0,9149.0,2499.0,14701.0,12623.0
11-04-2017,03 - 04,1075.0,1865.0,9156.0,2501.0,14597.0,12548.0
11-04-2017,04 - 05,1021.0,1882.0,9298.0,2566.0,14767.0,12656.0
11-04-2017,05 - 06,1129.0,1889.0,9702.0,2716.0,15436.0,13160.0
11-04-2017,06 - 07,1149.0,1985.0,10603.0,3068.0,16805.0,14469.0
11-04-2017,07 - 08,1132.0,1985.0,11516.0,3408.0,18042.0,15443.0
11-04-2017,08 - 09,1134.0,2054.0,11774.0,3471.0,18433.0,15941.0
11-04-2017,09 - 10,1195.0,1968.0,11595.0,3355.0,18112.0,16629.0
11-04-2017,10 - 11,1250.0,2146.0,11605.0,3338.0,18338.0,16115.0
11-04-2017,11 - 12,1231.0,2116.0,11480.0,3299.0,18126.0,14819.0
11-04-2017,12 - 13,1275.0,2119.0,11252.0,3091.0,17737.0,14102.0
11-04-2017,13 - 14,1402.0,2083.0,11134.0,3042.0,17662.0,13774.0
11-04-2017,14 - 15,1219.0,1956.0,11105.0,3009.0,17289.0,13748.0
11-04-2017,15 - 16,1176.0,2044.0,10920.0,3049.0,17189.0,13647.0
11-04-2017,16 - 17,1191.0,2211.0,10831.0,3002.0,17236.0,13538.0
11-04-2017,17 - 18,1159.0,2335.0,10924.0,2997.0,17415.0,13536.0
11-04-2017,18 - 19,1147.0,2362.0,10772.0,3066.0,17347.0,14040.0
11-04-2017,19 - 20,1183.0,2311.0,11034.0,3262.0,17790.0,14823.0
11-04-2017,20 - 21,1229.0,2327.0,11105.0,3291.0,17951.0,14772.0
11-04-2017,21 - 22,1274.0,2203.0,10665.0,3030.0,17172.0,14224.0
11-04-2017,22 - 23,1180.0,2195.0,10061.0,2751.0,16186.0,13813.0
11-04-2017,23 - 00,1187.0,2033.0,9694.0,2538.0,15451.0,13204.0
12-04-2017,00 - 01,1105.0,2048.0,9307.0,2421.0,14880.0,12749.0
12-04-2017,01 - 02,1069.0,2040.0,9150.0,2400.0,14658.0,12579.0
12-04-2017,02 - 03,1154.0,2071.0,9067.0,2346.0,14639.0,12748.0
12-04-2017,03 - 04,1086.0,2125.0,9177.0,2349.0,14737.0,12870.0
12-04-2017,04 - 05,1042.0,2084.0,9254.0,2399.0,14779.0,12875.0
12-04-2017,05 - 06,1177.0,2146.0,9656.0,2538.0,15517.0,12839.0
12-04-2017,06 - 07,1210.0,2289.0,10587.0,2839.0,16924.0,13491.0
12-04-2017,07 - 08,1302.0,2306.0,11452.0,3199.0,18260.0,14202.0
12-04-2017,08 - 09,1197.0,2301.0,11710.0,3356.0,18563.0,14742.0
12-04-2017,09 - 10,1189.0,2261.0,11654.0,3416.0,18519.0,15211.0
12-04-2017,10 - 11,1153.0,2244.0,11616.0,3368.0,18380.0,15318.0
12-04-2017,11 - 12,1099.0,2211.0,11480.0,3309.0,18100.0,15358.0
12-04-2017,12 - 13,1159.0,2192.0,11454.0,3228.0,18033.0,15390.0
12-04-2017,13 - 14,1130.0,2119.0,11716.0,3236.0,18201.0,15412.0
12-04-2017,14 - 15,1125.0,2086.0,11468.0,3191.0,17870.0,15163.0
12-04-2017,15 - 16,1288.0,2112.0,11221.0,3202.0,17822.0,15209.0
12-04-2017,16 - 17,1206.0,2192.0,10971.0,3158.0,17527.0,15393.0
12-04-2017,17 - 18,1259.0,2033.0,11129.0,3129.0,17550.0,16092.0
12-04-2017,18 - 19,1222.0,2052.0,11172.0,3169.0,17615.0,16904.0
12-04-2017,19 - 20,1195.0,2113.0,11200.0,3112.0,17621.0,17669.0
12-04-2017,20 - 21,1258.0,2227.0,11356.0,3155.0,17997.0,17880.0
12-04-2017,21 - 22,1242.0,2201.0,10962.0,3072.0,17477.0,17020.0
12-04-2017,22 - 23,1204.0,2024.0,10184.0,2803.0,16215.0,15355.0
12-04-2017,23 - 00,1256.0,2042.0,9738.0,2508.0,15544.0,13877.0
13-04-2017,00 - 01,1150.0,1911.0,9385.0,2409.0,14855.0,13321.0
13-04-2017,01 - 02,1129.0,1914.0,9147.0,2326.0,14516.0,13165.0
13-04-2017,02 - 03,1088.0,1939.0,9127.0,2357.0,14511.0,13340.0
13-04-2017,03 - 04,1093.0,1988.0,9124.0,2366.0,14571.0,13685.0
13-04-2017,04 - 05,1047.0,1906.0,9297.0,2441.0,14691.0,15083.0
13-04-2017,05 - 06,992.0,2060.0,9649.0,2582.0,15282.0,17554.0
13-04-2017,06 - 07,1106.0,2221.0,10494.0,2911.0,16732.0,18976.0
13-04-2017,07 - 08,1156.0,2364.0,11566.0,3326.0,18411.0,19278.0
13-04-2017,08 - 09,1353.0,2336.0,11966.0,3391.0,19045.0,19171.0
13-04-2017,09 - 10,1336.0,2361.0,12118.0,3370.0,19185.0,19328.0
13-04-2017,10 - 11,1205.0,2339.0,12142.0,3365.0,19050.0,19314.0
13-04-2017,11 - 12,1226.0,2365.0,12052.0,3373.0,19016.0,19453.0
13-04-2017,12 - 13,1291.0,2184.0,11789.0,3236.0,18500.0,19191.0
13-04-2017,13 - 14,1237.0,2193.0,11574.0,3180.0,18184.0,18813.0
13-04-2017,14 - 15,1260.0,2202.0,11319.0,3103.0,17883.0,18404.0
13-04-2017,15 - 16,1182.0,2168.0,11188.0,3094.0,17631.0,18207.0
13-04-2017,16 - 17,1223.0,2193.0,11106.0,3050.0,17572.0,18271.0
13-04-2017,17 - 18,1294.0,2240.0,11179.0,3083.0,17796.0,18034.0
13-04-2017,18 - 19,1217.0,2178.0,11072.0,3054.0,17521.0,18414.0
13-04-2017,19 - 20,1201.0,2238.0,10894.0,3001.0,17333.0,18476.0
13-04-2017,20 - 21,1202.0,2296.0,10908.0,2934.0,17340.0,18146.0
13-04-2017,21 - 22,1200.0,2294.0,10524.0,2810.0,16829.0,17675.0
13-04-2017,22 - 23,1214.0,2199.0,9991.0,2622.0,16025.0,17025.0
13-04-2017,23 - 00,1031.0,2125.0,9530.0,2378.0,15064.0,16276.0
14-04-2017,00 - 01,1152.0,2151.0,9126.0,2284.0,14713.0,16093.0
14-04-2017,01 - 02,1119.0,2031.0,9051.0,2203.0,14404.0,15919.0
14-04-2017,02 - 03,1153.0,1985.0,8872.0,2178.0,14187.0,15856.0
14-04-2017,03 - 04,1161.0,2036.0,8910.0,2117.0,14223.0,16041.0
14-04-2017,04 - 05,1119.0,2012.0,8930.0,2144.0,14205.0,16853.0
14-04-2017,05 - 06,1153.0,2018.0,9068.0,2218.0,14458.0,18769.0
14-04-2017,06 - 07,1207.0,2146.0,9117.0,2281.0,14751.0,18910.0
14-04-2017,07 - 08,1245.0,2168.0,9498.0,2453.0,15364.0,18573.0
14-04-2017,08 - 09,1273.0,2303.0,9998.0,2558.0,16132.0,18524.0
14-04-2017,09 - 10,1208.0,2281.0,10378.0,2613.0,16479.0,18638.0
14-04-2017,10 - 11,1187.0,2290.0,10582.0,2646.0,16704.0,18483.0
14-04-2017,11 - 12,1188.0,2270.0,10699.0,2623.0,16779.0,18333.0
14-04-2017,12 - 13,1142.0,2178.0,10650.0,2573.0,16543.0,18101.0
14-04-2017,13 - 14,1192.0,2097.0,10516.0,2537.0,16341.0,18325.0
14-04-2017,14 - 15,1134.0,2118.0,10531.0,2600.0,16383.0,18485.0
14-04-2017,15 - 16,1109.0,2198.0,10563.0,2557.0,16426.0,18764.0
14-04-2017,16 - 17,1162.0,2167.0,10547.0,2557.0,16432.0,19033.0
14-04-2017,17 - 18,1203.0,2302.0,10702.0,2630.0,16838.0,18806.0
14-04-2017,18 - 19,1171.0,2282.0,10634.0,2651.0,16737.0,18625.0
14-04-2017,19 - 20,1187.0,2353.0,10630.0,2682.0,16853.0,18590.0
14-04-2017,20 - 21,1215.0,2333.0,10813.0,2727.0,17088.0,18101.0
14-04-2017,21 - 22,1170.0,2266.0,10742.0,2714.0,16892.0,17622.0
14-04-2017,22 - 23,1146.0,2127.0,10499.0,2591.0,16363.0,16641.0
14-04-2017,23 - 00,1181.0,2002.0,10220.0,2456.0,15859.0,15488.0
15-04-2017,00 - 01,1101.0,2013.0,9898.0,2333.0,15345.0,15191.0
15-04-2017,01 - 02,1039.0,1969.0,9737.0,2263.0,15008.0,15190.0
15-04-2017,02 - 03,1156.0,1965.0,9746.0,2181.0,15047.0,15127.0
15-04-2017,03 - 04,1009.0,1902.0,9869.0,2188.0,14967.0,15197.0
15-04-2017,04 - 05,1091.0,1906.0,9955.0,2204.0,15157.0,15937.0
15-04-2017,05 - 06,1009.0,1969.0,10023.0,2220.0,15221.0,17362.0
15-04-2017,06 - 07,1079.0,1905.0,9904.0,2233.0,15121.0,18286.0
15-04-2017,07 - 08,1110.0,2075.0,9976.0,2343.0,15504.0,18204.0
15-04-2017,08 - 09,1173.0,2088.0,10154.0,2582.0,15997.0,18011.0
15-04-2017,09 - 10,1122.0,2175.0,10369.0,2785.0,16451.0,18059.0
15-04-2017,10 - 11,1127.0,2135.0,10429.0,2948.0,16640.0,17609.0
15-04-2017,11 - 12,1150.0,2064.0,10282.0,2895.0,16391.0,17252.0
15-04-2017,12 - 13,1093.0,2006.0,10075.0,2870.0,16044.0,17230.0
15-04-2017,13 - 14,1065.0,2027.0,9889.0,2882.0,15864.0,16982.0
15-04-2017,14 - 15,1061.0,2017.0,9736.0,2930.0,15743.0,16806.0
15-04-2017,15 - 16,1075.0,2046.0,9600.0,2968.0,15690.0,17048.0
15-04-2017,16 - 17,1119.0,1976.0,9480.0,2886.0,15461.0,17143.0
15-04-2017,17 - 18,1080.0,2017.0,9521.0,2802.0,15419.0,17341.0
15-04-2017,18 - 19,1151.0,2052.0,9585.0,2736.0,15523.0,17416.0
15-04-2017,19 - 20,1152.0,2071.0,9711.0,2742.0,15675.0,17709.0
15-04-2017,20 - 21,1174.0,2125.0,10157.0,2763.0,16218.0,17535.0
15-04-2017,21 - 22,1118.0,2058.0,10192.0,2730.0,16098.0,17037.0
15-04-2017,22 - 23,1112.0,2005.0,9992.0,2686.0,15795.0,16474.0
15-04-2017,23 - 00,1044.0,1977.0,9765.0,2611.0,15396.0,15614.0
16-04-2017,00 - 01,1079.0,1882.0,9500.0,2627.0,15088.0,15506.0
16-04-2017,01 - 02,1070.0,1894.0,9373.0,2575.0,14912.0,15404.0
16-04-2017,02 - 03,1060.0,1885.0,9299.0,2500.0,14743.0,15285.0
16-04-2017,03 - 04,1079.0,1971.0,9346.0,2457.0,14852.0,15215.0
16-04-2017,04 - 05,1084.0,1938.0,9329.0,2497.0,14847.0,16138.0
16-04-2017,05 - 06,1080.0,1968.0,9337.0,2519.0,14903.0,17226.0
16-04-2017,06 - 07,1098.0,1935.0,9390.0,2517.0,14940.0,18348.0
16-04-2017,07 - 08,1142.0,2007.0,9549.0,2645.0,15343.0,18205.0
16-04-2017,08 - 09,1120.0,2103.0,9670.0,2719.0,15612.0,18019.0
16-04-2017,09 - 10,1128.0,2083.0,9967.0,2758.0,15936.0,17893.0
16-04-2017,10 - 11,1098.0,2054.0,10104.0,2757.0,16013.0,17867.0
16-04-2017,11 - 12,1094.0,1985.0,10125.0,2706.0,15910.0,17401.0
16-04-2017,12 - 13,1100.0,2013.0,10154.0,2630.0,15896.0,17272.0
16-04-2017,13 - 14,1088.0,2038.0,10093.0,2560.0,15780.0,17342.0
16-04-2017,14 - 15,1093.0,1942.0,9879.0,2511.0,15425.0,17281.0
16-04-2017,15 - 16,1066.0,1899.0,9790.0,2471.0,15227.0,17290.0
16-04-2017,16 - 17,1074.0,1922.0,9794.0,2471.0,15261.0,17219.0
16-04-2017,17 - 18,1091.0,1932.0,9943.0,2521.0,15486.0,16883.0
16-04-2017,18 - 19,1056.0,1998.0,10008.0,2591.0,15654.0,17089.0
16-04-2017,19 - 20,1066.0,2031.0,10155.0,2667.0,15918.0,17499.0
16-04-2017,20 - 21,1068.0,2077.0,10339.0,2806.0,16290.0,17642.0
16-04-2017,21 - 22,1143.0,2065.0,10417.0,2788.0,16414.0,17212.0
16-04-2017,22 - 23,1053.0,2049.0,10133.0,2676.0,15910.0,16501.0
16-04-2017,23 - 00,1090.0,2035.0,9826.0,2505.0,15455.0,15658.0
17-04-2017,00 - 01,976.0,1853.0,9637.0,2363.0,14829.0,15233.0
17-04-2017,01 - 02,966.0,1884.0,9538.0,2358.0,14746.0,15266.0
17-04-2017,02 - 03,976.0,1933.0,9558.0,2366.0,14833.0,15200.0
17-04-2017,03 - 04,1037.0,1936.0,9619.0,2362.0,14954.0,15399.0
17-04-2017,04 - 05,1018.0,2034.0,9692.0,2367.0,15109.0,16103.0
17-04-2017,05 - 06,1121.0,1902.0,9597.0,2405.0,15025.0,17905.0
17-04-2017,06 - 07,1136.0,1990.0,9777.0,2480.0,15382.0,19072.0
17-04-2017,07 - 08,1117.0,1973.0,9955.0,2628.0,15673.0,18839.0
17-04-2017,08 - 09,1084.0,1993.0,10173.0,2729.0,15979.0,18639.0
17-04-2017,09 - 10,1064.0,1965.0,10237.0,2770.0,16036.0,18433.0
17-04-2017,10 - 11,1112.0,1959.0,10358.0,2788.0,16217.0,18444.0
17-04-2017,11 - 12,1098.0,2010.0,10433.0,2825.0,16366.0,18600.0
17-04-2017,12 - 13,1090.0,2023.0,10409.0,2825.0,16348.0,17964.0
17-04-2017,13 - 14,1073.0,2041.0,10344.0,2811.0,16269.0,17547.0
17-04-2017,14 - 15,1073.0,1968.0,10195.0,2777.0,16012.0,16988.0
17-04-2017,15 - 16,1109.0,1999.0,10077.0,2713.0,15897.0,17073.0
17-04-2017,16 - 17,1078.0,2012.0,10102.0,2684.0,15876.0,17166.0
17-04-2017,17 - 18,1119.0,2050.0,10236.0,2729.0,16133.0,17034.0
17-04-2017,18 - 19,1125.0,1932.0,10225.0,2706.0,15989.0,16998.0
17-04-2017,19 - 20,1141.0,2051.0,10305.0,2842.0,16340.0,17112.0
17-04-2017,20 - 21,1111.0,2093.0,10642.0,3018.0,16863.0,17461.0
17-04-2017,21 - 22,1110.0,2129.0,10565.0,3031.0,16834.0,17107.0
17-04-2017,22 - 23,1140.0,2009.0,10126.0,2876.0,16150.0,16708.0
17-04-2017,23 - 00,1106.0,1914.0,9748.0,2745.0,15512.0,16206.0
18-04-2017,00 - 01,1017.0,1951.0,9683.0,2598.0,15250.0,15996.0
18-04-2017,01 - 02,1071.0,1995.0,9596.0,2611.0,15273.0,15967.0
18-04-2017,02 - 03,1121.0,1986.0,9648.0,2629.0,15383.0,15933.0
18-04-2017,03 - 04,1121.0,1979.0,9758.0,2646.0,15504.0,15972.0
18-04-2017,04 - 05,1175.0,2018.0,9934.0,2663.0,15790.0,16120.0
18-04-2017,05 - 06,1150.0,2039.0,10270.0,2832.0,16290.0,16603.0
18-04-2017,06 - 07,1253.0,2176.0,11419.0,3235.0,18083.0,16851.0
18-04-2017,07 - 08,1484.0,2547.0,12390.0,3606.0,20027.0,16713.0
18-04-2017,08 - 09,1319.0,2291.0,12406.0,3676.0,19692.0,16921.0
18-04-2017,09 - 10,1284.0,2213.0,12035.0,3527.0,19060.0,16937.0
18-04-2017,10 - 11,1168.0,2206.0,11836.0,3541.0,18750.0,17078.0
18-04-2017,11 - 12,1102.0,2234.0,11780.0,3545.0,18661.0,17174.0
18-04-2017,12 - 13,1111.0,2135.0,11662.0,3506.0,18414.0,17047.0
18-04-2017,13 - 14,1112.0,2121.0,11676.0,3507.0,18417.0,16852.0
18-04-2017,14 - 15,1117.0,2030.0,11579.0,3433.0,18158.0,16736.0
18-04-2017,15 - 16,1108.0,2067.0,11440.0,3430.0,18045.0,16790.0
18-04-2017,16 - 17,1134.0,2024.0,11281.0,3331.0,17769.0,16936.0
18-04-2017,17 - 18,1124.0,2012.0,11231.0,3319.0,17686.0,17056.0
18-04-2017,18 - 19,1166.0,2009.0,11118.0,3294.0,17587.0,16961.0
18-04-2017,19 - 20,1108.0,2081.0,11191.0,3335.0,17716.0,17191.0
18-04-2017,20 - 21,1153.0,2069.0,11475.0,3416.0,18112.0,17361.0
18-04-2017,21 - 22,1129.0,2094.0,11393.0,3340.0,17956.0,17296.0
18-04-2017,22 - 23,1059.0,2110.0,10796.0,3179.0,17144.0,16889.0
18-04-2017,23 - 00,1131.0,2094.0,10278.0,3004.0,16506.0,15439.0
19-04-2017,00 - 01,1082.0,1907.0,10042.0,2855.0,15886.0,15049.0
19-04-2017,01 - 02,1072.0,2014.0,10001.0,2858.0,15945.0,14873.0
19-04-2017,02 - 03,1059.0,2024.0,9985.0,2839.0,15907.0,14784.0
19-04-2017,03 - 04,1055.0,2062.0,10060.0,2871.0,16048.0,14704.0
19-04-2017,04 - 05,1072.0,2091.0,10293.0,2928.0,16383.0,14740.0
19-04-2017,05 - 06,1206.0,2094.0,10605.0,3099.0,17004.0,14943.0
19-04-2017,06 - 07,1255.0,2413.0,11644.0,3441.0,18753.0,15356.0
19-04-2017,07 - 08,1246.0,2407.0,12301.0,3687.0,19642.0,15851.0
19-04-2017,08 - 09,1247.0,2186.0,12139.0,3713.0,19285.0,16175.0
19-04-2017,09 - 10,1322.0,2118.0,11408.0,3655.0,18503.0,16300.0
19-04-2017,10 - 11,1247.0,2155.0,11122.0,3598.0,18123.0,16355.0
19-04-2017,11 - 12,1207.0,2136.0,11268.0,3530.0,18141.0,16257.0
19-04-2017,12 - 13,1090.0,2141.0,10957.0,3447.0,17635.0,16291.0
19-04-2017,13 - 14,1083.0,2120.0,10703.0,3369.0,17275.0,16461.0
19-04-2017,14 - 15,972.0,2046.0,10845.0,3252.0,17115.0,16613.0
19-04-2017,15 - 16,1022.0,2012.0,10639.0,3176.0,16849.0,16976.0
19-04-2017,16 - 17,1048.0,1971.0,10622.0,3052.0,16693.0,17278.0
19-04-2017,17 - 18,1067.0,2011.0,10819.0,3045.0,16942.0,17763.0
19-04-2017,18 - 19,1115.0,2025.0,10783.0,3034.0,16956.0,17868.0
19-04-2017,19 - 20,1055.0,2063.0,10763.0,3064.0,16946.0,18026.0
19-04-2017,20 - 21,1074.0,2099.0,10945.0,3179.0,17297.0,18220.0
19-04-2017,21 - 22,1021.0,2009.0,10696.0,3174.0,16899.0,17930.0
19-04-2017,22 - 23,981.0,1972.0,10097.0,2942.0,15993.0,17135.0
19-04-2017,23 - 00,1107.0,1998.0,9554.0,2733.0,15392.0,16291.0
20-04-2017,00 - 01,983.0,1839.0,9146.0,2617.0,14585.0,16010.0
20-04-2017,01 - 02,948.0,1813.0,9014.0,2562.0,14336.0,15758.0
20-04-2017,02 - 03,973.0,1857.0,9093.0,2603.0,14525.0,15605.0
20-04-2017,03 - 04,924.0,1905.0,9063.0,2646.0,14538.0,15479.0
