Date,Hours,SE1,SE2,SE3,SE4,SE,TotalPowerProduction
01/01/2015,00 - 01,966.0,1837.0,9560.0,2343.0,14706.0,15492.0
01/01/2015,01 - 02,1120.0,1819.0,9520.0,2267.0,14725.0,15070.0
01/01/2015,02 - 03,1092.0,1835.0,9277.0,2281.0,14485.0,14823.0
01/01/2015,03 - 04,1059.0,1794.0,9132.0,2313.0,14297.0,14645.0
01/01/2015,04 - 05,1019.0,1775.0,9083.0,2372.0,14248.0,14688.0
01/01/2015,05 - 06,990.0,1752.0,9102.0,2424.0,14267.0,14768.0
01/01/2015,06 - 07,1045.0,1862.0,9353.0,2395.0,14654.0,14794.0
01/01/2015,07 - 08,1066.0,1872.0,9567.0,2489.0,14994.0,15293.0
01/01/2015,08 - 09,1033.0,1908.0,9629.0,2593.0,15162.0,15345.0
01/01/2015,09 - 10,1010.0,1883.0,9733.0,2541.0,15166.0,15761.0
01/01/2015,10 - 11,1192.0,1893.0,10024.0,2561.0,15671.0,16418.0
01/01/2015,11 - 12,1179.0,2002.0,10248.0,2704.0,16133.0,17049.0
01/01/2015,12 - 13,1098.0,1938.0,10425.0,2717.0,16178.0,17388.0
01/01/2015,13 - 14,1107.0,1941.0,10528.0,2698.0,16273.0,17634.0
01/01/2015,14 - 15,1196.0,1917.0,10642.0,2776.0,16530.0,18195.0
01/01/2015,15 - 16,1178.0,2125.0,10902.0,2882.0,17087.0,18346.0
01/01/2015,16 - 17,1260.0,2074.0,11095.0,3085.0,17514.0,18298.0
01/01/2015,17 - 18,1291.0,2067.0,11079.0,3190.0,17628.0,18253.0
01/01/2015,18 - 19,1275.0,2145.0,10858.0,3154.0,17433.0,18185.0
01/01/2015,19 - 20,1260.0,2012.0,10580.0,3022.0,16872.0,18021.0
01/01/2015,20 - 21,1197.0,2005.0,10334.0,2921.0,16456.0,17409.0
01/01/2015,21 - 22,1171.0,1871.0,10042.0,2803.0,15887.0,17198.0
01/01/2015,22 - 23,1101.0,1875.0,9611.0,2664.0,15250.0,16418.0
01/01/2015,23 - 00,1136.0,1825.0,9279.0,2551.0,14791.0,15779.0
02/01/2015,00 - 01,1125.0,1756.0,8795.0,2523.0,14199.0,15130.0
02/01/2015,01 - 02,1110.0,1731.0,8579.0,2502.0,13920.0,14955.0
02/01/2015,02 - 03,1120.0,1594.0,8471.0,2462.0,13648.0,14902.0
02/01/2015,03 - 04,1055.0,1621.0,8460.0,2460.0,13596.0,14801.0
02/01/2015,04 - 05,1119.0,1699.0,8482.0,2498.0,13798.0,14922.0
02/01/2015,05 - 06,1127.0,1916.0,8793.0,2587.0,14422.0,15218.0
02/01/2015,06 - 07,1243.0,1983.0,9501.0,2825.0,15551.0,15590.0
02/01/2015,07 - 08,1245.0,2104.0,10235.0,3033.0,16618.0,16160.0
02/01/2015,08 - 09,1255.0,2104.0,10652.0,3161.0,17173.0,17219.0
02/01/2015,09 - 10,1263.0,1944.0,10875.0,3197.0,17280.0,17849.0
02/01/2015,10 - 11,1291.0,1827.0,11125.0,3272.0,17516.0,18499.0
02/01/2015,11 - 12,1322.0,1878.0,11272.0,3311.0,17782.0,18665.0
02/01/2015,12 - 13,1359.0,1863.0,11226.0,3360.0,17808.0,18846.0
02/01/2015,13 - 14,1184.0,1898.0,11211.0,3368.0,17661.0,19080.0
02/01/2015,14 - 15,1190.0,2009.0,11275.0,3350.0,17823.0,19319.0
02/01/2015,15 - 16,1320.0,2147.0,11639.0,3416.0,18522.0,19497.0
02/01/2015,16 - 17,1347.0,2050.0,11982.0,3547.0,18927.0,19846.0
02/01/2015,17 - 18,1367.0,1974.0,12011.0,3573.0,18926.0,19996.0
02/01/2015,18 - 19,1351.0,2020.0,11808.0,3497.0,18676.0,19910.0
02/01/2015,19 - 20,1296.0,1987.0,11545.0,3407.0,18234.0,19301.0
02/01/2015,20 - 21,1296.0,1915.0,11223.0,3258.0,17691.0,18573.0
02/01/2015,21 - 22,1293.0,1784.0,10857.0,3131.0,17065.0,18183.0
02/01/2015,22 - 23,1221.0,1843.0,10390.0,2917.0,16371.0,17534.0
02/01/2015,23 - 00,1220.0,1791.0,10113.0,2864.0,15987.0,16722.0
03/01/2015,00 - 01,1149.0,1905.0,9788.0,2702.0,15545.0,15943.0
03/01/2015,01 - 02,1110.0,1847.0,9590.0,2727.0,15273.0,15670.0
03/01/2015,02 - 03,1089.0,1801.0,9878.0,2696.0,15464.0,15305.0
03/01/2015,03 - 04,1082.0,1779.0,10058.0,2706.0,15625.0,15294.0
03/01/2015,04 - 05,1061.0,1756.0,10056.0,2727.0,15600.0,15443.0
03/01/2015,05 - 06,1107.0,1816.0,9713.0,2796.0,15431.0,15989.0
03/01/2015,06 - 07,1131.0,1880.0,10042.0,2880.0,15933.0,16044.0
03/01/2015,07 - 08,1129.0,1929.0,10343.0,2949.0,16350.0,16528.0
03/01/2015,08 - 09,1158.0,1996.0,10558.0,3077.0,16789.0,17001.0
03/01/2015,09 - 10,1175.0,1994.0,10774.0,3309.0,17252.0,17526.0
03/01/2015,10 - 11,1174.0,2033.0,11165.0,3405.0,17776.0,17867.0
03/01/2015,11 - 12,1183.0,2068.0,11385.0,3375.0,18011.0,18049.0
03/01/2015,12 - 13,1171.0,2009.0,11384.0,3278.0,17843.0,18007.0
03/01/2015,13 - 14,1139.0,2057.0,11312.0,3233.0,17741.0,17800.0
03/01/2015,14 - 15,1156.0,2109.0,11441.0,3219.0,17925.0,17767.0
03/01/2015,15 - 16,1245.0,2143.0,11730.0,3312.0,18430.0,17992.0
03/01/2015,16 - 17,1298.0,2191.0,12162.0,3483.0,19133.0,18710.0
03/01/2015,17 - 18,1261.0,2208.0,12214.0,3569.0,19252.0,19378.0
03/01/2015,18 - 19,1192.0,2124.0,12046.0,3503.0,18864.0,19234.0
03/01/2015,19 - 20,1237.0,2106.0,11694.0,3352.0,18389.0,18478.0
03/01/2015,20 - 21,1135.0,2037.0,11353.0,3219.0,17744.0,17264.0
03/01/2015,21 - 22,1130.0,2060.0,10940.0,3106.0,17236.0,16749.0
03/01/2015,22 - 23,1088.0,2041.0,10582.0,2960.0,16671.0,16482.0
03/01/2015,23 - 00,1012.0,1953.0,10245.0,2810.0,16021.0,16144.0
04/01/2015,00 - 01,1113.0,1895.0,10050.0,2706.0,15764.0,15116.0
04/01/2015,01 - 02,1107.0,1862.0,9889.0,2682.0,15539.0,15012.0
04/01/2015,02 - 03,1111.0,1821.0,9802.0,2666.0,15400.0,14968.0
04/01/2015,03 - 04,1109.0,1825.0,9818.0,2671.0,15422.0,14908.0
04/01/2015,04 - 05,1114.0,1855.0,9857.0,2688.0,15514.0,14927.0
04/01/2015,05 - 06,1115.0,1874.0,9923.0,2662.0,15573.0,15030.0
04/01/2015,06 - 07,1156.0,1925.0,10148.0,2741.0,15969.0,15125.0
04/01/2015,07 - 08,1186.0,1991.0,10502.0,2890.0,16569.0,15154.0
04/01/2015,08 - 09,1244.0,2041.0,10730.0,3007.0,17021.0,15579.0
04/01/2015,09 - 10,1201.0,2049.0,11413.0,3090.0,17752.0,15833.0
04/01/2015,10 - 11,1187.0,2067.0,11615.0,3161.0,19255.0,15897.0
04/01/2015,11 - 12,1281.0,2054.0,11581.0,3223.0,18138.0,16074.0
04/01/2015,12 - 13,1306.0,2177.0,11601.0,3196.0,18279.0,16245.0
04/01/2015,13 - 14,1300.0,2091.0,11605.0,3256.0,18253.0,16220.0
04/01/2015,14 - 15,1280.0,2178.0,11746.0,3302.0,18505.0,16276.0
04/01/2015,15 - 16,1312.0,2300.0,12094.0,3348.0,19055.0,17015.0
04/01/2015,16 - 17,1357.0,2315.0,12741.0,3521.0,19935.0,18146.0
04/01/2015,17 - 18,1389.0,2204.0,12780.0,3658.0,20032.0,18590.0
04/01/2015,18 - 19,1387.0,2296.0,12658.0,3647.0,19989.0,18704.0
04/01/2015,19 - 20,1314.0,2201.0,12428.0,3593.0,19535.0,18585.0
04/01/2015,20 - 21,1392.0,2129.0,11851.0,3423.0,18794.0,17944.0
04/01/2015,21 - 22,1333.0,2096.0,11445.0,3232.0,18105.0,17251.0
04/01/2015,22 - 23,1329.0,2107.0,11123.0,3042.0,17600.0,16402.0
04/01/2015,23 - 00,1116.0,2059.0,10878.0,2934.0,16987.0,15371.0
05/01/2015,00 - 01,1286.0,1934.0,10580.0,2854.0,16654.0,13940.0
05/01/2015,01 - 02,1236.0,1934.0,10406.0,2784.0,16360.0,13508.0
05/01/2015,02 - 03,1215.0,1947.0,10281.0,2760.0,16202.0,13425.0
05/01/2015,03 - 04,1207.0,1945.0,10293.0,2757.0,16202.0,13474.0
05/01/2015,04 - 05,1239.0,2000.0,10418.0,2766.0,16422.0,13752.0
05/01/2015,05 - 06,1221.0,2117.0,10850.0,2845.0,17032.0,14374.0
05/01/2015,06 - 07,1248.0,2246.0,11679.0,3060.0,18233.0,15320.0
05/01/2015,07 - 08,1331.0,2451.0,12519.0,3312.0,19613.0,17829.0
05/01/2015,08 - 09,1445.0,2565.0,12964.0,3438.0,20412.0,19034.0
05/01/2015,09 - 10,1252.0,2615.0,12953.0,3464.0,20284.0,18672.0
05/01/2015,10 - 11,1345.0,2549.0,13067.0,3554.0,20514.0,18253.0
05/01/2015,11 - 12,1370.0,2723.0,13243.0,3613.0,20949.0,18823.0
05/01/2015,12 - 13,1458.0,2505.0,13020.0,3589.0,20573.0,18546.0
05/01/2015,13 - 14,1439.0,2505.0,12989.0,3577.0,20510.0,18203.0
05/01/2015,14 - 15,1385.0,2586.0,13027.0,3591.0,20590.0,17974.0
05/01/2015,15 - 16,1573.0,2798.0,13584.0,3625.0,21579.0,18911.0
05/01/2015,16 - 17,1472.0,2677.0,13993.0,3779.0,21921.0,19284.0
05/01/2015,17 - 18,1516.0,2654.0,13979.0,3763.0,21913.0,19332.0
05/01/2015,18 - 19,1445.0,2689.0,13773.0,3683.0,21591.0,19223.0
05/01/2015,19 - 20,1375.0,2634.0,13405.0,3615.0,21029.0,19012.0
05/01/2015,20 - 21,1460.0,2637.0,12993.0,3518.0,20608.0,19062.0
05/01/2015,21 - 22,1355.0,2540.0,12501.0,3418.0,19815.0,19231.0
05/01/2015,22 - 23,1330.0,2315.0,11894.0,3318.0,18858.0,18390.0
05/01/2015,23 - 00,1264.0,2133.0,11260.0,3132.0,17788.0,16806.0
06/01/2015,00 - 01,1207.0,2004.0,10843.0,3007.0,17062.0,14902.0
06/01/2015,01 - 02,1230.0,1985.0,10647.0,2910.0,16772.0,14714.0
06/01/2015,02 - 03,1226.0,2031.0,10474.0,2894.0,16625.0,14719.0
06/01/2015,03 - 04,1259.0,2090.0,10288.0,2891.0,16529.0,14635.0
06/01/2015,04 - 05,1295.0,2011.0,10328.0,2924.0,16557.0,15026.0
06/01/2015,05 - 06,1250.0,1982.0,10507.0,2949.0,16689.0,15436.0
06/01/2015,06 - 07,1390.0,1999.0,11028.0,3054.0,17472.0,16373.0
06/01/2015,07 - 08,1450.0,2261.0,11450.0,3188.0,18349.0,18461.0
06/01/2015,08 - 09,1430.0,2241.0,11707.0,3272.0,18650.0,19202.0
06/01/2015,09 - 10,1474.0,2265.0,11977.0,3321.0,19036.0,19114.0
06/01/2015,10 - 11,1510.0,2288.0,12231.0,3350.0,19379.0,19126.0
06/01/2015,11 - 12,1456.0,2348.0,12362.0,3383.0,19548.0,19041.0
06/01/2015,12 - 13,1524.0,2327.0,12448.0,3360.0,19660.0,18919.0
06/01/2015,13 - 14,1333.0,2232.0,12487.0,3367.0,19418.0,18744.0
06/01/2015,14 - 15,1383.0,2305.0,12589.0,3394.0,19670.0,19001.0
06/01/2015,15 - 16,1384.0,2433.0,12969.0,3526.0,20312.0,19990.0
06/01/2015,16 - 17,1453.0,2482.0,13135.0,3670.0,20740.0,20391.0
06/01/2015,17 - 18,1453.0,2466.0,13260.0,3745.0,20925.0,20532.0
06/01/2015,18 - 19,1457.0,2280.0,12986.0,3669.0,20391.0,20168.0
06/01/2015,19 - 20,1346.0,2301.0,12695.0,3571.0,19913.0,19673.0
06/01/2015,20 - 21,1359.0,2272.0,12184.0,3438.0,19253.0,19038.0
06/01/2015,21 - 22,1292.0,2185.0,11606.0,3310.0,18393.0,18022.0
06/01/2015,22 - 23,1200.0,1994.0,11098.0,3158.0,17450.0,16920.0
06/01/2015,23 - 00,1204.0,2070.0,10545.0,3033.0,16852.0,15682.0
07/01/2015,00 - 01,1195.0,2107.0,10369.0,3033.0,16704.0,14404.0
07/01/2015,01 - 02,1189.0,2066.0,10275.0,3005.0,16534.0,14168.0
07/01/2015,02 - 03,1161.0,1951.0,10191.0,3029.0,16332.0,14045.0
07/01/2015,03 - 04,1157.0,1959.0,10237.0,3045.0,16399.0,13944.0
07/01/2015,04 - 05,1185.0,1974.0,10369.0,3095.0,16622.0,14092.0
07/01/2015,05 - 06,1238.0,2092.0,10865.0,3275.0,17469.0,14623.0
07/01/2015,06 - 07,1282.0,2244.0,12057.0,3686.0,19269.0,16824.0
07/01/2015,07 - 08,1364.0,2419.0,13256.0,4052.0,21091.0,19476.0
07/01/2015,08 - 09,1369.0,2517.0,13590.0,4125.0,21601.0,20805.0
07/01/2015,09 - 10,1277.0,2376.0,13678.0,4091.0,21422.0,20294.0
07/01/2015,10 - 11,1325.0,2426.0,13693.0,4070.0,21513.0,19976.0
07/01/2015,11 - 12,1261.0,2446.0,13812.0,4048.0,21567.0,19896.0
07/01/2015,12 - 13,1333.0,2558.0,13815.0,3932.0,21638.0,20020.0
07/01/2015,13 - 14,1429.0,2488.0,13718.0,3900.0,21536.0,20186.0
07/01/2015,14 - 15,1401.0,2481.0,13752.0,3866.0,21500.0,20206.0
07/01/2015,15 - 16,1297.0,2563.0,13977.0,3898.0,21734.0,20366.0
07/01/2015,16 - 17,1262.0,2560.0,14140.0,3988.0,21950.0,20374.0
07/01/2015,17 - 18,1360.0,2544.0,14027.0,3984.0,21915.0,20189.0
07/01/2015,18 - 19,1444.0,2450.0,13777.0,3890.0,21561.0,20138.0
07/01/2015,19 - 20,1307.0,2296.0,13176.0,3737.0,20516.0,19812.0
07/01/2015,20 - 21,1162.0,2002.0,12720.0,3575.0,19459.0,18651.0
07/01/2015,21 - 22,1219.0,1798.0,12076.0,3416.0,18509.0,16945.0
07/01/2015,22 - 23,1184.0,1976.0,11306.0,3163.0,17629.0,15813.0
07/01/2015,23 - 00,1219.0,2026.0,10601.0,2885.0,16730.0,14803.0
08/01/2015,00 - 01,1193.0,1890.0,10210.0,2790.0,16084.0,13883.0
08/01/2015,01 - 02,1164.0,1860.0,9955.0,2753.0,15732.0,13540.0
08/01/2015,02 - 03,1104.0,1835.0,9925.0,2727.0,15591.0,13708.0
08/01/2015,03 - 04,1048.0,1897.0,9869.0,2704.0,15517.0,14032.0
08/01/2015,04 - 05,1056.0,1907.0,9988.0,2743.0,15693.0,14417.0
08/01/2015,05 - 06,1050.0,2006.0,10409.0,2904.0,16369.0,15087.0
08/01/2015,06 - 07,1080.0,2088.0,11628.0,3264.0,18060.0,17036.0
08/01/2015,07 - 08,1252.0,2330.0,12629.0,3687.0,19898.0,18899.0
08/01/2015,08 - 09,1353.0,2378.0,12960.0,3833.0,20524.0,19743.0
08/01/2015,09 - 10,1254.0,2239.0,12882.0,3802.0,20177.0,19474.0
08/01/2015,10 - 11,1218.0,2260.0,12882.0,3846.0,20206.0,19397.0
08/01/2015,11 - 12,1242.0,2247.0,12785.0,3936.0,20210.0,19617.0
08/01/2015,12 - 13,1279.0,2397.0,12743.0,3918.0,20337.0,19406.0
08/01/2015,13 - 14,1291.0,2302.0,12598.0,3836.0,20026.0,19424.0
08/01/2015,14 - 15,1335.0,2387.0,12693.0,3898.0,20313.0,19677.0
08/01/2015,15 - 16,1365.0,2518.0,13083.0,4061.0,21027.0,20161.0
08/01/2015,16 - 17,1352.0,2445.0,13313.0,4020.0,21130.0,20539.0
08/01/2015,17 - 18,1401.0,2407.0,13356.0,3931.0,21094.0,20726.0
08/01/2015,18 - 19,1281.0,2272.0,13163.0,3901.0,20616.0,20235.0
08/01/2015,19 - 20,1349.0,2227.0,12938.0,3699.0,20214.0,19624.0
08/01/2015,20 - 21,1217.0,2082.0,12364.0,3467.0,19130.0,18514.0
08/01/2015,21 - 22,1346.0,2008.0,11827.0,3271.0,18452.0,17075.0
08/01/2015,22 - 23,1383.0,2057.0,11104.0,3043.0,17587.0,16120.0
08/01/2015,23 - 00,1154.0,2027.0,10468.0,2901.0,16550.0,15068.0
09/01/2015,00 - 01,1135.0,1860.0,9641.0,2599.0,15235.0,14209.0
09/01/2015,01 - 02,1176.0,1947.0,9819.0,2715.0,15657.0,13956.0
09/01/2015,02 - 03,1158.0,1970.0,9703.0,2671.0,15503.0,13872.0
09/01/2015,03 - 04,1169.0,1937.0,9673.0,2772.0,15551.0,13905.0
09/01/2015,04 - 05,1153.0,1899.0,9786.0,2863.0,15702.0,13961.0
09/01/2015,05 - 06,1183.0,1945.0,10378.0,2956.0,16463.0,14715.0
09/01/2015,06 - 07,1268.0,2203.0,11848.0,3330.0,18650.0,16368.0
09/01/2015,07 - 08,1295.0,2410.0,13136.0,3817.0,20658.0,18736.0
09/01/2015,08 - 09,1342.0,2405.0,13433.0,3924.0,21104.0,19475.0
09/01/2015,09 - 10,1365.0,2329.0,13338.0,4035.0,21068.0,19353.0
09/01/2015,10 - 11,1374.0,2570.0,13539.0,4050.0,21534.0,19519.0
09/01/2015,11 - 12,1321.0,2596.0,13533.0,4039.0,21488.0,19748.0
09/01/2015,12 - 13,1288.0,2411.0,13402.0,3981.0,21083.0,19671.0
09/01/2015,13 - 14,1393.0,2431.0,13202.0,3910.0,20937.0,19492.0
09/01/2015,14 - 15,1377.0,2403.0,13081.0,3875.0,20736.0,19328.0
09/01/2015,15 - 16,1385.0,2465.0,13258.0,3835.0,20942.0,19442.0
09/01/2015,16 - 17,1443.0,2477.0,13461.0,3842.0,21222.0,19574.0
09/01/2015,17 - 18,1370.0,2408.0,13612.0,3827.0,21216.0,19840.0
09/01/2015,18 - 19,1295.0,2354.0,13358.0,3728.0,20734.0,19587.0
09/01/2015,19 - 20,1252.0,2219.0,12842.0,3559.0,19871.0,18503.0
09/01/2015,20 - 21,1321.0,2238.0,12315.0,3385.0,19259.0,17006.0
09/01/2015,21 - 22,1246.0,2122.0,11661.0,3273.0,18302.0,16189.0
09/01/2015,22 - 23,1188.0,2207.0,11126.0,3058.0,17579.0,15311.0
09/01/2015,23 - 00,1200.0,2160.0,10937.0,2878.0,17175.0,14435.0
10/01/2015,00 - 01,1150.0,2157.0,10448.0,2676.0,16430.0,13014.0
10/01/2015,01 - 02,1132.0,2210.0,10302.0,2610.0,16254.0,12591.0
10/01/2015,02 - 03,1142.0,2189.0,10283.0,2648.0,16262.0,12668.0
10/01/2015,03 - 04,1118.0,2056.0,10019.0,2729.0,15922.0,12466.0
10/01/2015,04 - 05,1133.0,2151.0,9941.0,2809.0,16033.0,12473.0
10/01/2015,05 - 06,1179.0,2137.0,9703.0,2801.0,15820.0,12919.0
10/01/2015,06 - 07,1200.0,2138.0,9909.0,2838.0,16084.0,13518.0
10/01/2015,07 - 08,1313.0,2160.0,10538.0,2951.0,16961.0,14432.0
10/01/2015,08 - 09,1286.0,2265.0,10978.0,3076.0,17606.0,15467.0
10/01/2015,09 - 10,1274.0,2295.0,11498.0,3091.0,18157.0,16407.0
10/01/2015,10 - 11,1328.0,2467.0,11714.0,3158.0,18668.0,17230.0
10/01/2015,11 - 12,1296.0,2383.0,11796.0,3146.0,18620.0,17946.0
10/01/2015,12 - 13,1294.0,2516.0,12106.0,3148.0,19063.0,17992.0
10/01/2015,13 - 14,1337.0,2456.0,12095.0,3206.0,19095.0,17945.0
10/01/2015,14 - 15,1364.0,2518.0,12001.0,3225.0,19107.0,18022.0
10/01/2015,15 - 16,1394.0,2499.0,12236.0,3261.0,19390.0,18319.0
10/01/2015,16 - 17,1389.0,2493.0,12599.0,3456.0,19937.0,18685.0
10/01/2015,17 - 18,1397.0,2411.0,12786.0,3570.0,20165.0,19029.0
10/01/2015,18 - 19,1399.0,2339.0,12689.0,3395.0,19821.0,18930.0
10/01/2015,19 - 20,1410.0,2313.0,12453.0,3412.0,19588.0,18492.0
10/01/2015,20 - 21,1266.0,2125.0,12156.0,3359.0,18906.0,17479.0
10/01/2015,21 - 22,1349.0,2248.0,11747.0,3294.0,18638.0,16848.0
10/01/2015,22 - 23,1247.0,2142.0,11411.0,3248.0,18048.0,16112.0
10/01/2015,23 - 00,1247.0,2155.0,11026.0,3199.0,17626.0,15593.0
11/01/2015,00 - 01,1164.0,2159.0,10615.0,3007.0,16946.0,14950.0
11/01/2015,01 - 02,1224.0,2178.0,10365.0,2985.0,16752.0,14248.0
11/01/2015,02 - 03,1217.0,2106.0,10219.0,2945.0,16487.0,14055.0
11/01/2015,03 - 04,1215.0,2112.0,10257.0,2837.0,16421.0,14014.0
11/01/2015,04 - 05,1213.0,2121.0,10259.0,2835.0,16427.0,14029.0
11/01/2015,05 - 06,1244.0,2129.0,10412.0,2853.0,16637.0,14210.0
11/01/2015,06 - 07,1260.0,2169.0,10695.0,2999.0,17123.0,14486.0
11/01/2015,07 - 08,1277.0,2206.0,11072.0,3056.0,17610.0,14840.0
11/01/2015,08 - 09,1342.0,2260.0,11473.0,3151.0,18225.0,15359.0
11/01/2015,09 - 10,1231.0,2276.0,12474.0,3217.0,19197.0,15439.0
11/01/2015,10 - 11,1326.0,2350.0,12876.0,3303.0,19855.0,15803.0
11/01/2015,11 - 12,1388.0,2268.0,12324.0,3421.0,19400.0,16311.0
11/01/2015,12 - 13,1419.0,2287.0,12300.0,3436.0,19441.0,16862.0
11/01/2015,13 - 14,1367.0,2387.0,12132.0,3454.0,19341.0,17029.0
11/01/2015,14 - 15,1429.0,2415.0,12201.0,3466.0,19511.0,17202.0
11/01/2015,15 - 16,1483.0,2489.0,12542.0,3546.0,20060.0,17572.0
11/01/2015,16 - 17,1558.0,2551.0,13035.0,3727.0,20871.0,18259.0
11/01/2015,17 - 18,1454.0,2621.0,12959.0,3808.0,20843.0,18693.0
11/01/2015,18 - 19,1500.0,2531.0,13312.0,3797.0,21140.0,18942.0
11/01/2015,19 - 20,1456.0,2475.0,13215.0,3696.0,20841.0,18791.0
11/01/2015,20 - 21,1404.0,2511.0,12886.0,3565.0,20366.0,18509.0
11/01/2015,21 - 22,1363.0,2423.0,12436.0,3444.0,19667.0,17963.0
11/01/2015,22 - 23,1372.0,2309.0,11884.0,3286.0,18850.0,16866.0
11/01/2015,23 - 00,1378.0,2140.0,11527.0,3061.0,18106.0,16147.0
12/01/2015,00 - 01,1268.0,2364.0,11126.0,2962.0,17720.0,15321.0
12/01/2015,01 - 02,1221.0,2317.0,10857.0,2875.0,17271.0,14700.0
12/01/2015,02 - 03,1273.0,2286.0,10760.0,2955.0,17273.0,14411.0
12/01/2015,03 - 04,1377.0,2403.0,10812.0,2895.0,17487.0,14752.0
12/01/2015,04 - 05,1214.0,2495.0,10958.0,2947.0,17613.0,15267.0
12/01/2015,05 - 06,1248.0,2456.0,11384.0,2968.0,18055.0,16820.0
12/01/2015,06 - 07,1527.0,2794.0,12713.0,3285.0,20319.0,19332.0
12/01/2015,07 - 08,1778.0,2848.0,14063.0,3668.0,22357.0,21215.0
12/01/2015,08 - 09,1652.0,2990.0,14958.0,3778.0,23377.0,21156.0
12/01/2015,09 - 10,1650.0,2870.0,15126.0,3686.0,23331.0,20689.0
12/01/2015,10 - 11,1584.0,2795.0,14253.0,3815.0,22448.0,20695.0
12/01/2015,11 - 12,1534.0,2728.0,14077.0,3894.0,22233.0,20216.0
12/01/2015,12 - 13,1664.0,2849.0,13914.0,3883.0,22309.0,20230.0
12/01/2015,13 - 14,1566.0,2873.0,13859.0,3896.0,22194.0,20495.0
12/01/2015,14 - 15,1552.0,2780.0,13795.0,3900.0,22028.0,19808.0
12/01/2015,15 - 16,1695.0,2833.0,14126.0,3884.0,22539.0,19622.0
12/01/2015,16 - 17,1689.0,2828.0,14272.0,3942.0,22731.0,20056.0
12/01/2015,17 - 18,1735.0,2813.0,14155.0,3943.0,22645.0,20355.0
12/01/2015,18 - 19,1747.0,2819.0,13727.0,3797.0,22090.0,20164.0
12/01/2015,19 - 20,1631.0,2787.0,13357.0,3673.0,21448.0,18969.0
12/01/2015,20 - 21,1545.0,2683.0,12789.0,3548.0,20565.0,17843.0
12/01/2015,21 - 22,1605.0,2702.0,12064.0,3349.0,19719.0,16991.0
12/01/2015,22 - 23,1525.0,2454.0,11579.0,3071.0,18629.0,16325.0
12/01/2015,23 - 00,1488.0,2171.0,10900.0,2884.0,17442.0,15526.0
01/13/2015,00 - 01,1391.0,2084.0,10264.0,2823.0,16561.0,14955.0
01/13/2015,01 - 02,1382.0,2036.0,9870.0,2695.0,15982.0,14965.0
01/13/2015,02 - 03,1406.0,2036.0,9916.0,2583.0,15941.0,14946.0
01/13/2015,03 - 04,1388.0,2100.0,10045.0,2640.0,16172.0,14793.0
01/13/2015,04 - 05,1341.0,2189.0,10313.0,2673.0,16517.0,14703.0
01/13/2015,05 - 06,1392.0,2375.0,10684.0,2839.0,17291.0,15569.0
01/13/2015,06 - 07,1456.0,2375.0,11713.0,3251.0,18795.0,17720.0
01/13/2015,07 - 08,1501.0,2564.0,12952.0,3724.0,20741.0,19743.0
01/13/2015,08 - 09,1617.0,2494.0,13873.0,3812.0,21797.0,19896.0
01/13/2015,09 - 10,1490.0,2440.0,13838.0,3843.0,21611.0,19293.0
01/13/2015,10 - 11,1484.0,2486.0,13137.0,3923.0,21030.0,19088.0
01/13/2015,11 - 12,1328.0,2504.0,13047.0,3805.0,20683.0,19121.0
01/13/2015,12 - 13,1400.0,2555.0,13097.0,3727.0,20778.0,19004.0
01/13/2015,13 - 14,1380.0,2584.0,12838.0,3753.0,20555.0,18984.0
01/13/2015,14 - 15,1437.0,2534.0,12743.0,3750.0,20464.0,18863.0
01/13/2015,15 - 16,1433.0,2619.0,13058.0,3736.0,20846.0,19154.0
01/13/2015,16 - 17,1641.0,2766.0,13406.0,3689.0,21501.0,19801.0
01/13/2015,17 - 18,1493.0,2705.0,13445.0,3677.0,21320.0,20937.0
01/13/2015,18 - 19,1653.0,2563.0,13081.0,3512.0,20809.0,20858.0
01/13/2015,19 - 20,1545.0,2526.0,12612.0,3502.0,20186.0,20019.0
01/13/2015,20 - 21,1457.0,2439.0,12228.0,3448.0,19572.0,18260.0
01/13/2015,21 - 22,1453.0,2397.0,11788.0,3352.0,18989.0,17077.0
01/13/2015,22 - 23,1380.0,2328.0,11002.0,3072.0,17782.0,15970.0
01/13/2015,23 - 00,1350.0,2199.0,10302.0,2858.0,16709.0,14961.0
01/14/2015,00 - 01,1329.0,2197.0,10050.0,2605.0,16180.0,14178.0
01/14/2015,01 - 02,1319.0,2114.0,9788.0,2521.0,15742.0,13994.0
01/14/2015,02 - 03,1323.0,2037.0,9589.0,2512.0,15461.0,13993.0
01/14/2015,03 - 04,1335.0,2052.0,9709.0,2486.0,15582.0,14058.0
01/14/2015,04 - 05,1411.0,2215.0,9868.0,2622.0,16115.0,14169.0
01/14/2015,05 - 06,1218.0,2222.0,10412.0,2880.0,16732.0,15606.0
01/14/2015,06 - 07,1391.0,2316.0,11770.0,3406.0,18882.0,17589.0
01/14/2015,07 - 08,1299.0,2579.0,12929.0,3983.0,20790.0,19861.0
01/14/2015,08 - 09,1544.0,2678.0,13284.0,4131.0,21637.0,20274.0
01/14/2015,09 - 10,1416.0,2647.0,13265.0,4038.0,21366.0,19291.0
01/14/2015,10 - 11,1571.0,2764.0,13254.0,4012.0,21602.0,19077.0
01/14/2015,11 - 12,1510.0,2726.0,13202.0,3969.0,21406.0,19252.0
