,Hours,SE1,SE2,SE3,SE4,SE
12-06-2020,08 - 09,984,1866,8927,2639,14416
12-06-2020,09 - 10,940,1711,8924,2601,14176
12-06-2020,10 - 11,921,1606,8759,2661,13947
12-06-2020,11 - 12,966,1633,8722,2720,14041
12-06-2020,12 - 13,1080,1584,8765,2648,14077
12-06-2020,13 - 14,1017,1557,8725,2624,13923
12-06-2020,14 - 15,976,1487,8498,2548,13509
12-06-2020,15 - 16,932,1417,8278,2468,13095
12-06-2020,16 - 17,929,1445,8213,2416,13003
12-06-2020,17 - 18,925,1447,8279,2428,13079
12-06-2020,18 - 19,941,1449,8167,2369,12926
12-06-2020,19 - 20,911,1432,7905,2228,12476
12-06-2020,20 - 21,991,1545,7762,2139,12437
12-06-2020,21 - 22,977,1567,7547,2160,12251
12-06-2020,22 - 23,940,1461,7321,2187,11909
12-06-2020,23 - 00,892,1321,7032,2109,11354
13-06-2020,00 - 01,795,1256,6705,1987,10743
13-06-2020,01 - 02,806,1232,6464,1878,10380
13-06-2020,02 - 03,755,1287,6299,1857,10198
13-06-2020,03 - 04,772,1354,6048,1862,10036
13-06-2020,04 - 05,774,1345,5907,1784,9810
13-06-2020,05 - 06,737,1352,5982,1823,9894
13-06-2020,06 - 07,816,1419,6227,1957,10419
13-06-2020,07 - 08,845,1499,6606,2090,11040
13-06-2020,08 - 09,776,1528,7000,2247,11551
13-06-2020,09 - 10,785,1531,7331,2334,11981
13-06-2020,10 - 11,845,1482,7458,2270,12055
13-06-2020,11 - 12,897,1502,7510,2298,12207
13-06-2020,12 - 13,880,1464,7513,2289,12146
13-06-2020,13 - 14,869,1420,7448,2161,11898
13-06-2020,14 - 15,829,1380,7370,2057,11636
13-06-2020,15 - 16,843,1372,7257,2026,11498
13-06-2020,16 - 17,841,1432,7255,2047,11575
13-06-2020,17 - 18,941,1464,7283,2129,11817
13-06-2020,18 - 19,945,1530,7290,2191,11956
13-06-2020,19 - 20,927,1499,7194,2153,11773
13-06-2020,20 - 21,837,1557,7217,2144,11755
13-06-2020,21 - 22,798,1492,7008,2091,11389
13-06-2020,22 - 23,659,1353,6958,2092,11062
13-06-2020,23 - 00,707,1388,6824,2085,11004
14-06-2020,00 - 01,940,1409,6585,1993,10927
14-06-2020,01 - 02,942,1295,6278,1838,10353
14-06-2020,02 - 03,930,1248,6163,1803,10144
14-06-2020,03 - 04,973,1153,6008,1741,9875
14-06-2020,04 - 05,956,1191,5933,1734,9814
14-06-2020,05 - 06,788,1431,5824,1798,9841
14-06-2020,06 - 07,761,1501,6010,1891,10163
14-06-2020,07 - 08,824,1711,6422,1933,10890
14-06-2020,08 - 09,866,1803,6798,2080,11547
14-06-2020,09 - 10,789,1710,7070,2056,11625
14-06-2020,10 - 11,808,1446,7169,1881,11304
14-06-2020,11 - 12,885,1347,7307,1923,11462
14-06-2020,12 - 13,963,1425,7533,2019,11940
14-06-2020,13 - 14,957,1424,7539,2061,11981
14-06-2020,14 - 15,926,1499,7412,2014,11851
14-06-2020,15 - 16,911,1477,7352,2004,11744
14-06-2020,16 - 17,942,1420,7327,2032,11721
14-06-2020,17 - 18,986,1425,7592,2128,12131
14-06-2020,18 - 19,933,1522,7711,2189,12355
14-06-2020,19 - 20,923,1639,7778,2243,12583
14-06-2020,20 - 21,1079,1507,7752,2237,12575
14-06-2020,21 - 22,1081,1589,7488,2121,12279
14-06-2020,22 - 23,927,1586,7261,2067,11841
14-06-2020,23 - 00,877,1638,7005,1954,11474
15-06-2020,00 - 01,920,1284,6759,1892,10855
15-06-2020,01 - 02,754,1228,6622,1861,10465
15-06-2020,02 - 03,822,1378,6543,1819,10562
15-06-2020,03 - 04,997,1444,6478,1823,10742
15-06-2020,04 - 05,820,1303,6460,1795,10378
15-06-2020,05 - 06,912,1408,6811,1849,10980
15-06-2020,06 - 07,933,1478,7630,2125,12166
15-06-2020,07 - 08,920,1621,8608,2487,13636
15-06-2020,08 - 09,859,1636,9017,2622,14134
15-06-2020,09 - 10,1002,1778,9125,2637,14542
15-06-2020,10 - 11,986,1629,9216,2670,14501
15-06-2020,11 - 12,915,1611,9328,2756,14610
15-06-2020,12 - 13,913,1669,9293,2743,14618
15-06-2020,13 - 14,975,1678,9306,2726,14685
15-06-2020,14 - 15,959,1548,9283,2672,14462
15-06-2020,15 - 16,1013,1527,9210,2655,14405
15-06-2020,16 - 17,999,1576,9111,2609,14295
15-06-2020,17 - 18,1019,1581,9174,2579,14353
15-06-2020,18 - 19,930,1580,9020,2508,14038
15-06-2020,19 - 20,937,1510,8880,2461,13788
15-06-2020,20 - 21,960,1558,8692,2403,13613
15-06-2020,21 - 22,907,1548,8334,2377,13166
15-06-2020,22 - 23,902,1420,8000,2312,12634
15-06-2020,23 - 00,783,1265,7605,2113,11766
16-06-2020,00 - 01,639,1254,7112,1951,10956
16-06-2020,01 - 02,693,1257,6771,1871,10592
16-06-2020,02 - 03,796,1187,6569,1882,10434
16-06-2020,03 - 04,871,1020,6468,1865,10224
16-06-2020,04 - 05,843,1060,6256,1819,9978
16-06-2020,05 - 06,894,1243,6226,1891,10254
16-06-2020,06 - 07,1033,1538,7261,2178,12010
16-06-2020,07 - 08,982,1688,8393,2466,13529
16-06-2020,08 - 09,928,1676,8882,2582,14068
16-06-2020,09 - 10,944,1614,8981,2585,14124
16-06-2020,10 - 11,889,1642,9188,2681,14400
16-06-2020,11 - 12,868,1791,9407,2747,14813
16-06-2020,12 - 13,865,1689,9440,2688,14682
16-06-2020,13 - 14,993,1723,9444,2714,14874
16-06-2020,14 - 15,919,1642,9243,2732,14536
16-06-2020,15 - 16,980,1549,8987,2710,14226
16-06-2020,16 - 17,980,1551,8980,2648,14159
16-06-2020,17 - 18,973,1597,9175,2584,14329
16-06-2020,18 - 19,949,1582,9509,2569,14609
16-06-2020,19 - 20,958,1505,9406,2498,14367
16-06-2020,20 - 21,1016,1527,8539,2361,13443
16-06-2020,21 - 22,923,1573,8231,2288,13015
16-06-2020,22 - 23,870,1428,7935,2208,12441
16-06-2020,23 - 00,790,1132,7533,2040,11495
17-06-2020,00 - 01,861,1279,7164,1916,11220
17-06-2020,01 - 02,859,1265,6989,1869,10982
17-06-2020,02 - 03,881,1042,6732,1854,10509
17-06-2020,03 - 04,917,1019,6496,1839,10271
17-06-2020,04 - 05,833,1042,6444,1778,10097
17-06-2020,05 - 06,979,1242,6812,1900,10933
17-06-2020,06 - 07,886,1567,7913,2183,12549
17-06-2020,07 - 08,1011,1671,8679,2458,13819
17-06-2020,08 - 09,1038,1694,9147,2553,14432
17-06-2020,09 - 10,990,1642,9331,2626,14589
17-06-2020,10 - 11,919,1600,9459,2710,14688
17-06-2020,11 - 12,903,1584,9607,2725,14819
17-06-2020,12 - 13,1013,1614,9695,2709,15031
17-06-2020,13 - 14,1045,1626,9612,2686,14969
17-06-2020,14 - 15,1086,1569,9480,2643,14778
17-06-2020,15 - 16,949,1477,9429,2578,14433
17-06-2020,16 - 17,882,1343,9255,2534,14014
17-06-2020,17 - 18,850,1464,9249,2536,14099
17-06-2020,18 - 19,969,1474,9019,2443,13905
17-06-2020,19 - 20,911,1475,8792,2378,13556
17-06-2020,20 - 21,936,1278,8527,2280,13021
17-06-2020,21 - 22,942,1291,8161,2190,12584
17-06-2020,22 - 23,948,1447,7985,2179,12559
17-06-2020,23 - 00,898,1429,7726,1995,12048
18-06-2020,00 - 01,859,1335,7222,1894,11310
18-06-2020,01 - 02,785,1316,7078,1807,10986
18-06-2020,02 - 03,733,1395,6911,1780,10819
18-06-2020,03 - 04,835,1308,6771,1763,10677
18-06-2020,04 - 05,780,1310,6642,1719,10451
18-06-2020,05 - 06,735,1308,6937,1779,10759
18-06-2020,06 - 07,816,1453,7697,2043,12009
18-06-2020,07 - 08,716,1485,8436,2324,12961
18-06-2020,08 - 09,649,1485,8705,2440,13279
18-06-2020,09 - 10,915,1559,8880,2473,13827
18-06-2020,10 - 11,941,1536,8912,2513,13902
18-06-2020,11 - 12,788,1598,9013,2537,13936
18-06-2020,12 - 13,1042,1563,9038,2508,14151
18-06-2020,13 - 14,1255,1510,8902,2528,14195
18-06-2020,14 - 15,1015,1534,8722,2494,13765
18-06-2020,15 - 16,896,1451,8628,2441,13416
18-06-2020,16 - 17,954,1473,8535,2377,13339
18-06-2020,17 - 18,971,1657,8465,2333,13426
18-06-2020,18 - 19,926,1631,8296,2287,13140
18-06-2020,19 - 20,975,1543,8172,2248,12938
18-06-2020,20 - 21,1040,1443,7898,2158,12539
18-06-2020,21 - 22,1064,1399,7619,2078,12160
18-06-2020,22 - 23,1074,1331,7324,2012,11741
18-06-2020,23 - 00,1032,1386,7101,1860,11379
19-06-2020,00 - 01,636,1314,6616,1735,10301
19-06-2020,01 - 02,566,1265,6164,1646,9641
19-06-2020,02 - 03,550,1468,6006,1599,9623
19-06-2020,03 - 04,780,1418,5861,1557,9616
19-06-2020,04 - 05,727,1253,5582,1446,9008
19-06-2020,05 - 06,725,1113,5567,1448,8853
19-06-2020,06 - 07,929,1205,5859,1558,9551
19-06-2020,07 - 08,855,1422,6375,1715,10367
19-06-2020,08 - 09,902,1478,6818,1889,11087
19-06-2020,09 - 10,931,1535,7173,1997,11636
19-06-2020,10 - 11,993,1499,7329,2100,11921
19-06-2020,11 - 12,960,1481,7493,2185,12119
19-06-2020,12 - 13,1006,1546,7477,2180,12209
19-06-2020,13 - 14,1017,1432,7179,2120,11748
19-06-2020,14 - 15,897,1358,7019,2017,11291
19-06-2020,15 - 16,870,1310,6915,1977,11072
19-06-2020,16 - 17,937,1312,6904,1970,11123
19-06-2020,17 - 18,945,1385,7006,1971,11307
19-06-2020,18 - 19,934,1420,6949,1909,11212
19-06-2020,19 - 20,912,1351,6752,1849,10864
19-06-2020,20 - 21,897,1258,6491,1824,10470
19-06-2020,21 - 22,864,1200,6606,1821,10491
19-06-2020,22 - 23,816,1048,6755,1845,10464
19-06-2020,23 - 00,760,886,6633,1714,9993
20-06-2020,00 - 01,772,616,6070,1653,9111
20-06-2020,01 - 02,780,584,5813,1641,8818
20-06-2020,02 - 03,722,625,5578,1603,8528
20-06-2020,03 - 04,803,636,5307,1553,8299
20-06-2020,04 - 05,875,749,5158,1460,8242
20-06-2020,05 - 06,803,781,5357,1442,8383
20-06-2020,06 - 07,860,871,5488,1490,8709
20-06-2020,07 - 08,801,1185,5803,1606,9395
20-06-2020,08 - 09,897,1383,6178,1712,10170
20-06-2020,09 - 10,922,1492,6682,1835,10931
20-06-2020,10 - 11,970,1549,6691,1950,11160
20-06-2020,11 - 12,1017,1374,6791,1990,11172
20-06-2020,12 - 13,969,1282,6854,2012,11117
20-06-2020,13 - 14,824,1187,6884,2019,10914
20-06-2020,14 - 15,884,1215,6918,1948,10965
20-06-2020,15 - 16,840,1185,6842,1902,10769
20-06-2020,16 - 17,854,1201,6794,1898,10747
20-06-2020,17 - 18,890,1274,6921,1948,11033
20-06-2020,18 - 19,882,1279,7019,1943,11123
20-06-2020,19 - 20,878,1306,6970,1882,11036
20-06-2020,20 - 21,859,1336,6809,1840,10844
20-06-2020,21 - 22,900,1286,6608,1792,10586
20-06-2020,22 - 23,901,1185,6422,1783,10291
20-06-2020,23 - 00,820,1079,6258,1693,9850
21-06-2020,00 - 01,638,965,5918,1612,9133
21-06-2020,01 - 02,728,939,5702,1527,8896
21-06-2020,02 - 03,737,934,5638,1532,8841
21-06-2020,03 - 04,818,931,5484,1511,8744
21-06-2020,04 - 05,826,1020,5321,1453,8620
21-06-2020,05 - 06,772,1117,5378,1434,8701
21-06-2020,06 - 07,871,1181,5446,1492,8990
21-06-2020,07 - 08,899,1225,5761,1608,9493
21-06-2020,08 - 09,1121,1381,6091,1743,10336
21-06-2020,09 - 10,946,1386,6520,1867,10719
21-06-2020,10 - 11,988,1361,6897,1995,11241
21-06-2020,11 - 12,953,1337,7096,2091,11477
21-06-2020,12 - 13,958,1345,7205,2111,11619
21-06-2020,13 - 14,948,1295,7165,2103,11511
21-06-2020,14 - 15,922,1263,7071,2046,11302
21-06-2020,15 - 16,943,1329,7246,2044,11562
21-06-2020,16 - 17,999,1434,7189,2080,11702
21-06-2020,17 - 18,948,1548,7430,2142,12068
21-06-2020,18 - 19,982,1577,7525,2162,12246
21-06-2020,19 - 20,1002,1492,7471,2133,12098
21-06-2020,20 - 21,925,1578,7333,2081,11917
21-06-2020,21 - 22,946,1506,7081,2011,11544
21-06-2020,22 - 23,786,1401,6800,2006,10993
21-06-2020,23 - 00,688,1384,6619,1888,10579
22-06-2020,00 - 01,761,1301,6252,1773,10087
22-06-2020,01 - 02,856,1315,6068,1697,9936
22-06-2020,02 - 03,889,1278,6132,1667,9966
22-06-2020,03 - 04,884,1117,6071,1682,9754
22-06-2020,04 - 05,876,1192,5992,1667,9727
22-06-2020,05 - 06,961,1201,6274,1728,10164
22-06-2020,06 - 07,1154,1431,7021,1960,11566
22-06-2020,07 - 08,1127,1583,8019,2278,13007
22-06-2020,08 - 09,1098,1557,8436,2360,13451
22-06-2020,09 - 10,1047,1613,8705,2436,13801
22-06-2020,10 - 11,1052,1580,8819,2586,14037
22-06-2020,11 - 12,1091,1663,8948,2574,14276
22-06-2020,12 - 13,1102,1660,9006,2530,14298
22-06-2020,13 - 14,1167,1488,8959,2554,14168
22-06-2020,14 - 15,1141,1530,8852,2532,14055
22-06-2020,15 - 16,1091,1507,8913,2499,14010
22-06-2020,16 - 17,1172,1629,8822,2385,14008
22-06-2020,17 - 18,1130,1537,8868,2375,13910
22-06-2020,18 - 19,1004,1549,8687,2337,13577
22-06-2020,19 - 20,1015,1609,8510,2307,13441
22-06-2020,20 - 21,1085,1576,8313,2311,13285
22-06-2020,21 - 22,1075,1455,7981,2234,12745
22-06-2020,22 - 23,1038,1417,7731,2197,12383
22-06-2020,23 - 00,889,1301,7344,1976,11510
23-06-2020,00 - 01,961,1154,6987,1841,10943
23-06-2020,01 - 02,1032,1104,6804,1790,10730
23-06-2020,02 - 03,883,1174,6647,1722,10426
23-06-2020,03 - 04,799,1232,6504,1692,10227
23-06-2020,04 - 05,837,1305,6453,1668,10263
23-06-2020,05 - 06,821,1431,6733,1768,10753
23-06-2020,06 - 07,848,1605,7555,2088,12096
23-06-2020,07 - 08,1090,1607,8277,2342,13316
23-06-2020,08 - 09,1001,1595,8634,2511,13741
23-06-2020,09 - 10,1013,1683,8791,2562,14049
23-06-2020,10 - 11,965,1615,8990,2569,14139
23-06-2020,11 - 12,1045,1745,8999,2569,14358
23-06-2020,12 - 13,1055,1750,9063,2559,14427
23-06-2020,13 - 14,1002,1694,8946,2522,14164
23-06-2020,14 - 15,922,1646,8935,2502,14005
23-06-2020,15 - 16,984,1588,8945,2553,14070
23-06-2020,16 - 17,934,1673,8866,2494,13967
23-06-2020,17 - 18,938,1639,8827,2476,13880
23-06-2020,18 - 19,938,1722,8639,2400,13699
23-06-2020,19 - 20,1022,1613,8494,2320,13449
23-06-2020,20 - 21,1047,1556,8329,2249,13181
23-06-2020,21 - 22,982,1440,8289,2164,12875
23-06-2020,22 - 23,1009,1374,8013,2108,12504
23-06-2020,23 - 00,856,1287,7648,1993,11784
24-06-2020,00 - 01,855,1190,7116,1848,11009
24-06-2020,01 - 02,806,1316,6983,1767,10872
24-06-2020,02 - 03,688,1269,6855,1730,10542
24-06-2020,03 - 04,840,1247,6680,1738,10505
24-06-2020,04 - 05,999,1416,6576,1693,10684
24-06-2020,05 - 06,1009,1492,6876,1781,11158
24-06-2020,06 - 07,1078,1500,7740,1994,12312
24-06-2020,07 - 08,1041,1560,8490,2297,13388
24-06-2020,08 - 09,953,1695,8859,2434,13941
24-06-2020,09 - 10,1042,1757,9032,2467,14298
24-06-2020,10 - 11,1038,1672,9209,2543,14462
24-06-2020,11 - 12,958,1780,9324,2557,14619
24-06-2020,12 - 13,948,1789,9409,2559,14705
24-06-2020,13 - 14,1060,1544,9221,2530,14355
24-06-2020,14 - 15,1078,1523,9134,2533,14268
24-06-2020,15 - 16,1030,1420,9170,2451,14071
24-06-2020,16 - 17,924,1430,9069,2357,13780
24-06-2020,17 - 18,909,1478,9353,2352,14092
24-06-2020,18 - 19,985,1554,8940,2313,13792
24-06-2020,19 - 20,1082,1574,8704,2305,13665
24-06-2020,20 - 21,1055,1542,8407,2233,13237
24-06-2020,21 - 22,1042,1551,8058,2146,12797
24-06-2020,22 - 23,1047,1525,7901,2104,12577
24-06-2020,23 - 00,1120,1412,7714,1978,12224
25-06-2020,00 - 01,922,1244,7259,1838,11263
25-06-2020,01 - 02,924,1132,6829,1747,10632
25-06-2020,02 - 03,993,1215,6724,1714,10646
25-06-2020,03 - 04,870,1213,6676,1705,10464
25-06-2020,04 - 05,918,1258,6558,1671,10405
25-06-2020,05 - 06,844,1160,6888,1732,10624
25-06-2020,06 - 07,916,1159,7526,1976,11577
25-06-2020,07 - 08,1011,1444,8272,2245,12972
25-06-2020,08 - 09,1104,1704,8799,2446,14053
25-06-2020,09 - 10,1146,1632,8876,2537,14191
25-06-2020,10 - 11,1148,1599,8980,2599,14326
25-06-2020,11 - 12,966,1563,9020,2615,14164
25-06-2020,12 - 13,898,1477,9004,2578,13957
25-06-2020,13 - 14,942,1508,8909,2562,13921
25-06-2020,14 - 15,935,1482,8804,2550,13771
25-06-2020,15 - 16,916,1496,8912,2447,13771
25-06-2020,16 - 17,916,1364,8940,2416,13636
25-06-2020,17 - 18,881,1393,8878,2328,13480
25-06-2020,18 - 19,1006,1449,8576,2335,13366
25-06-2020,19 - 20,1015,1371,8457,2303,13146
25-06-2020,20 - 21,1061,1314,8316,2251,12942
25-06-2020,21 - 22,1041,1384,8032,2177,12634
25-06-2020,22 - 23,976,1433,7768,2089,12266
25-06-2020,23 - 00,892,1247,7356,1930,11425
26-06-2020,00 - 01,782,882,6949,1753,10366
26-06-2020,01 - 02,823,925,6665,1688,10101
26-06-2020,02 - 03,800,1045,6611,1701,10157
26-06-2020,03 - 04,722,1035,6418,1712,9887
26-06-2020,04 - 05,652,1164,6347,1667,9830
26-06-2020,05 - 06,759,1307,6695,1689,10450
26-06-2020,06 - 07,1074,1476,7453,1944,11947
26-06-2020,07 - 08,1107,1581,8262,2272,13222
26-06-2020,08 - 09,959,1592,8581,2466,13598
26-06-2020,09 - 10,1069,1599,8689,2508,13865
26-06-2020,10 - 11,977,1512,8909,2543,13941
26-06-2020,11 - 12,995,1587,8935,2511,14028
26-06-2020,12 - 13,949,1510,9024,2560,14043
26-06-2020,13 - 14,954,1507,8937,2503,13901
26-06-2020,14 - 15,1063,1620,8684,2475,13842
26-06-2020,15 - 16,1080,1521,8682,2354,13637
26-06-2020,16 - 17,1088,1550,8561,2285,13484
26-06-2020,17 - 18,1072,1551,8408,2244,13275
26-06-2020,18 - 19,1124,1632,8206,2180,13142
26-06-2020,19 - 20,1070,1693,8063,2084,12910
26-06-2020,20 - 21,949,1769,7803,1995,12516
26-06-2020,21 - 22,965,1657,7506,1962,12090
26-06-2020,22 - 23,900,1773,7272,1974,11919
26-06-2020,23 - 00,865,1748,6981,1897,11491
27-06-2020,00 - 01,792,1507,6814,1792,10905
27-06-2020,01 - 02,916,1511,6428,1686,10541
27-06-2020,02 - 03,824,1307,6297,1608,10036
27-06-2020,03 - 04,763,1046,6180,1574,9563
27-06-2020,04 - 05,887,1085,6025,1504,9501
27-06-2020,05 - 06,878,1049,6008,1475,9410
27-06-2020,06 - 07,884,974,6074,1584,9516
27-06-2020,07 - 08,864,1015,6366,1771,10016
27-06-2020,08 - 09,889,1185,7091,1886,11051
27-06-2020,09 - 10,955,1296,7574,2011,11836
27-06-2020,10 - 11,961,1345,7636,2059,12001
27-06-2020,11 - 12,976,1349,7629,2021,11975
27-06-2020,12 - 13,1004,1245,7403,2051,11703
27-06-2020,13 - 14,957,1304,7389,2000,11650
27-06-2020,14 - 15,978,1301,7280,1933,11492
27-06-2020,15 - 16,972,1312,7225,1935,11444
27-06-2020,16 - 17,984,1524,7310,1944,11762
27-06-2020,17 - 18,1018,1677,7583,2067,12345
27-06-2020,18 - 19,949,1552,7664,2101,12266
27-06-2020,19 - 20,946,1382,7546,2092,11966
27-06-2020,20 - 21,937,1389,7229,2032,11587
27-06-2020,21 - 22,899,1363,6954,1940,11156
27-06-2020,22 - 23,904,1243,7099,1939,11185
27-06-2020,23 - 00,901,1182,7044,1876,11003
28-06-2020,00 - 01,803,1088,6797,1783,10471
28-06-2020,01 - 02,766,910,6423,1682,9781
28-06-2020,02 - 03,865,1032,6221,1615,9733
28-06-2020,03 - 04,892,1104,5851,1563,9410
28-06-2020,04 - 05,865,1133,5487,1476,8961
28-06-2020,05 - 06,943,1294,5582,1466,9285
28-06-2020,06 - 07,878,1540,5915,1536,9869
28-06-2020,07 - 08,829,1587,6346,1669,10431
28-06-2020,08 - 09,936,1595,6894,1831,11256
28-06-2020,09 - 10,942,1461,7248,1927,11578
28-06-2020,10 - 11,981,1359,7475,2000,11815
28-06-2020,11 - 12,938,1397,7606,2065,12006
28-06-2020,12 - 13,950,1431,7679,2082,12142
28-06-2020,13 - 14,1001,1526,7639,2119,12285
28-06-2020,14 - 15,1035,1482,7422,2043,11982
28-06-2020,15 - 16,1038,1359,7491,2029,11917
28-06-2020,16 - 17,1013,1289,7391,2094,11787
28-06-2020,17 - 18,1011,1312,7437,2128,11888
28-06-2020,18 - 19,1020,1426,7555,2083,12084
28-06-2020,19 - 20,967,1357,7733,2057,12114
28-06-2020,20 - 21,974,1440,7615,1996,12025
28-06-2020,21 - 22,975,1460,7530,1955,11920
28-06-2020,22 - 23,945,1435,7517,2027,11924
28-06-2020,23 - 00,912,1223,7091,1914,11140
29-06-2020,00 - 01,785,1104,6753,1804,10446
29-06-2020,01 - 02,905,1132,6589,1716,10342
29-06-2020,02 - 03,827,1099,6532,1668,10126
29-06-2020,03 - 04,792,1085,6407,1642,9926
29-06-2020,04 - 05,848,1230,6198,1562,9838
29-06-2020,05 - 06,931,1237,6278,1650,10096
29-06-2020,06 - 07,932,1485,7164,1978,11559
29-06-2020,07 - 08,1048,1673,8089,2308,13118
29-06-2020,08 - 09,1046,1776,8559,2483,13864
29-06-2020,09 - 10,1050,1650,8774,2552,14026
29-06-2020,10 - 11,983,1701,8733,2663,14080
29-06-2020,11 - 12,1080,1815,8920,2705,14520
29-06-2020,12 - 13,1095,1536,9048,2648,14327
29-06-2020,13 - 14,1121,1671,9003,2651,14446
29-06-2020,14 - 15,1073,1932,8924,2580,14509
29-06-2020,15 - 16,1125,1838,8912,2531,14406
29-06-2020,16 - 17,1050,1797,8840,2480,14167
29-06-2020,17 - 18,867,1785,8732,2523,13907
29-06-2020,18 - 19,867,1697,8593,2460,13617
29-06-2020,19 - 20,971,1651,8261,2377,13260
29-06-2020,20 - 21,1092,1653,8177,2316,13238
29-06-2020,21 - 22,1039,1689,7988,2241,12957
29-06-2020,22 - 23,939,1522,7785,2179,12425
29-06-2020,23 - 00,980,1482,7427,2014,11903
30-06-2020,00 - 01,895,1354,6836,1835,10920
30-06-2020,01 - 02,985,1502,6579,1760,10826
30-06-2020,02 - 03,837,1500,6501,1709,10547
30-06-2020,03 - 04,937,1547,6447,1691,10622
30-06-2020,04 - 05,1024,1527,6291,1694,10536
30-06-2020,05 - 06,899,1227,6512,1802,10440
30-06-2020,06 - 07,916,1510,7329,2224,11979
30-06-2020,07 - 08,946,1713,8234,2499,13392
30-06-2020,08 - 09,1158,1854,8555,2594,14161
30-06-2020,09 - 10,983,1764,8621,2617,13985
30-06-2020,10 - 11,1016,1846,8922,2598,14382
30-06-2020,11 - 12,1042,1675,8946,2645,14308
30-06-2020,12 - 13,1116,1847,8787,2728,14478
30-06-2020,13 - 14,1092,1637,8656,2730,14115
30-06-2020,14 - 15,1202,1765,8684,2720,14371
30-06-2020,15 - 16,999,1487,8738,2726,13950
30-06-2020,16 - 17,922,1435,8407,2595,13359
30-06-2020,17 - 18,1239,1561,8668,2668,14136
30-06-2020,18 - 19,1059,1254,8660,2664,13637
30-06-2020,19 - 20,741,1085,8519,2612,12957
30-06-2020,20 - 21,813,1290,8216,2487,12806
30-06-2020,21 - 22,1033,1439,7924,2375,12771
30-06-2020,22 - 23,1077,1295,7584,2269,12225
30-06-2020,23 - 00,822,1213,7317,2100,11452
01-07-2020,00 - 01,818,1215,6844,1973,10850
01-07-2020,01 - 02,862,1160,6699,1860,10581
01-07-2020,02 - 03,900,1039,6597,1817,10353
01-07-2020,03 - 04,871,1013,6437,1817,10138
01-07-2020,04 - 05,900,1171,6370,1822,10263
01-07-2020,05 - 06,681,1254,6671,1949,10555
01-07-2020,06 - 07,745,1463,7480,2271,11959
01-07-2020,07 - 08,1091,1471,8340,2530,13432
01-07-2020,08 - 09,1050,1353,8768,2648,13819
01-07-2020,09 - 10,963,1573,8945,2663,14144
01-07-2020,10 - 11,1201,1782,9223,2752,14958
01-07-2020,11 - 12,1181,1692,9303,2731,14907
01-07-2020,12 - 13,1087,1711,9207,2707,14712
01-07-2020,13 - 14,1035,1717,9250,2703,14705
01-07-2020,14 - 15,888,1518,9040,2638,14084
01-07-2020,15 - 16,983,1594,8937,2625,14139
01-07-2020,16 - 17,1156,1600,8744,2563,14063
01-07-2020,17 - 18,1069,1619,8821,2512,14021
01-07-2020,18 - 19,996,1639,8658,2452,13745
01-07-2020,19 - 20,928,1567,8494,2432,13421
01-07-2020,20 - 21,1096,1480,8229,2307,13112
01-07-2020,21 - 22,1123,1644,7991,2180,12938
01-07-2020,22 - 23,857,1533,7751,2128,12269
01-07-2020,23 - 00,794,1283,7478,2020,11575
02-07-2020,00 - 01,763,1342,7005,1848,10958
02-07-2020,01 - 02,804,1421,6813,1784,10822
02-07-2020,02 - 03,839,1377,6797,1724,10737
02-07-2020,03 - 04,819,1381,6586,1703,10489
02-07-2020,04 - 05,982,1246,6381,1690,10299
02-07-2020,05 - 06,1049,1370,6533,1760,10712
02-07-2020,06 - 07,952,1577,7273,2002,11804
02-07-2020,07 - 08,997,1618,7990,2330,12935
02-07-2020,08 - 09,1051,1548,8295,2480,13374
02-07-2020,09 - 10,844,1650,8412,2536,13442
02-07-2020,10 - 11,974,1733,8479,2586,13772
02-07-2020,11 - 12,886,1754,8493,2569,13702
02-07-2020,12 - 13,1080,1812,8434,2504,13830
02-07-2020,13 - 14,1088,1725,8504,2470,13787
02-07-2020,14 - 15,964,1756,8330,2463,13513
02-07-2020,15 - 16,1029,1725,8263,2424,13441
02-07-2020,16 - 17,939,1616,8267,2358,13180
02-07-2020,17 - 18,1037,1652,8366,2345,13400
02-07-2020,18 - 19,1022,1799,8189,2331,13341
02-07-2020,19 - 20,976,1674,7984,2295,12929
02-07-2020,20 - 21,989,1633,7783,2315,12720
02-07-2020,21 - 22,913,1504,7608,2212,12237
02-07-2020,22 - 23,847,1531,7391,2111,11880
02-07-2020,23 - 00,819,1573,7045,1956,11393
03-07-2020,00 - 01,683,1320,6666,1858,10527
03-07-2020,01 - 02,684,1288,6448,1784,10204
03-07-2020,02 - 03,830,1341,6264,1725,10160
03-07-2020,03 - 04,800,1296,6258,1689,10043
03-07-2020,04 - 05,896,1210,6143,1615,9864
03-07-2020,05 - 06,867,1336,6459,1726,10388
03-07-2020,06 - 07,941,1451,7200,2047,11639
03-07-2020,07 - 08,907,1525,7921,2304,12657
03-07-2020,08 - 09,883,1716,8188,2391,13178
03-07-2020,09 - 10,960,1717,8305,2494,13476
03-07-2020,10 - 11,993,1626,8395,2506,13520
03-07-2020,11 - 12,1125,1637,8422,2474,13658
03-07-2020,12 - 13,1025,1592,8309,2464,13390
03-07-2020,13 - 14,839,1387,8281,2403,12910
03-07-2020,14 - 15,851,1450,8115,2391,12807
03-07-2020,15 - 16,1037,1330,7913,2401,12681
03-07-2020,16 - 17,1028,1418,7866,2330,12642
