,Hours,SE1,SE2,SE3,SE4,SE
11-02-2021,13 - 14,1565,1992,15384,4515,23456
11-02-2021,14 - 15,1509,2082,15284,4427,23302
11-02-2021,15 - 16,1504,2109,15487,4444,23544
11-02-2021,16 - 17,1642,2102,15635,4491,23870
11-02-2021,17 - 18,1555,2102,16053,4686,24396
11-02-2021,18 - 19,1563,2102,16007,4635,24307
11-02-2021,19 - 20,1591,2034,15769,4517,23911
11-02-2021,20 - 21,1614,1905,15756,4503,23778
11-02-2021,21 - 22,1459,1763,15399,4343,22964
11-02-2021,22 - 23,1411,1844,14935,4204,22394
11-02-2021,23 - 00,1375,1869,14600,4024,21868
12-02-2021,00 - 01,1263,1876,14497,4027,21663
12-02-2021,01 - 02,1159,1784,14447,4026,21416
12-02-2021,02 - 03,1144,1799,14477,4053,21473
12-02-2021,03 - 04,1284,1798,14184,4092,21358
12-02-2021,04 - 05,1328,1865,14166,4131,21490
12-02-2021,05 - 06,1282,2052,14483,4289,22106
12-02-2021,06 - 07,1327,2081,15505,4614,23527
12-02-2021,07 - 08,1508,2142,16309,4925,24884
12-02-2021,08 - 09,1552,2105,16361,4947,24965
12-02-2021,09 - 10,1546,2077,16166,4859,24648
12-02-2021,10 - 11,1514,2073,16002,4766,24355
12-02-2021,11 - 12,1706,1974,15919,4638,24237
12-02-2021,12 - 13,1436,2049,15642,4491,23618
12-02-2021,13 - 14,1401,2023,15207,4294,22925
12-02-2021,14 - 15,1326,1952,14859,4210,22347
12-02-2021,15 - 16,1357,2068,14666,4215,22306
12-02-2021,16 - 17,1394,2135,15102,4333,22964
12-02-2021,17 - 18,1291,2095,15474,4500,23360
12-02-2021,18 - 19,1307,2032,15436,4471,23246
12-02-2021,19 - 20,1243,1999,15016,4299,22557
12-02-2021,20 - 21,1323,1907,14810,4176,22216
12-02-2021,21 - 22,1345,1895,14351,4040,21631
12-02-2021,22 - 23,1248,1863,13826,3864,20801
12-02-2021,23 - 00,1277,1779,13714,3791,20561
13-02-2021,00 - 01,1301,1814,13489,3737,20341
13-02-2021,01 - 02,1417,1740,13420,3780,20357
13-02-2021,02 - 03,1482,1643,13669,3796,20590
13-02-2021,03 - 04,1430,1797,13839,3782,20848
13-02-2021,04 - 05,1481,1653,13862,3768,20764
13-02-2021,05 - 06,1541,1759,13976,3834,21110
13-02-2021,06 - 07,1327,1844,14312,3950,21433
13-02-2021,07 - 08,1393,1862,14607,4066,21928
13-02-2021,08 - 09,1367,1879,15093,4159,22498
13-02-2021,09 - 10,1172,1917,14870,4158,22117
13-02-2021,10 - 11,1300,1996,14787,4039,22122
13-02-2021,11 - 12,1483,2039,14847,3924,22293
13-02-2021,12 - 13,1431,1963,14473,3742,21609
13-02-2021,13 - 14,1495,1778,14049,3570,20892
13-02-2021,14 - 15,1498,1845,13953,3509,20805
13-02-2021,15 - 16,1402,2074,14068,3570,21114
13-02-2021,16 - 17,1433,2245,14431,3755,21864
13-02-2021,17 - 18,1414,2119,14883,4007,22423
13-02-2021,18 - 19,1388,2202,15175,4045,22810
13-02-2021,19 - 20,1529,2002,14785,3940,22256
13-02-2021,20 - 21,1482,1901,14411,3921,21715
13-02-2021,21 - 22,1384,1889,13937,3793,21003
13-02-2021,22 - 23,1375,1861,13852,3707,20795
13-02-2021,23 - 00,1412,1752,13527,3622,20313
14-02-2021,00 - 01,1411,1889,13322,3592,20214
14-02-2021,01 - 02,1266,1816,13116,3580,19778
14-02-2021,02 - 03,1185,1702,13201,3580,19668
14-02-2021,03 - 04,1268,1635,13280,3634,19817
14-02-2021,04 - 05,1273,1846,13286,3627,20032
14-02-2021,05 - 06,1309,1922,13223,3560,20014
14-02-2021,06 - 07,1410,2068,13556,3620,20654
14-02-2021,07 - 08,1394,2135,13862,3783,21174
14-02-2021,08 - 09,1408,2138,13988,3927,21461
14-02-2021,09 - 10,1439,2206,13926,3937,21508
14-02-2021,10 - 11,1440,2193,14160,3894,21687
14-02-2021,11 - 12,1409,2160,13746,3819,21134
14-02-2021,12 - 13,1423,2134,13517,3642,20716
14-02-2021,13 - 14,1433,2035,12814,3455,19737
14-02-2021,14 - 15,1481,2076,12564,3402,19523
14-02-2021,15 - 16,1456,2107,12735,3435,19733
14-02-2021,16 - 17,1591,2176,13298,3614,20679
14-02-2021,17 - 18,1497,2320,14228,3950,21995
14-02-2021,18 - 19,1553,2356,14378,4072,22359
14-02-2021,19 - 20,1583,2390,14157,4056,22186
14-02-2021,20 - 21,1508,2355,13834,3995,21692
14-02-2021,21 - 22,1494,2284,13451,3872,21101
14-02-2021,22 - 23,1320,2269,13186,3778,20553
14-02-2021,23 - 00,1240,2309,12821,3697,20067
15-02-2021,00 - 01,1399,2192,12679,3640,19910
15-02-2021,01 - 02,1339,2077,12595,3633,19644
15-02-2021,02 - 03,1348,2016,12434,3637,19435
15-02-2021,03 - 04,1372,1803,12525,3676,19376
15-02-2021,04 - 05,1301,1864,12805,3738,19708
15-02-2021,05 - 06,1407,1896,13524,3939,20766
15-02-2021,06 - 07,1625,1922,14588,4314,22449
15-02-2021,07 - 08,1703,1969,15327,4606,23605
15-02-2021,08 - 09,1564,2185,15346,4646,23741
15-02-2021,09 - 10,1554,2154,15192,4532,23432
15-02-2021,10 - 11,1574,2077,14914,4404,22969
15-02-2021,11 - 12,1394,2057,14777,4371,22599
15-02-2021,12 - 13,1449,2122,14585,4313,22469
15-02-2021,13 - 14,1631,2031,14529,4279,22470
15-02-2021,14 - 15,1647,1877,14399,4283,22206
15-02-2021,15 - 16,1539,2118,14568,4300,22525
15-02-2021,16 - 17,1500,2283,14702,4305,22790
15-02-2021,17 - 18,1494,2066,15514,4491,23565
15-02-2021,18 - 19,1448,2033,15521,4472,23474
15-02-2021,19 - 20,1446,2104,15126,4344,23020
15-02-2021,20 - 21,1268,2303,14775,4172,22518
15-02-2021,21 - 22,1333,2285,14316,4039,21973
15-02-2021,22 - 23,1406,2132,13728,3833,21099
15-02-2021,23 - 00,1261,2174,13117,3622,20174
16-02-2021,00 - 01,1332,2021,12785,3523,19661
16-02-2021,01 - 02,1270,1816,12505,3461,19052
16-02-2021,02 - 03,1385,1814,12563,3373,19135
16-02-2021,03 - 04,1285,1813,12569,3354,19021
16-02-2021,04 - 05,1388,1901,12612,3327,19228
16-02-2021,05 - 06,1396,2030,13108,3550,20084
16-02-2021,06 - 07,1480,2490,14122,3937,22029
16-02-2021,07 - 08,1593,2673,15026,4230,23522
16-02-2021,08 - 09,1522,2789,15282,4237,23830
16-02-2021,09 - 10,1472,2632,15183,4243,23530
16-02-2021,10 - 11,1490,2563,15102,4269,23424
16-02-2021,11 - 12,1480,2493,14912,4266,23151
16-02-2021,12 - 13,1601,2371,14782,4226,22980
16-02-2021,13 - 14,1649,2518,14681,4208,23056
16-02-2021,14 - 15,1602,2538,14527,4167,22834
16-02-2021,15 - 16,1491,2632,14452,4162,22737
16-02-2021,16 - 17,1523,2684,14541,4143,22891
16-02-2021,17 - 18,1538,2649,15049,4296,23532
16-02-2021,18 - 19,1597,2716,14968,4359,23640
16-02-2021,19 - 20,1595,2596,14661,4256,23108
16-02-2021,20 - 21,1534,2534,14205,4090,22363
16-02-2021,21 - 22,1512,2521,13526,3923,21482
16-02-2021,22 - 23,1457,2499,12911,3791,20658
16-02-2021,23 - 00,1453,2319,12323,3558,19653
17-02-2021,00 - 01,1414,2214,11834,3401,18863
17-02-2021,01 - 02,1504,2273,11640,3349,18766
17-02-2021,02 - 03,1336,2354,11641,3370,18701
17-02-2021,03 - 04,1598,2281,11635,3296,18810
17-02-2021,04 - 05,1547,2313,11738,3327,18925
17-02-2021,05 - 06,1540,2403,12215,3415,19573
17-02-2021,06 - 07,1481,2642,13353,3806,21282
17-02-2021,07 - 08,1671,2753,14450,4190,23064
17-02-2021,08 - 09,1693,2821,14719,4263,23496
17-02-2021,09 - 10,1719,2759,14809,4275,23562
17-02-2021,10 - 11,1635,2621,14847,4340,23443
17-02-2021,11 - 12,1616,2463,14944,4350,23373
17-02-2021,12 - 13,1656,2340,14906,4249,23151
17-02-2021,13 - 14,1627,2372,14694,4175,22868
17-02-2021,14 - 15,1647,2319,14684,4130,22780
17-02-2021,15 - 16,1643,2425,14728,4086,22882
17-02-2021,16 - 17,1729,2400,14888,4082,23099
17-02-2021,17 - 18,1783,2432,15282,4249,23746
17-02-2021,18 - 19,1659,2384,15316,4241,23600
17-02-2021,19 - 20,1411,2255,14850,4063,22579
17-02-2021,20 - 21,1176,2227,14388,3904,21695
17-02-2021,21 - 22,1152,2246,13877,3781,21056
17-02-2021,22 - 23,1425,2172,13239,3627,20463
17-02-2021,23 - 00,1398,2060,12768,3538,19764
18-02-2021,00 - 01,1324,2043,12389,3421,19177
18-02-2021,01 - 02,1511,2012,12137,3408,19068
18-02-2021,02 - 03,1399,1954,11966,3319,18638
18-02-2021,03 - 04,1166,1991,12007,3282,18446
18-02-2021,04 - 05,1259,2205,12180,3342,18986
18-02-2021,05 - 06,1440,2256,12689,3472,19857
18-02-2021,06 - 07,1488,2598,13770,3912,21768
18-02-2021,07 - 08,1577,2726,14653,4271,23227
18-02-2021,08 - 09,1647,2644,14912,4361,23564
18-02-2021,09 - 10,1575,2605,14991,4328,23499
18-02-2021,10 - 11,1756,2639,15114,4296,23805
18-02-2021,11 - 12,1760,2666,14970,4338,23734
18-02-2021,12 - 13,1699,2595,14904,4298,23496
18-02-2021,13 - 14,1654,2623,14805,4308,23390
18-02-2021,14 - 15,1514,2837,14688,4297,23336
18-02-2021,15 - 16,1512,2851,14758,4229,23350
18-02-2021,16 - 17,1612,2699,14793,4220,23324
18-02-2021,17 - 18,1706,2655,15185,4368,23914
18-02-2021,18 - 19,1686,2570,15153,4311,23720
18-02-2021,19 - 20,1609,2458,14672,4156,22895
18-02-2021,20 - 21,1616,2474,14093,4005,22188
18-02-2021,21 - 22,1603,2597,13471,3877,21548
18-02-2021,22 - 23,1541,2576,12858,3689,20664
18-02-2021,23 - 00,1516,2513,12289,3538,19856
19-02-2021,00 - 01,1464,2239,11756,3405,18864
19-02-2021,01 - 02,1479,2226,11477,3319,18501
19-02-2021,02 - 03,1496,2267,11246,3286,18295
19-02-2021,03 - 04,1541,2248,11234,3348,18371
19-02-2021,04 - 05,1561,2277,11312,3402,18552
19-02-2021,05 - 06,1609,2335,11844,3535,19323
19-02-2021,06 - 07,1596,2519,12960,3896,20971
19-02-2021,07 - 08,1657,2617,13889,4182,22345
19-02-2021,08 - 09,1713,2581,14020,4234,22548
19-02-2021,09 - 10,1688,2587,14006,4194,22475
19-02-2021,10 - 11,1669,2632,13954,4214,22469
19-02-2021,11 - 12,1672,2545,13807,4116,22140
19-02-2021,12 - 13,1661,2589,13686,4033,21969
19-02-2021,13 - 14,1562,2581,13384,3913,21440
19-02-2021,14 - 15,1538,2524,13209,3790,21061
19-02-2021,15 - 16,1705,2532,13122,3700,21059
19-02-2021,16 - 17,1592,2506,13209,3683,20990
19-02-2021,17 - 18,1584,2574,13607,3899,21664
19-02-2021,18 - 19,1583,2424,13435,3902,21344
19-02-2021,19 - 20,1596,2445,12917,3767,20725
19-02-2021,20 - 21,1508,2408,12376,3574,19866
19-02-2021,21 - 22,1425,2270,11892,3425,19012
19-02-2021,22 - 23,1373,2183,11367,3269,18192
19-02-2021,23 - 00,1299,2128,10825,3100,17352
20-02-2021,00 - 01,1208,1984,10550,3017,16759
20-02-2021,01 - 02,1279,1924,10247,2928,16378
20-02-2021,02 - 03,1311,2020,10128,2867,16326
20-02-2021,03 - 04,1342,1923,9954,2833,16052
20-02-2021,04 - 05,1374,1762,9951,2883,15970
20-02-2021,05 - 06,1345,1862,10148,2894,16249
20-02-2021,06 - 07,1359,1917,10376,2949,16601
20-02-2021,07 - 08,1460,2007,10631,3018,17116
20-02-2021,08 - 09,1509,2142,10975,3212,17838
20-02-2021,09 - 10,1453,2071,11288,3318,18130
20-02-2021,10 - 11,1317,2059,11512,3366,18254
20-02-2021,11 - 12,1552,2077,11640,3331,18600
20-02-2021,12 - 13,1584,2038,11566,3287,18475
20-02-2021,13 - 14,1563,2019,11487,3272,18341
20-02-2021,14 - 15,1561,1931,11144,3208,17844
20-02-2021,15 - 16,1560,1920,11344,3237,18061
20-02-2021,16 - 17,1600,2103,11582,3336,18621
20-02-2021,17 - 18,1593,2362,12316,3584,19855
20-02-2021,18 - 19,1719,2291,12297,3589,19896
20-02-2021,19 - 20,1628,2169,11830,3417,19044
20-02-2021,20 - 21,1556,2195,11220,3243,18214
20-02-2021,21 - 22,1507,2185,10822,3084,17598
20-02-2021,22 - 23,1554,2144,10438,2969,17105
20-02-2021,23 - 00,1445,1999,10085,2900,16429
21-02-2021,00 - 01,1424,1917,9758,2815,15914
21-02-2021,01 - 02,1401,1966,9532,2726,15625
21-02-2021,02 - 03,1448,1928,9362,2740,15478
21-02-2021,03 - 04,1447,1867,9258,2778,15350
21-02-2021,04 - 05,1434,1875,9439,2818,15566
21-02-2021,05 - 06,1433,1917,9525,2860,15735
21-02-2021,06 - 07,1476,2004,9789,2982,16251
21-02-2021,07 - 08,1486,2016,9883,2978,16363
21-02-2021,08 - 09,1555,2288,10363,3031,17237
21-02-2021,09 - 10,1596,2270,10690,3141,17697
21-02-2021,10 - 11,1545,2235,10873,3167,17820
21-02-2021,11 - 12,1514,2501,10981,3114,18110
21-02-2021,12 - 13,1455,2660,11028,3047,18190
21-02-2021,13 - 14,1436,2472,11032,2976,17916
21-02-2021,14 - 15,1578,2275,10935,2929,17717
21-02-2021,15 - 16,1622,2091,10897,2893,17503
21-02-2021,16 - 17,1671,2217,11321,3046,18255
21-02-2021,17 - 18,1650,2464,12055,3281,19450
21-02-2021,18 - 19,1699,2643,12157,3417,19916
21-02-2021,19 - 20,1555,2548,11895,3319,19317
21-02-2021,20 - 21,1583,2400,11350,3201,18534
21-02-2021,21 - 22,1543,2366,10949,3128,17986
21-02-2021,22 - 23,1510,2255,10572,3089,17426
21-02-2021,23 - 00,1531,2113,10151,3026,16821
22-02-2021,00 - 01,1511,1988,9789,2964,16252
22-02-2021,01 - 02,1470,2113,9814,2980,16377
22-02-2021,02 - 03,1487,2100,9820,3023,16430
22-02-2021,03 - 04,1510,2131,9956,3053,16650
22-02-2021,04 - 05,1513,2138,10083,3090,16824
22-02-2021,05 - 06,1624,2273,10594,3261,17752
22-02-2021,06 - 07,1617,2594,11897,3633,19741
22-02-2021,07 - 08,1642,2699,12730,3810,20881
22-02-2021,08 - 09,1599,2676,12970,3802,21047
22-02-2021,09 - 10,1658,2535,12708,3622,20523
22-02-2021,10 - 11,1635,2496,12488,3606,20225
22-02-2021,11 - 12,1630,2576,12412,3586,20204
22-02-2021,12 - 13,1618,2620,12343,3479,20060
22-02-2021,13 - 14,1613,2606,12203,3422,19844
22-02-2021,14 - 15,1582,2639,12259,3394,19874
22-02-2021,15 - 16,1541,2783,12435,3436,20195
22-02-2021,16 - 17,1595,2905,12503,3386,20389
22-02-2021,17 - 18,1664,3064,12998,3489,21215
22-02-2021,18 - 19,1686,3098,12954,3566,21304
22-02-2021,19 - 20,1697,3172,12668,3456,20993
22-02-2021,20 - 21,1680,3183,12299,3311,20473
22-02-2021,21 - 22,1623,3144,11733,3172,19672
22-02-2021,22 - 23,1665,2949,11162,2950,18726
22-02-2021,23 - 00,1624,2818,10548,2788,17778
23-02-2021,00 - 01,1591,2923,10115,2677,17306
23-02-2021,01 - 02,1542,2988,9901,2654,17085
23-02-2021,02 - 03,1542,2981,9822,2573,16918
23-02-2021,03 - 04,1554,2948,9847,2589,16938
23-02-2021,04 - 05,1560,2781,9936,2688,16965
23-02-2021,05 - 06,1582,2681,10417,2811,17491
23-02-2021,06 - 07,1687,2671,11535,3215,19108
23-02-2021,07 - 08,1592,2662,12469,3458,20181
23-02-2021,08 - 09,1571,2584,12765,3612,20532
23-02-2021,09 - 10,1572,2369,12706,3628,20275
23-02-2021,10 - 11,1549,2179,12627,3689,20044
23-02-2021,11 - 12,1588,2052,12575,3666,19881
23-02-2021,12 - 13,1618,2017,12398,3611,19644
23-02-2021,13 - 14,1495,2024,12204,3571,19294
23-02-2021,14 - 15,1478,1903,12293,3569,19243
23-02-2021,15 - 16,1470,2036,12356,3579,19441
23-02-2021,16 - 17,1598,2188,12508,3548,19842
23-02-2021,17 - 18,1554,2428,13270,3641,20893
23-02-2021,18 - 19,1588,2379,13241,3642,20850
23-02-2021,19 - 20,1580,2259,12836,3443,20118
23-02-2021,20 - 21,1555,1804,12147,3214,18720
23-02-2021,21 - 22,1496,1879,11749,3167,18291
23-02-2021,22 - 23,1486,1770,11127,3115,17498
23-02-2021,23 - 00,1324,1650,10555,2920,16449
24-02-2021,00 - 01,1434,1515,10038,2684,15671
24-02-2021,01 - 02,1437,1760,9807,2537,15541
24-02-2021,02 - 03,1344,1734,9661,2453,15192
24-02-2021,03 - 04,1240,1716,9774,2459,15189
24-02-2021,04 - 05,1527,1819,9796,2582,15724
24-02-2021,05 - 06,1456,1878,10209,2729,16272
24-02-2021,06 - 07,1621,2171,11288,2992,18072
24-02-2021,07 - 08,1458,2134,12147,3280,19019
24-02-2021,08 - 09,1473,2049,12463,3397,19382
24-02-2021,09 - 10,1484,2232,12511,3435,19662
24-02-2021,10 - 11,1479,2291,12474,3473,19717
24-02-2021,11 - 12,1323,2091,12363,3473,19250
24-02-2021,12 - 13,1517,1874,12296,3385,19072
24-02-2021,13 - 14,1550,1867,12142,3345,18904
24-02-2021,14 - 15,1429,1763,12034,3348,18574
24-02-2021,15 - 16,1465,1760,12034,3312,18571
24-02-2021,16 - 17,1437,1784,12079,3306,18606
24-02-2021,17 - 18,1435,1737,12637,3422,19231
24-02-2021,18 - 19,1358,1659,12557,3500,19074
24-02-2021,19 - 20,1306,1810,11975,3430,18521
24-02-2021,20 - 21,1185,1729,11426,3206,17546
24-02-2021,21 - 22,1371,1480,10898,3018,16767
24-02-2021,22 - 23,1342,1387,10264,2894,15887
24-02-2021,23 - 00,1178,1457,9684,2740,15059
25-02-2021,00 - 01,1236,1629,9381,2587,14833
25-02-2021,01 - 02,859,1574,9126,2553,14112
25-02-2021,02 - 03,1148,1558,9061,2514,14281
25-02-2021,03 - 04,1247,1544,9067,2531,14389
25-02-2021,04 - 05,1240,1604,9178,2568,14590
25-02-2021,05 - 06,1217,1654,9662,2645,15178
25-02-2021,06 - 07,1247,1741,10638,2927,16553
25-02-2021,07 - 08,1214,1736,11350,3223,17523
25-02-2021,08 - 09,1215,1856,11692,3378,18141
25-02-2021,09 - 10,1260,1966,11725,3372,18323
25-02-2021,10 - 11,1236,1957,11716,3367,18276
25-02-2021,11 - 12,1185,2096,11816,3341,18438
25-02-2021,12 - 13,1266,1967,11698,3290,18221
25-02-2021,13 - 14,1284,1867,11653,3212,18016
25-02-2021,14 - 15,1311,1801,11693,3146,17951
25-02-2021,15 - 16,1330,1876,11650,3141,17997
25-02-2021,16 - 17,1338,1979,11688,3143,18148
25-02-2021,17 - 18,1283,2209,12114,3251,18857
25-02-2021,18 - 19,1272,2113,12246,3361,18992
25-02-2021,19 - 20,1308,1914,11991,3356,18569
25-02-2021,20 - 21,1298,1790,11643,3221,17952
25-02-2021,21 - 22,1301,1717,11208,3061,17287
25-02-2021,22 - 23,1115,1833,10752,2938,16638
25-02-2021,23 - 00,1155,1615,10245,2807,15822
26-02-2021,00 - 01,1262,1533,9898,2802,15495
26-02-2021,01 - 02,1214,1718,9778,2752,15462
26-02-2021,02 - 03,1170,1736,9772,2713,15391
26-02-2021,03 - 04,1134,1701,9647,2763,15245
26-02-2021,04 - 05,1209,1749,9829,2904,15691
26-02-2021,05 - 06,1251,1665,10335,3102,16353
26-02-2021,06 - 07,1331,1908,11322,3380,17941
26-02-2021,07 - 08,1451,1999,12071,3637,19158
26-02-2021,08 - 09,1300,2068,12398,3746,19512
26-02-2021,09 - 10,1283,2034,12125,3713,19155
26-02-2021,10 - 11,1428,1988,11870,3662,18948
26-02-2021,11 - 12,1358,1912,11593,3523,18386
26-02-2021,12 - 13,1299,1760,11259,3381,17699
26-02-2021,13 - 14,1371,1811,10850,3290,17322
26-02-2021,14 - 15,1331,1660,10808,3226,17025
26-02-2021,15 - 16,1311,1687,10835,3292,17125
26-02-2021,16 - 17,1381,1903,11010,3345,17639
26-02-2021,17 - 18,1328,2008,11645,3521,18502
26-02-2021,18 - 19,1142,1863,11781,3563,18349
26-02-2021,19 - 20,1167,1855,11453,3477,17952
26-02-2021,20 - 21,1104,1988,11120,3309,17521
26-02-2021,21 - 22,1063,1928,10676,3148,16815
26-02-2021,22 - 23,1152,1639,10414,3072,16277
26-02-2021,23 - 00,1049,1544,10124,3004,15721
27-02-2021,00 - 01,1387,1615,9791,2825,15618
27-02-2021,01 - 02,1149,1517,9765,2715,15146
27-02-2021,02 - 03,1081,1341,9865,2788,15075
27-02-2021,03 - 04,1136,1403,9917,2822,15278
27-02-2021,04 - 05,978,1649,9980,2894,15501
27-02-2021,05 - 06,989,1863,10255,2928,16035
27-02-2021,06 - 07,1040,1794,10771,3033,16638
27-02-2021,07 - 08,1186,1703,11013,3070,16972
27-02-2021,08 - 09,1403,1946,11556,3140,18045
27-02-2021,09 - 10,1488,1867,11483,3133,17971
27-02-2021,10 - 11,1352,1797,11033,3075,17257
27-02-2021,11 - 12,1074,1974,10918,2959,16925
27-02-2021,12 - 13,1064,1981,10614,2790,16449
27-02-2021,13 - 14,1093,1870,10780,2735,16478
27-02-2021,14 - 15,993,1757,10828,2679,16257
27-02-2021,15 - 16,1072,1764,10783,2788,16407
27-02-2021,16 - 17,1079,1870,10950,2941,16840
27-02-2021,17 - 18,1173,1923,11527,3168,17791
27-02-2021,18 - 19,1088,1912,11766,3353,18119
27-02-2021,19 - 20,1088,1881,11499,3283,17751
27-02-2021,20 - 21,1064,1818,11027,3117,17026
27-02-2021,21 - 22,1025,1730,10516,2995,16266
27-02-2021,22 - 23,1033,1726,10084,2878,15721
27-02-2021,23 - 00,1018,1750,9913,2722,15403
28-02-2021,00 - 01,1062,1656,9724,2638,15080
28-02-2021,01 - 02,1116,1468,9610,2577,14771
28-02-2021,02 - 03,1113,1545,9657,2543,14858
28-02-2021,03 - 04,1022,1607,9627,2569,14825
28-02-2021,04 - 05,1076,1504,9765,2589,14934
28-02-2021,05 - 06,1048,1412,9889,2626,14975
28-02-2021,06 - 07,1058,1617,10128,2693,15496
28-02-2021,07 - 08,1040,1720,10299,2763,15822
28-02-2021,08 - 09,1255,1729,10451,2922,16357
28-02-2021,09 - 10,1132,1814,10553,3024,16523
28-02-2021,10 - 11,1186,1725,10478,3053,16442
28-02-2021,11 - 12,1118,1880,10290,3087,16375
28-02-2021,12 - 13,1002,1940,10168,3100,16210
28-02-2021,13 - 14,1163,1703,10008,3007,15881
28-02-2021,14 - 15,1143,1651,10001,2861,15656
28-02-2021,15 - 16,1224,1876,9984,2812,15896
28-02-2021,16 - 17,1256,2015,10435,2957,16663
28-02-2021,17 - 18,1295,2210,11120,3124,17749
28-02-2021,18 - 19,1240,2212,11599,3335,18386
28-02-2021,19 - 20,1115,1924,11393,3282,17714
28-02-2021,20 - 21,1171,1806,11072,3169,17218
28-02-2021,21 - 22,1202,1877,10847,3069,16995
28-02-2021,22 - 23,1144,1982,10779,3046,16951
28-02-2021,23 - 00,989,1901,10272,2972,16134
01-03-2021,00 - 01,1058,1782,10205,2879,15924
01-03-2021,01 - 02,1070,1607,9994,2797,15468
01-03-2021,02 - 03,1142,1416,9708,2787,15053
01-03-2021,03 - 04,1119,1415,9722,2789,15045
01-03-2021,04 - 05,1054,1511,9886,2842,15293
01-03-2021,05 - 06,1075,1628,10489,2976,16168
01-03-2021,06 - 07,1057,1937,11677,3346,18017
01-03-2021,07 - 08,1115,2077,12433,3658,19283
01-03-2021,08 - 09,1161,1938,12547,3783,19429
01-03-2021,09 - 10,1248,1898,12239,3779,19164
01-03-2021,10 - 11,1290,1706,12023,3763,18782
01-03-2021,11 - 12,1220,1662,11921,3725,18528
01-03-2021,12 - 13,1247,1835,11787,3664,18533
01-03-2021,13 - 14,1246,1993,11667,3618,18524
01-03-2021,14 - 15,1196,1955,11557,3563,18271
01-03-2021,15 - 16,1204,1841,11666,3562,18273
01-03-2021,16 - 17,1302,1850,11848,3529,18529
01-03-2021,17 - 18,1330,1822,12308,3713,19173
01-03-2021,18 - 19,1373,1757,12569,3877,19576
01-03-2021,19 - 20,1317,1820,12312,3830,19279
01-03-2021,20 - 21,1200,1800,11802,3694,18496
01-03-2021,21 - 22,1214,1807,11436,3512,17969
01-03-2021,22 - 23,1065,1761,10805,3344,16975
01-03-2021,23 - 00,1063,1598,10285,3181,16127
02-03-2021,00 - 01,1074,1583,9846,3061,15564
02-03-2021,01 - 02,1039,1767,9892,2956,15654
02-03-2021,02 - 03,995,1749,9978,2992,15714
02-03-2021,03 - 04,1074,1657,9984,3016,15731
02-03-2021,04 - 05,1226,1714,10102,3049,16091
02-03-2021,05 - 06,1158,1803,10599,3163,16723
02-03-2021,06 - 07,1191,2015,11622,3515,18343
02-03-2021,07 - 08,1129,1894,12375,3792,19190
02-03-2021,08 - 09,1218,2198,12525,3899,19840
02-03-2021,09 - 10,1262,2096,12270,3864,19492
02-03-2021,10 - 11,1285,1999,12068,3822,19174
02-03-2021,11 - 12,1120,1879,11799,3751,18549
02-03-2021,12 - 13,1195,1888,11690,3691,18464
02-03-2021,13 - 14,1224,1895,11474,3627,18220
02-03-2021,14 - 15,1123,1842,11293,3614,17872
02-03-2021,15 - 16,1163,1942,11318,3603,18026
02-03-2021,16 - 17,1215,2034,11446,3613,18308
02-03-2021,17 - 18,1294,2138,12116,3762,19310
02-03-2021,18 - 19,1409,1871,12675,3830,19785
02-03-2021,19 - 20,1217,1939,12484,3731,19371
02-03-2021,20 - 21,1188,2026,12182,3574,18970
02-03-2021,21 - 22,1219,1856,11704,3422,18201
02-03-2021,22 - 23,1132,1686,11116,3315,17249
02-03-2021,23 - 00,1084,1728,10648,3142,16602
03-03-2021,00 - 01,1083,1607,10424,3064,16178
03-03-2021,01 - 02,1083,1607,10341,3034,16065
03-03-2021,02 - 03,1166,1575,10208,2998,15947
03-03-2021,03 - 04,1134,1323,10234,3016,15707
03-03-2021,04 - 05,1130,1410,10450,3089,16079
03-03-2021,05 - 06,1069,1515,11041,3273,16898
03-03-2021,06 - 07,1190,1648,12134,3660,18632
03-03-2021,07 - 08,1404,1803,12842,3972,20021
03-03-2021,08 - 09,1259,1925,13049,4022,20255
03-03-2021,09 - 10,1179,1835,12936,4106,20056
03-03-2021,10 - 11,1259,1771,12864,4038,19932
03-03-2021,11 - 12,1300,1691,12701,3962,19654
03-03-2021,12 - 13,1254,1648,12367,3842,19111
03-03-2021,13 - 14,1120,1694,12319,3753,18886
03-03-2021,14 - 15,1079,1662,12409,3670,18820
03-03-2021,15 - 16,1227,1664,12368,3661,18920
03-03-2021,16 - 17,1443,1872,12444,3683,19442
03-03-2021,17 - 18,1256,2038,13163,3794,20251
03-03-2021,18 - 19,1096,2167,13399,3898,20560
03-03-2021,19 - 20,1147,2122,13148,3824,20241
03-03-2021,20 - 21,1310,2013,12667,3646,19636
03-03-2021,21 - 22,1473,1924,12123,3509,19029
03-03-2021,22 - 23,1264,1774,11706,3284,18028
03-03-2021,23 - 00,1111,1793,11206,3141,17251
04-03-2021,00 - 01,1041,1720,10773,3049,16583
04-03-2021,01 - 02,965,1735,10694,3013,16407
04-03-2021,02 - 03,875,1691,10659,2921,16146
04-03-2021,03 - 04,1021,1650,10797,2977,16445
04-03-2021,04 - 05,1216,1623,10881,3040,16760
04-03-2021,05 - 06,1071,1719,11322,3111,17223
04-03-2021,06 - 07,1291,1888,12256,3532,18967
04-03-2021,07 - 08,1286,2091,13119,3888,20384
