,Hours,SE1,SE2,SE3,SE4,SE
08-07-2019,21 - 22,1095,1609,8097,2231,13032
08-07-2019,22 - 23,966,1467,7905,2152,12490
08-07-2019,23 - 00,805,1407,7570,1971,11753
09-07-2019,00 - 01,782,1462,6993,1851,11088
09-07-2019,01 - 02,726,1471,6616,1727,10540
09-07-2019,02 - 03,844,1369,6554,1705,10472
09-07-2019,03 - 04,912,1308,6543,1756,10519
09-07-2019,04 - 05,907,1286,6491,1781,10465
09-07-2019,05 - 06,947,1222,6721,1847,10737
09-07-2019,06 - 07,978,1401,7489,2139,12007
09-07-2019,07 - 08,966,1528,8236,2411,13141
09-07-2019,08 - 09,929,1597,8735,2536,13797
09-07-2019,09 - 10,844,1437,9007,2560,13848
09-07-2019,10 - 11,943,1573,9066,2590,14172
09-07-2019,11 - 12,984,1618,9083,2611,14296
09-07-2019,12 - 13,1047,1839,9030,2603,14519
09-07-2019,13 - 14,1037,1713,8913,2596,14259
09-07-2019,14 - 15,1048,1552,8774,2505,13879
09-07-2019,15 - 16,1012,1565,8693,2456,13726
09-07-2019,16 - 17,997,1611,8512,2413,13533
09-07-2019,17 - 18,1119,1646,8569,2455,13789
09-07-2019,18 - 19,1077,1687,8581,2434,13779
09-07-2019,19 - 20,1074,1619,8526,2429,13648
09-07-2019,20 - 21,990,1705,8390,2351,13436
09-07-2019,21 - 22,945,1723,8211,2230,13109
09-07-2019,22 - 23,977,1519,8079,2176,12751
09-07-2019,23 - 00,926,1584,7686,2000,12196
10-07-2019,00 - 01,1015,1592,7239,1835,11681
10-07-2019,01 - 02,872,1567,7006,1722,11167
10-07-2019,02 - 03,837,1511,6904,1661,10913
10-07-2019,03 - 04,812,1392,6729,1690,10623
10-07-2019,04 - 05,833,1351,6606,1677,10467
10-07-2019,05 - 06,781,1328,6835,1733,10677
10-07-2019,06 - 07,837,1398,7395,1971,11601
10-07-2019,07 - 08,1112,1566,8175,2245,13098
10-07-2019,08 - 09,933,1676,8588,2466,13663
10-07-2019,09 - 10,1023,1795,8701,2521,14040
10-07-2019,10 - 11,895,1849,8710,2559,14013
10-07-2019,11 - 12,866,1719,8744,2544,13873
10-07-2019,12 - 13,878,1581,8682,2476,13617
10-07-2019,13 - 14,891,1656,8687,2398,13632
10-07-2019,14 - 15,951,1598,8550,2408,13507
10-07-2019,15 - 16,803,1633,8441,2365,13242
10-07-2019,16 - 17,887,1653,8291,2400,13231
10-07-2019,17 - 18,903,1668,8472,2391,13434
10-07-2019,18 - 19,967,1685,8326,2413,13391
10-07-2019,19 - 20,926,1636,8213,2316,13091
10-07-2019,20 - 21,1002,1658,8045,2223,12928
10-07-2019,21 - 22,1048,1626,7731,2216,12621
10-07-2019,22 - 23,974,1557,7652,2200,12383
10-07-2019,23 - 00,924,1535,7192,2016,11667
11-07-2019,00 - 01,842,1368,6757,1840,10807
11-07-2019,01 - 02,872,1378,6540,1789,10579
11-07-2019,02 - 03,859,1351,6352,1810,10372
11-07-2019,03 - 04,816,1348,6262,1817,10243
11-07-2019,04 - 05,879,1346,6140,1799,10164
11-07-2019,05 - 06,970,1396,6389,1843,10598
11-07-2019,06 - 07,916,1476,6988,2036,11416
11-07-2019,07 - 08,823,1658,7667,2270,12418
11-07-2019,08 - 09,962,1746,8159,2421,13288
11-07-2019,09 - 10,975,1807,8417,2512,13711
11-07-2019,10 - 11,995,1712,8563,2537,13807
11-07-2019,11 - 12,1012,1762,8606,2484,13864
11-07-2019,12 - 13,986,1684,8511,2497,13678
11-07-2019,13 - 14,955,1683,8419,2491,13548
11-07-2019,14 - 15,1022,1630,8371,2444,13467
11-07-2019,15 - 16,979,1700,8427,2414,13520
11-07-2019,16 - 17,1004,1665,8332,2392,13393
11-07-2019,17 - 18,979,1626,8323,2383,13311
11-07-2019,18 - 19,922,1598,8142,2334,12996
11-07-2019,19 - 20,957,1612,7974,2282,12825
11-07-2019,20 - 21,955,1562,7817,2203,12537
11-07-2019,21 - 22,960,1484,7544,2167,12155
11-07-2019,22 - 23,857,1580,7419,2159,12015
11-07-2019,23 - 00,985,1505,7054,2012,11556
12-07-2019,00 - 01,931,1354,6634,1884,10803
12-07-2019,01 - 02,798,1274,6361,1816,10249
12-07-2019,02 - 03,812,1292,6275,1773,10152
12-07-2019,03 - 04,832,1246,6273,1766,10117
12-07-2019,04 - 05,952,1230,6261,1735,10178
12-07-2019,05 - 06,891,1342,6425,1767,10425
12-07-2019,06 - 07,939,1542,7017,1986,11484
12-07-2019,07 - 08,942,1630,7599,2211,12382
12-07-2019,08 - 09,895,1701,8086,2390,13072
12-07-2019,09 - 10,933,1754,8381,2497,13565
12-07-2019,10 - 11,965,1646,8475,2549,13635
12-07-2019,11 - 12,981,1651,8372,2532,13536
12-07-2019,12 - 13,991,1699,8328,2487,13505
12-07-2019,13 - 14,999,1627,8291,2393,13310
12-07-2019,14 - 15,985,1581,8318,2296,13180
12-07-2019,15 - 16,902,1497,8190,2259,12848
12-07-2019,16 - 17,915,1559,7994,2228,12696
12-07-2019,17 - 18,969,1611,7974,2284,12838
12-07-2019,18 - 19,963,1562,7808,2279,12612
12-07-2019,19 - 20,943,1521,7589,2197,12250
12-07-2019,20 - 21,958,1490,7298,2077,11823
12-07-2019,21 - 22,963,1501,7100,2038,11602
12-07-2019,22 - 23,911,1503,7059,2021,11494
12-07-2019,23 - 00,862,1548,6810,1894,11114
13-07-2019,00 - 01,941,1374,6486,1763,10564
13-07-2019,01 - 02,893,1434,6135,1681,10143
13-07-2019,02 - 03,953,1388,5966,1632,9939
13-07-2019,03 - 04,742,1433,5915,1614,9704
13-07-2019,04 - 05,820,1359,5742,1565,9486
13-07-2019,05 - 06,972,1269,5711,1519,9471
13-07-2019,06 - 07,851,1395,5899,1613,9758
13-07-2019,07 - 08,931,1436,6245,1767,10379
13-07-2019,08 - 09,931,1541,6630,1952,11054
13-07-2019,09 - 10,827,1461,7037,2052,11377
13-07-2019,10 - 11,827,1490,7298,2133,11748
13-07-2019,11 - 12,885,1511,7382,2169,11947
13-07-2019,12 - 13,912,1446,7303,2138,11799
13-07-2019,13 - 14,892,1345,7119,2028,11384
13-07-2019,14 - 15,882,1302,6972,1928,11084
13-07-2019,15 - 16,918,1358,6933,1889,11098
13-07-2019,16 - 17,921,1471,7018,1875,11285
13-07-2019,17 - 18,900,1505,7147,1955,11507
13-07-2019,18 - 19,1048,1512,7160,2037,11757
13-07-2019,19 - 20,945,1452,7195,2020,11612
13-07-2019,20 - 21,1018,1427,7034,1952,11431
13-07-2019,21 - 22,835,1397,6904,1892,11028
13-07-2019,22 - 23,825,1393,6856,1914,10988
13-07-2019,23 - 00,728,1532,6643,1818,10721
14-07-2019,00 - 01,802,1404,6246,1654,10106
14-07-2019,01 - 02,820,1367,6053,1544,9784
14-07-2019,02 - 03,771,1258,5950,1514,9493
14-07-2019,03 - 04,765,1152,5827,1506,9250
14-07-2019,04 - 05,796,1197,5691,1466,9150
14-07-2019,05 - 06,875,1169,5597,1424,9065
14-07-2019,06 - 07,826,1339,5683,1448,9296
14-07-2019,07 - 08,897,1363,5938,1596,9794
14-07-2019,08 - 09,875,1451,6373,1771,10470
14-07-2019,09 - 10,913,1403,6757,1925,10998
14-07-2019,10 - 11,999,1523,6960,1994,11476
14-07-2019,11 - 12,974,1511,7053,2012,11550
14-07-2019,12 - 13,973,1577,7064,2037,11651
14-07-2019,13 - 14,936,1364,6985,1983,11268
14-07-2019,14 - 15,895,1359,6936,1969,11159
14-07-2019,15 - 16,900,1425,6959,1952,11236
14-07-2019,16 - 17,919,1439,6932,1992,11282
14-07-2019,17 - 18,915,1471,6967,2074,11427
14-07-2019,18 - 19,849,1484,7091,2098,11522
14-07-2019,19 - 20,906,1471,7206,2085,11668
14-07-2019,20 - 21,950,1398,7168,2069,11585
14-07-2019,21 - 22,910,1429,7039,2025,11403
14-07-2019,22 - 23,802,1393,6971,2036,11202
14-07-2019,23 - 00,859,1355,6547,1923,10684
15-07-2019,00 - 01,886,1310,6015,1769,9980
15-07-2019,01 - 02,852,1338,5831,1670,9691
15-07-2019,02 - 03,849,1366,5775,1588,9578
15-07-2019,03 - 04,754,1238,5631,1530,9153
15-07-2019,04 - 05,826,1151,5451,1539,8967
15-07-2019,05 - 06,863,1218,5723,1610,9414
15-07-2019,06 - 07,892,1400,6323,1870,10485
15-07-2019,07 - 08,958,1569,6940,2148,11615
15-07-2019,08 - 09,950,1710,7607,2333,12600
15-07-2019,09 - 10,988,1756,7930,2413,13087
15-07-2019,10 - 11,989,1696,8083,2463,13231
15-07-2019,11 - 12,967,1750,8146,2434,13297
15-07-2019,12 - 13,984,1804,8252,2408,13448
15-07-2019,13 - 14,1013,1771,8270,2424,13478
15-07-2019,14 - 15,1024,1784,8247,2402,13457
15-07-2019,15 - 16,1007,1625,8197,2371,13200
15-07-2019,16 - 17,984,1760,8145,2296,13185
15-07-2019,17 - 18,1008,1761,8139,2332,13240
15-07-2019,18 - 19,998,1773,8028,2357,13156
15-07-2019,19 - 20,1015,1705,7847,2318,12885
15-07-2019,20 - 21,972,1573,7590,2207,12342
15-07-2019,21 - 22,957,1547,7344,2135,11983
15-07-2019,22 - 23,926,1511,7159,2082,11678
15-07-2019,23 - 00,867,1372,6651,1935,10825
16-07-2019,00 - 01,858,1272,6245,1721,10096
16-07-2019,01 - 02,837,1234,6001,1611,9683
16-07-2019,02 - 03,880,1224,6034,1574,9712
16-07-2019,03 - 04,855,1176,6055,1556,9642
16-07-2019,04 - 05,847,1092,5898,1586,9423
16-07-2019,05 - 06,872,1182,6002,1634,9690
16-07-2019,06 - 07,924,1336,6689,1875,10824
16-07-2019,07 - 08,850,1403,7286,2125,11664
16-07-2019,08 - 09,953,1417,7693,2292,12355
16-07-2019,09 - 10,1070,1467,8007,2386,12930
16-07-2019,10 - 11,1049,1553,8191,2404,13197
16-07-2019,11 - 12,1001,1653,8319,2396,13369
16-07-2019,12 - 13,1072,1729,8370,2392,13563
16-07-2019,13 - 14,1000,1740,8188,2358,13286
16-07-2019,14 - 15,980,1653,8152,2251,13036
16-07-2019,15 - 16,963,1521,8028,2234,12746
16-07-2019,16 - 17,942,1492,7967,2243,12644
16-07-2019,17 - 18,956,1689,7938,2264,12847
16-07-2019,18 - 19,939,1578,7783,2272,12572
16-07-2019,19 - 20,965,1558,7711,2291,12525
16-07-2019,20 - 21,944,1466,7533,2210,12153
16-07-2019,21 - 22,920,1409,7262,2118,11709
16-07-2019,22 - 23,898,1424,7130,2062,11514
16-07-2019,23 - 00,878,1436,6792,1948,11054
17-07-2019,00 - 01,820,1507,6441,1749,10517
17-07-2019,01 - 02,846,1384,6174,1627,10031
17-07-2019,02 - 03,831,1408,6101,1564,9904
17-07-2019,03 - 04,786,1405,6038,1561,9790
17-07-2019,04 - 05,800,1380,5937,1538,9655
17-07-2019,05 - 06,801,1424,6125,1643,9993
17-07-2019,06 - 07,851,1484,6669,1913,10917
17-07-2019,07 - 08,905,1546,7376,2158,11985
17-07-2019,08 - 09,884,1600,7751,2280,12515
17-07-2019,09 - 10,960,1576,7991,2347,12874
17-07-2019,10 - 11,979,1647,8075,2360,13061
17-07-2019,11 - 12,935,1536,8060,2371,12902
17-07-2019,12 - 13,940,1534,8074,2342,12890
17-07-2019,13 - 14,908,1482,8057,2327,12774
17-07-2019,14 - 15,865,1510,7995,2281,12651
17-07-2019,15 - 16,925,1509,7947,2287,12668
17-07-2019,16 - 17,951,1515,7860,2272,12598
17-07-2019,17 - 18,935,1499,7915,2285,12634
17-07-2019,18 - 19,974,1476,7825,2284,12559
17-07-2019,19 - 20,946,1461,7410,2224,12041
17-07-2019,20 - 21,950,1505,6995,2172,11622
17-07-2019,21 - 22,927,1403,6989,2115,11434
17-07-2019,22 - 23,948,1319,7076,2094,11437
17-07-2019,23 - 00,910,1286,6650,1958,10804
18-07-2019,00 - 01,921,1247,6456,1847,10471
18-07-2019,01 - 02,898,1385,6215,1759,10257
18-07-2019,02 - 03,890,1333,6067,1719,10009
18-07-2019,03 - 04,854,1288,6258,1715,10115
18-07-2019,04 - 05,835,1249,6274,1694,10052
18-07-2019,05 - 06,861,1228,6111,1746,9946
18-07-2019,06 - 07,928,1301,6683,1919,10831
18-07-2019,07 - 08,892,1485,7294,2118,11789
18-07-2019,08 - 09,953,1567,7696,2280,12496
18-07-2019,09 - 10,877,1542,7943,2350,12712
18-07-2019,10 - 11,950,1583,8067,2397,12997
18-07-2019,11 - 12,890,1620,8126,2397,13033
18-07-2019,12 - 13,914,1469,8099,2388,12870
18-07-2019,13 - 14,875,1472,8106,2365,12818
18-07-2019,14 - 15,851,1496,8136,2330,12813
18-07-2019,15 - 16,892,1538,8058,2305,12793
18-07-2019,16 - 17,933,1491,8037,2287,12748
18-07-2019,17 - 18,911,1565,8105,2326,12907
18-07-2019,18 - 19,937,1464,8027,2310,12738
18-07-2019,19 - 20,984,1447,7871,2247,12549
18-07-2019,20 - 21,975,1437,7637,2167,12216
18-07-2019,21 - 22,907,1352,7407,2106,11772
18-07-2019,22 - 23,886,1298,7257,2097,11538
18-07-2019,23 - 00,841,1280,6831,1976,10928
19-07-2019,00 - 01,888,1230,6411,1826,10355
19-07-2019,01 - 02,873,1133,6187,1733,9926
19-07-2019,02 - 03,874,1131,6186,1685,9876
19-07-2019,03 - 04,838,1172,6160,1666,9836
19-07-2019,04 - 05,841,1270,6013,1629,9753
19-07-2019,05 - 06,836,1232,6162,1647,9877
19-07-2019,06 - 07,855,1415,6685,1839,10794
19-07-2019,07 - 08,893,1492,7303,2083,11771
19-07-2019,08 - 09,937,1577,7900,2298,12712
19-07-2019,09 - 10,899,1584,8095,2360,12938
19-07-2019,10 - 11,930,1593,8246,2388,13157
19-07-2019,11 - 12,924,1643,8197,2371,13135
19-07-2019,12 - 13,920,1595,8156,2303,12974
19-07-2019,13 - 14,924,1592,8148,2280,12944
19-07-2019,14 - 15,915,1660,8074,2255,12904
19-07-2019,15 - 16,931,1570,7969,2269,12739
19-07-2019,16 - 17,934,1583,7821,2236,12574
19-07-2019,17 - 18,998,1619,7804,2268,12689
19-07-2019,18 - 19,966,1512,7767,2264,12509
19-07-2019,19 - 20,930,1357,7545,2246,12078
19-07-2019,20 - 21,880,1321,7276,2155,11632
19-07-2019,21 - 22,833,1323,7084,2089,11329
19-07-2019,22 - 23,781,1265,7056,2058,11160
19-07-2019,23 - 00,740,1255,6703,1926,10624
20-07-2019,00 - 01,799,1290,6382,1808,10279
20-07-2019,01 - 02,877,1275,6074,1682,9908
20-07-2019,02 - 03,798,1271,5884,1607,9560
20-07-2019,03 - 04,713,1221,5819,1628,9381
20-07-2019,04 - 05,788,1210,5730,1582,9310
20-07-2019,05 - 06,858,1208,5716,1528,9310
20-07-2019,06 - 07,865,1258,5864,1566,9553
20-07-2019,07 - 08,849,1377,6153,1681,10060
20-07-2019,08 - 09,893,1385,6552,1834,10664
20-07-2019,09 - 10,933,1465,6860,1976,11234
20-07-2019,10 - 11,885,1408,6977,2038,11308
20-07-2019,11 - 12,855,1375,7039,2014,11283
20-07-2019,12 - 13,888,1274,7045,1992,11199
20-07-2019,13 - 14,917,1245,6995,1983,11140
20-07-2019,14 - 15,874,1306,6944,1930,11054
20-07-2019,15 - 16,878,1344,6835,1909,10966
20-07-2019,16 - 17,821,1315,6841,1950,10927
20-07-2019,17 - 18,797,1267,6964,1972,11000
20-07-2019,18 - 19,854,1402,7021,2030,11307
20-07-2019,19 - 20,998,1433,7076,2009,11516
20-07-2019,20 - 21,964,1314,7022,1908,11208
20-07-2019,21 - 22,850,1488,6737,1835,10910
20-07-2019,22 - 23,795,1439,6693,1802,10729
20-07-2019,23 - 00,882,1233,6444,1750,10309
21-07-2019,00 - 01,865,1086,6180,1728,9859
21-07-2019,01 - 02,742,1193,5988,1652,9575
21-07-2019,02 - 03,701,1124,5827,1653,9305
21-07-2019,03 - 04,689,1146,5751,1626,9212
21-07-2019,04 - 05,786,1173,5549,1602,9110
21-07-2019,05 - 06,791,1156,5501,1552,9000
21-07-2019,06 - 07,779,1082,5482,1595,8938
21-07-2019,07 - 08,831,1114,5719,1691,9355
21-07-2019,08 - 09,881,1262,6156,1834,10133
21-07-2019,09 - 10,893,1345,6592,1965,10795
21-07-2019,10 - 11,925,1281,6864,2032,11102
21-07-2019,11 - 12,922,1267,7052,2097,11338
21-07-2019,12 - 13,935,1303,7107,2043,11388
21-07-2019,13 - 14,917,1375,7027,2002,11321
21-07-2019,14 - 15,920,1324,7052,1920,11216
21-07-2019,15 - 16,906,1274,7107,1855,11142
21-07-2019,16 - 17,853,1292,7076,1881,11102
21-07-2019,17 - 18,875,1389,7133,1949,11346
21-07-2019,18 - 19,922,1410,7234,2012,11578
21-07-2019,19 - 20,982,1458,7243,1970,11653
21-07-2019,20 - 21,1019,1603,7136,1905,11663
21-07-2019,21 - 22,971,1445,7014,1927,11357
21-07-2019,22 - 23,923,1445,6774,1988,11130
21-07-2019,23 - 00,921,1357,6355,1787,10420
22-07-2019,00 - 01,800,1227,6041,1713,9781
22-07-2019,01 - 02,730,1245,5848,1662,9485
22-07-2019,02 - 03,835,1278,5782,1539,9434
22-07-2019,03 - 04,909,1319,5733,1548,9509
22-07-2019,04 - 05,909,1345,5686,1568,9508
22-07-2019,05 - 06,760,1265,5777,1608,9410
22-07-2019,06 - 07,878,1333,6259,1860,10330
22-07-2019,07 - 08,938,1394,6884,2082,11298
22-07-2019,08 - 09,984,1505,7341,2240,12070
22-07-2019,09 - 10,1023,1536,7619,2262,12440
22-07-2019,10 - 11,1010,1538,7809,2256,12613
22-07-2019,11 - 12,1016,1492,7823,2220,12551
22-07-2019,12 - 13,977,1546,7880,2235,12638
22-07-2019,13 - 14,951,1582,7941,2268,12742
22-07-2019,14 - 15,955,1553,7991,2275,12774
22-07-2019,15 - 16,989,1590,7909,2273,12761
22-07-2019,16 - 17,1025,1610,7830,2220,12685
22-07-2019,17 - 18,927,1547,7868,2236,12578
22-07-2019,18 - 19,956,1577,7796,2317,12646
22-07-2019,19 - 20,971,1580,7651,2256,12458
22-07-2019,20 - 21,1044,1496,7423,2149,12112
22-07-2019,21 - 22,968,1442,7138,2128,11676
22-07-2019,22 - 23,949,1456,7027,2054,11486
22-07-2019,23 - 00,928,1443,6566,1913,10850
23-07-2019,00 - 01,916,1345,6151,1801,10213
23-07-2019,01 - 02,898,1380,6006,1715,9999
23-07-2019,02 - 03,890,1325,5957,1636,9808
23-07-2019,03 - 04,912,1319,5840,1610,9681
23-07-2019,04 - 05,865,1316,5768,1565,9514
23-07-2019,05 - 06,862,1350,5872,1583,9667
23-07-2019,06 - 07,888,1380,6347,1762,10377
23-07-2019,07 - 08,898,1419,6961,1996,11274
23-07-2019,08 - 09,917,1512,7405,2145,11979
23-07-2019,09 - 10,910,1564,7720,2277,12471
23-07-2019,10 - 11,903,1589,7959,2378,12829
23-07-2019,11 - 12,879,1595,8005,2406,12885
23-07-2019,12 - 13,883,1633,8020,2402,12938
23-07-2019,13 - 14,878,1555,8016,2391,12840
23-07-2019,14 - 15,916,1519,7967,2366,12768
23-07-2019,15 - 16,944,1525,7895,2326,12690
23-07-2019,16 - 17,990,1551,7787,2276,12604
23-07-2019,17 - 18,970,1560,7738,2242,12510
23-07-2019,18 - 19,970,1586,7706,2225,12487
23-07-2019,19 - 20,972,1539,7507,2199,12217
23-07-2019,20 - 21,898,1553,7322,2164,11937
23-07-2019,21 - 22,986,1482,7096,2118,11682
23-07-2019,22 - 23,947,1450,6960,2086,11443
23-07-2019,23 - 00,980,1404,6575,1902,10861
24-07-2019,00 - 01,899,1324,6287,1763,10273
24-07-2019,01 - 02,932,1242,6050,1678,9902
24-07-2019,02 - 03,901,1273,5979,1634,9787
24-07-2019,03 - 04,898,1256,5937,1618,9709
24-07-2019,04 - 05,877,1212,5856,1595,9540
24-07-2019,05 - 06,842,1126,5888,1601,9457
24-07-2019,06 - 07,907,1242,6340,1733,10222
24-07-2019,07 - 08,907,1406,6949,1952,11214
24-07-2019,08 - 09,968,1485,7449,2131,12033
24-07-2019,09 - 10,947,1663,7726,2229,12565
24-07-2019,10 - 11,966,1734,7931,2299,12930
24-07-2019,11 - 12,925,1746,8020,2312,13003
24-07-2019,12 - 13,1100,1707,7973,2291,13071
24-07-2019,13 - 14,912,1672,7860,2285,12729
24-07-2019,14 - 15,947,1723,7803,2262,12735
24-07-2019,15 - 16,956,1738,7780,2251,12725
24-07-2019,16 - 17,943,1784,7764,2223,12714
24-07-2019,17 - 18,917,1809,7776,2243,12745
24-07-2019,18 - 19,1032,1631,7717,2228,12608
24-07-2019,19 - 20,824,1607,7552,2185,12168
24-07-2019,20 - 21,958,1505,7331,2119,11913
24-07-2019,21 - 22,983,1500,7104,2059,11646
24-07-2019,22 - 23,906,1461,7071,2049,11487
24-07-2019,23 - 00,843,1420,6745,1879,10887
25-07-2019,00 - 01,784,1261,6349,1709,10103
25-07-2019,01 - 02,771,1248,6008,1617,9644
25-07-2019,02 - 03,735,1203,5808,1602,9348
25-07-2019,03 - 04,784,1210,5536,1607,9137
25-07-2019,04 - 05,742,1222,5465,1621,9050
25-07-2019,05 - 06,837,1263,5774,1616,9490
25-07-2019,06 - 07,852,1294,6365,1728,10239
25-07-2019,07 - 08,851,1334,7101,1961,11247
25-07-2019,08 - 09,913,1532,7629,2136,12210
25-07-2019,09 - 10,945,1776,7936,2233,12890
25-07-2019,10 - 11,996,1723,7868,2284,12871
25-07-2019,11 - 12,935,1577,7850,2291,12653
25-07-2019,12 - 13,976,1536,8120,2277,12909
25-07-2019,13 - 14,1000,1532,8082,2292,12906
25-07-2019,14 - 15,979,1493,8074,2259,12805
25-07-2019,15 - 16,1010,1523,8026,2237,12796
25-07-2019,16 - 17,857,1532,7972,2216,12577
25-07-2019,17 - 18,955,1565,8054,2226,12800
25-07-2019,18 - 19,980,1628,7999,2249,12856
25-07-2019,19 - 20,947,1607,7811,2219,12584
25-07-2019,20 - 21,920,1590,7551,2137,12198
25-07-2019,21 - 22,849,1544,7335,2067,11795
25-07-2019,22 - 23,850,1365,7229,2025,11469
25-07-2019,23 - 00,857,1301,6854,1879,10891
26-07-2019,00 - 01,918,1319,6459,1741,10437
26-07-2019,01 - 02,911,1330,6231,1652,10124
26-07-2019,02 - 03,896,1238,6103,1594,9831
26-07-2019,03 - 04,872,1172,6069,1559,9672
26-07-2019,04 - 05,884,1290,5916,1543,9633
26-07-2019,05 - 06,955,1243,5992,1560,9750
26-07-2019,06 - 07,924,1273,6487,1732,10416
26-07-2019,07 - 08,945,1351,7113,1996,11405
26-07-2019,08 - 09,985,1485,7672,2157,12299
26-07-2019,09 - 10,981,1554,7987,2263,12785
26-07-2019,10 - 11,954,1568,8086,2308,12916
26-07-2019,11 - 12,968,1542,8113,2298,12921
26-07-2019,12 - 13,979,1422,8043,2259,12703
26-07-2019,13 - 14,942,1372,8040,2215,12569
26-07-2019,14 - 15,956,1427,7921,2179,12483
26-07-2019,15 - 16,937,1471,7876,2096,12380
26-07-2019,16 - 17,962,1505,7893,2061,12421
26-07-2019,17 - 18,1002,1526,7875,2053,12456
26-07-2019,18 - 19,1118,1499,7846,2082,12545
26-07-2019,19 - 20,990,1520,7692,2077,12279
26-07-2019,20 - 21,965,1461,7486,2023,11935
26-07-2019,21 - 22,902,1391,7249,1974,11516
26-07-2019,22 - 23,928,1414,7122,1950,11414
26-07-2019,23 - 00,926,1310,6677,1825,10738
27-07-2019,00 - 01,873,1335,6248,1719,10175
27-07-2019,01 - 02,889,1239,6001,1569,9698
27-07-2019,02 - 03,901,1332,5903,1479,9615
27-07-2019,03 - 04,845,1218,5885,1478,9426
27-07-2019,04 - 05,868,1192,5734,1519,9313
27-07-2019,05 - 06,881,1244,5671,1460,9256
27-07-2019,06 - 07,846,1238,5891,1540,9515
27-07-2019,07 - 08,878,1313,6254,1697,10142
27-07-2019,08 - 09,948,1416,6600,1912,10876
27-07-2019,09 - 10,981,1482,6908,2050,11421
27-07-2019,10 - 11,1011,1369,7105,1939,11424
27-07-2019,11 - 12,959,1385,7151,1844,11339
27-07-2019,12 - 13,964,1400,7172,1908,11444
27-07-2019,13 - 14,966,1368,7146,1985,11465
27-07-2019,14 - 15,962,1384,7190,1955,11491
27-07-2019,15 - 16,955,1367,7135,2001,11458
27-07-2019,16 - 17,953,1381,7085,2052,11471
27-07-2019,17 - 18,894,1412,7205,2075,11586
27-07-2019,18 - 19,997,1408,7184,2067,11656
27-07-2019,19 - 20,1134,1372,7152,1990,11648
27-07-2019,20 - 21,1061,1333,7057,1944,11395
27-07-2019,21 - 22,1059,1369,6966,1973,11367
27-07-2019,22 - 23,1001,1371,7000,1952,11324
27-07-2019,23 - 00,1044,1353,6700,1832,10929
28-07-2019,00 - 01,939,1311,6444,1724,10418
28-07-2019,01 - 02,881,1302,6347,1669,10199
28-07-2019,02 - 03,868,1225,5873,1671,9637
28-07-2019,03 - 04,861,1188,5791,1641,9481
28-07-2019,04 - 05,861,1198,5674,1637,9370
28-07-2019,05 - 06,779,1136,5740,1549,9204
28-07-2019,06 - 07,854,1103,6033,1589,9579
28-07-2019,07 - 08,906,1194,6369,1723,10192
28-07-2019,08 - 09,985,1260,6649,1956,10850
28-07-2019,09 - 10,966,1421,7019,2074,11480
28-07-2019,10 - 11,994,1425,7257,2162,11838
28-07-2019,11 - 12,971,1442,7247,2160,11820
28-07-2019,12 - 13,971,1421,7281,2002,11675
28-07-2019,13 - 14,903,1435,7219,1867,11424
28-07-2019,14 - 15,950,1451,7067,1824,11292
28-07-2019,15 - 16,909,1474,7127,1823,11333
28-07-2019,16 - 17,998,1500,7224,1850,11572
28-07-2019,17 - 18,979,1464,7306,1932,11681
28-07-2019,18 - 19,1012,1419,7408,2087,11926
28-07-2019,19 - 20,982,1374,7464,2127,11947
28-07-2019,20 - 21,940,1313,7473,2136,11862
28-07-2019,21 - 22,975,1271,7373,2135,11754
28-07-2019,22 - 23,898,1219,7108,2073,11298
28-07-2019,23 - 00,821,1193,6687,1910,10611
29-07-2019,00 - 01,821,994,6220,1660,9695
29-07-2019,01 - 02,829,1080,5944,1564,9417
29-07-2019,02 - 03,892,1124,5754,1571,9341
29-07-2019,03 - 04,845,1151,5734,1576,9306
29-07-2019,04 - 05,654,1148,5624,1563,8989
29-07-2019,05 - 06,769,1029,5616,1547,8961
29-07-2019,06 - 07,920,1257,6217,1806,10200
29-07-2019,07 - 08,1000,1352,7058,2075,11485
29-07-2019,08 - 09,1006,1529,7654,2291,12480
29-07-2019,09 - 10,968,1513,8058,2408,12947
29-07-2019,10 - 11,1033,1534,8320,2420,13307
29-07-2019,11 - 12,1015,1523,8454,2432,13424
29-07-2019,12 - 13,996,1568,8469,2409,13442
29-07-2019,13 - 14,890,1682,8392,2452,13416
29-07-2019,14 - 15,967,1573,8354,2421,13315
29-07-2019,15 - 16,920,1521,8293,2348,13082
29-07-2019,16 - 17,1015,1442,8110,2312,12879
29-07-2019,17 - 18,1007,1404,8159,2352,12922
29-07-2019,18 - 19,955,1437,7990,2332,12714
29-07-2019,19 - 20,918,1435,7712,2244,12309
29-07-2019,20 - 21,950,1428,7489,2190,12057
29-07-2019,21 - 22,1047,1391,7396,2194,12028
29-07-2019,22 - 23,753,1256,7166,2135,11310
29-07-2019,23 - 00,786,1255,6718,1993,10752
30-07-2019,00 - 01,849,1217,6251,1743,10060
30-07-2019,01 - 02,787,1112,6066,1601,9566
30-07-2019,02 - 03,777,1080,6028,1567,9452
30-07-2019,03 - 04,717,1166,5903,1562,9348
30-07-2019,04 - 05,741,1208,5809,1609,9367
30-07-2019,05 - 06,874,1186,5812,1637,9509
30-07-2019,06 - 07,802,1429,6415,1812,10458
30-07-2019,07 - 08,895,1534,6943,2010,11382
