,Hours,SE1,SE2,SE3,SE4,SE
01-01-2019,00 - 01,1126,1873,9212,2386,14597
01-01-2019,01 - 02,1140,1830,9057,2348,14375
01-01-2019,02 - 03,1127,1738,8949,2339,14153
01-01-2019,03 - 04,1057,1742,8812,2285,13896
01-01-2019,04 - 05,1093,1795,8804,2263,13955
01-01-2019,05 - 06,1155,1812,8898,2301,14166
01-01-2019,06 - 07,1135,1711,9107,2399,14352
01-01-2019,07 - 08,1131,1740,9426,2510,14807
01-01-2019,08 - 09,1118,1856,9520,2570,15064
01-01-2019,09 - 10,1219,1947,9679,2647,15492
01-01-2019,10 - 11,1341,1844,9876,2749,15810
01-01-2019,11 - 12,1272,1892,10047,2834,16045
01-01-2019,12 - 13,1317,1957,10175,2805,16254
01-01-2019,13 - 14,1342,1940,10215,2824,16321
01-01-2019,14 - 15,1446,2056,10474,2898,16874
01-01-2019,15 - 16,1399,2089,10966,2982,17436
01-01-2019,16 - 17,1432,2131,11395,3215,18173
01-01-2019,17 - 18,1416,2278,11434,3260,18388
01-01-2019,18 - 19,1437,2202,11379,3182,18200
01-01-2019,19 - 20,1278,2127,11252,3068,17725
01-01-2019,20 - 21,1289,2069,11078,2988,17424
01-01-2019,21 - 22,1315,2012,10802,2901,17030
01-01-2019,22 - 23,1288,2095,10541,2821,16745
01-01-2019,23 - 00,1282,2024,10343,2686,16335
02-01-2019,00 - 01,1222,1915,10239,2632,16008
02-01-2019,01 - 02,1226,1937,10193,2582,15938
02-01-2019,02 - 03,1222,1883,10070,2596,15771
02-01-2019,03 - 04,1237,1928,10106,2622,15893
02-01-2019,04 - 05,1261,2012,10269,2721,16263
02-01-2019,05 - 06,1297,2031,10670,2921,16919
02-01-2019,06 - 07,1322,2077,11616,3185,18200
02-01-2019,07 - 08,1434,2202,12592,3529,19757
02-01-2019,08 - 09,1429,2271,13094,3690,20484
02-01-2019,09 - 10,1382,2228,13220,3763,20593
02-01-2019,10 - 11,1400,2343,13394,3754,20891
02-01-2019,11 - 12,1410,2255,13278,3670,20613
02-01-2019,12 - 13,1375,2388,13351,3629,20743
02-01-2019,13 - 14,1557,2227,13333,3626,20743
02-01-2019,14 - 15,1581,2470,13524,3656,21231
02-01-2019,15 - 16,1600,2424,13852,3788,21664
02-01-2019,16 - 17,1494,2415,14097,3991,21997
02-01-2019,17 - 18,1517,2441,14065,4059,22082
02-01-2019,18 - 19,1516,2334,13865,3966,21681
02-01-2019,19 - 20,1390,2205,13607,3834,21036
02-01-2019,20 - 21,1394,2337,13173,3733,20637
02-01-2019,21 - 22,1512,2366,12447,3557,19882
02-01-2019,22 - 23,1283,2416,11862,3393,18954
02-01-2019,23 - 00,1325,2239,11466,3147,18177
03-01-2019,00 - 01,1354,2132,10989,3013,17488
03-01-2019,01 - 02,1359,2218,10689,2827,17093
03-01-2019,02 - 03,1376,2074,10687,2686,16823
03-01-2019,03 - 04,1351,2067,10787,2665,16870
03-01-2019,04 - 05,1340,2082,10813,2756,16991
03-01-2019,05 - 06,1328,2186,11115,3007,17636
03-01-2019,06 - 07,1386,2352,11951,3369,19058
03-01-2019,07 - 08,1363,2682,12883,3684,20612
03-01-2019,08 - 09,1468,2623,13434,3885,21410
03-01-2019,09 - 10,1553,2477,13520,3889,21439
03-01-2019,10 - 11,1502,2284,13700,3896,21382
03-01-2019,11 - 12,1479,2113,13707,3891,21190
03-01-2019,12 - 13,1536,2220,13578,3828,21162
03-01-2019,13 - 14,1550,2180,13475,3816,21021
03-01-2019,14 - 15,1480,2236,13454,3810,20980
03-01-2019,15 - 16,1454,2308,13478,3913,21153
03-01-2019,16 - 17,1459,2412,14063,4079,22013
03-01-2019,17 - 18,1423,2263,14253,4030,21969
03-01-2019,18 - 19,1422,2161,14009,3953,21545
03-01-2019,19 - 20,1408,2130,13341,3833,20712
03-01-2019,20 - 21,1252,2079,13253,3654,20238
03-01-2019,21 - 22,1384,2017,12412,3435,19248
03-01-2019,22 - 23,1302,1956,11887,3232,18377
03-01-2019,23 - 00,1285,1828,11173,2981,17267
04-01-2019,00 - 01,1141,1772,10712,2908,16533
04-01-2019,01 - 02,1199,1778,10627,2757,16361
04-01-2019,02 - 03,1230,1839,10385,2729,16183
04-01-2019,03 - 04,1244,1861,10220,2735,16060
04-01-2019,04 - 05,1242,1853,10092,2773,15960
04-01-2019,05 - 06,1272,1779,10392,2902,16345
04-01-2019,06 - 07,1613,1997,11418,3199,18227
04-01-2019,07 - 08,1466,2128,12392,3552,19538
04-01-2019,08 - 09,1450,2267,12872,3771,20360
04-01-2019,09 - 10,1436,2249,12914,3734,20333
04-01-2019,10 - 11,1431,2138,13042,3819,20430
04-01-2019,11 - 12,1397,2073,12830,3774,20074
04-01-2019,12 - 13,1389,2073,12613,3663,19738
04-01-2019,13 - 14,1419,2085,12410,3611,19525
04-01-2019,14 - 15,1433,2107,12105,3498,19143
04-01-2019,15 - 16,1381,2042,12430,3420,19273
04-01-2019,16 - 17,1414,2130,12638,3523,19705
04-01-2019,17 - 18,1407,2192,12606,3590,19795
04-01-2019,18 - 19,1364,2144,12379,3490,19377
04-01-2019,19 - 20,1349,2002,12082,3266,18699
04-01-2019,20 - 21,1320,1959,11733,3130,18142
04-01-2019,21 - 22,1267,2052,11135,2971,17425
04-01-2019,22 - 23,1281,1960,10466,2827,16534
04-01-2019,23 - 00,1267,1923,10066,2720,15976
05-01-2019,00 - 01,1291,1912,9760,2629,15592
05-01-2019,01 - 02,1272,1905,9405,2567,15149
05-01-2019,02 - 03,1237,1869,9244,2545,14895
05-01-2019,03 - 04,1246,1910,9287,2508,14951
05-01-2019,04 - 05,1258,1927,9381,2535,15101
05-01-2019,05 - 06,1276,1898,9558,2564,15296
05-01-2019,06 - 07,1334,1857,9892,2668,15751
05-01-2019,07 - 08,1405,1916,10422,2763,16506
05-01-2019,08 - 09,1380,2008,10817,2936,17141
05-01-2019,09 - 10,1430,2065,11188,3002,17685
05-01-2019,10 - 11,1409,2157,11588,3112,18266
05-01-2019,11 - 12,1352,2214,11785,3192,18543
05-01-2019,12 - 13,1322,2063,11819,3130,18334
05-01-2019,13 - 14,1348,1972,11758,3087,18165
05-01-2019,14 - 15,1416,1988,11864,3054,18322
05-01-2019,15 - 16,1481,1991,12111,3186,18769
05-01-2019,16 - 17,1444,2008,12524,3342,19318
05-01-2019,17 - 18,1503,2051,12680,3393,19627
05-01-2019,18 - 19,1464,2106,12540,3361,19471
05-01-2019,19 - 20,1455,1996,12124,3300,18875
05-01-2019,20 - 21,1422,2014,11650,3181,18267
05-01-2019,21 - 22,1370,1869,11304,3066,17609
05-01-2019,22 - 23,1349,1818,10938,2963,17068
05-01-2019,23 - 00,1174,1820,10563,2891,16448
06-01-2019,00 - 01,1234,1744,10234,2854,16066
06-01-2019,01 - 02,1259,1728,9955,2797,15739
06-01-2019,02 - 03,1264,1619,9847,2774,15504
06-01-2019,03 - 04,1309,1548,9720,2774,15351
06-01-2019,04 - 05,1279,1536,9672,2785,15272
06-01-2019,05 - 06,1179,1509,9711,2837,15236
06-01-2019,06 - 07,1250,1482,9930,2944,15606
06-01-2019,07 - 08,1340,1545,10329,3026,16240
06-01-2019,08 - 09,1253,1768,10746,3090,16857
06-01-2019,09 - 10,1271,1912,11210,3259,17652
06-01-2019,10 - 11,1300,1881,11629,3352,18162
06-01-2019,11 - 12,1336,1928,11805,3395,18464
06-01-2019,12 - 13,1307,1927,11800,3368,18402
06-01-2019,13 - 14,1309,2116,11701,3294,18420
06-01-2019,14 - 15,1281,1940,11717,3255,18193
06-01-2019,15 - 16,1263,2026,11952,3275,18516
06-01-2019,16 - 17,1262,2133,12443,3502,19340
06-01-2019,17 - 18,1287,2190,12567,3564,19608
06-01-2019,18 - 19,1282,2107,12383,3518,19290
06-01-2019,19 - 20,1290,1978,12057,3388,18713
06-01-2019,20 - 21,1298,1997,11794,3287,18376
06-01-2019,21 - 22,1305,1921,11276,3149,17651
06-01-2019,22 - 23,1232,1904,10828,2983,16947
06-01-2019,23 - 00,1094,1748,10344,2864,16050
07-01-2019,00 - 01,947,1818,9997,2806,15568
07-01-2019,01 - 02,1144,1839,9800,2734,15517
07-01-2019,02 - 03,1188,1783,9807,2693,15471
07-01-2019,03 - 04,1182,1765,9792,2716,15455
07-01-2019,04 - 05,1149,1824,9949,2748,15670
07-01-2019,05 - 06,1311,2024,10490,2904,16729
07-01-2019,06 - 07,1376,2270,11846,3372,18864
07-01-2019,07 - 08,1187,2156,12983,3754,20080
07-01-2019,08 - 09,1266,2315,13350,3841,20772
07-01-2019,09 - 10,1358,2407,13381,3829,20975
07-01-2019,10 - 11,1337,2373,13535,3903,21148
07-01-2019,11 - 12,1378,2282,13462,3931,21053
07-01-2019,12 - 13,1366,2344,13523,3908,21141
07-01-2019,13 - 14,1320,2317,13399,3861,20897
07-01-2019,14 - 15,1282,2444,13423,3822,20971
07-01-2019,15 - 16,1338,2384,13708,3919,21349
07-01-2019,16 - 17,1429,2393,13859,3967,21648
07-01-2019,17 - 18,1328,2440,13871,3958,21597
07-01-2019,18 - 19,1423,2322,13466,3791,21002
07-01-2019,19 - 20,1420,2291,13019,3637,20367
07-01-2019,20 - 21,1366,2199,12656,3431,19652
07-01-2019,21 - 22,1346,2099,12127,3284,18856
07-01-2019,22 - 23,1235,2103,11445,3092,17875
07-01-2019,23 - 00,1148,1998,10896,2878,16920
08-01-2019,00 - 01,1213,1971,10459,2678,16321
08-01-2019,01 - 02,1082,1865,10185,2662,15794
08-01-2019,02 - 03,1059,1812,10019,2657,15547
08-01-2019,03 - 04,1091,1806,10009,2605,15511
08-01-2019,04 - 05,1135,1895,10219,2648,15897
08-01-2019,05 - 06,1158,1936,10694,2817,16605
08-01-2019,06 - 07,1262,2215,11894,3217,18588
08-01-2019,07 - 08,1427,2337,12895,3684,20343
08-01-2019,08 - 09,1426,2216,13189,3770,20601
08-01-2019,09 - 10,1400,2230,13219,3709,20558
08-01-2019,10 - 11,1364,2290,13315,3755,20724
08-01-2019,11 - 12,1405,2185,13321,3732,20643
08-01-2019,12 - 13,1381,2093,13213,3702,20389
08-01-2019,13 - 14,1424,2054,13398,3709,20585
08-01-2019,14 - 15,1429,2186,13577,3770,20962
08-01-2019,15 - 16,1442,2245,13789,3810,21286
08-01-2019,16 - 17,1496,2341,13986,3894,21717
08-01-2019,17 - 18,1451,2267,14105,3939,21762
08-01-2019,18 - 19,1418,2106,13814,3886,21224
08-01-2019,19 - 20,1378,2134,13471,3766,20749
08-01-2019,20 - 21,1374,2128,13110,3633,20245
08-01-2019,21 - 22,1416,1997,12490,3506,19409
08-01-2019,22 - 23,1402,2102,11809,3313,18626
08-01-2019,23 - 00,1268,1900,11128,3143,17439
09-01-2019,00 - 01,1217,1947,10629,3004,16797
09-01-2019,01 - 02,1219,1936,10520,2917,16592
09-01-2019,02 - 03,1219,1947,10424,2913,16503
09-01-2019,03 - 04,1188,1868,10439,2933,16428
09-01-2019,04 - 05,1269,1962,10615,2981,16827
09-01-2019,05 - 06,1297,2049,11112,3190,17648
09-01-2019,06 - 07,1415,2189,12354,3606,19564
09-01-2019,07 - 08,1441,2371,13525,3958,21295
09-01-2019,08 - 09,1440,2441,13865,4100,21846
09-01-2019,09 - 10,1476,2331,13772,4051,21630
09-01-2019,10 - 11,1398,2385,13906,4046,21735
09-01-2019,11 - 12,1377,2387,13887,4095,21746
09-01-2019,12 - 13,1390,2348,13695,4092,21525
09-01-2019,13 - 14,1388,2284,13663,4036,21371
09-01-2019,14 - 15,1412,2433,13787,4074,21706
09-01-2019,15 - 16,1511,2479,14074,4134,22198
09-01-2019,16 - 17,1514,2476,14523,4229,22742
09-01-2019,17 - 18,1509,2474,14616,4312,22911
09-01-2019,18 - 19,1432,2460,14377,4219,22488
09-01-2019,19 - 20,1391,2456,14109,4108,22064
09-01-2019,20 - 21,1367,2444,13645,4004,21460
09-01-2019,21 - 22,1349,2352,13139,3881,20721
09-01-2019,22 - 23,1340,2309,12412,3694,19755
09-01-2019,23 - 00,1266,2241,11785,3467,18759
10-01-2019,00 - 01,1218,2184,11332,3262,17996
10-01-2019,01 - 02,1162,2142,11262,3170,17736
10-01-2019,02 - 03,1093,2170,11336,3129,17728
10-01-2019,03 - 04,1054,2237,11322,3144,17757
10-01-2019,04 - 05,1145,2277,11502,3223,18147
10-01-2019,05 - 06,1237,2203,12038,3400,18878
10-01-2019,06 - 07,1341,2262,13420,3872,20895
10-01-2019,07 - 08,1347,2257,14575,4224,22403
10-01-2019,08 - 09,1337,2366,14632,4288,22623
10-01-2019,09 - 10,1338,2441,14411,4274,22464
10-01-2019,10 - 11,1375,2317,14311,4291,22294
10-01-2019,11 - 12,1395,2403,14230,4241,22269
10-01-2019,12 - 13,1363,2384,14189,4091,22027
10-01-2019,13 - 14,1354,2344,14011,4065,21774
10-01-2019,14 - 15,1385,2435,13939,4093,21852
10-01-2019,15 - 16,1389,2565,14198,4159,22311
10-01-2019,16 - 17,1358,2558,14341,4226,22483
10-01-2019,17 - 18,1308,2457,14279,4247,22291
10-01-2019,18 - 19,1294,2347,14114,4135,21890
10-01-2019,19 - 20,1359,2284,13870,4030,21543
10-01-2019,20 - 21,1307,2224,13312,3881,20724
10-01-2019,21 - 22,1322,2280,12676,3652,19930
10-01-2019,22 - 23,1198,2236,11787,3391,18612
10-01-2019,23 - 00,1179,2205,11045,3209,17638
11-01-2019,00 - 01,1023,2146,10590,3033,16792
11-01-2019,01 - 02,1060,2082,10404,2944,16490
11-01-2019,02 - 03,1097,2170,10288,2911,16466
11-01-2019,03 - 04,1098,2168,10327,2972,16565
11-01-2019,04 - 05,1178,2135,10356,3060,16729
11-01-2019,05 - 06,1224,2177,10822,3268,17491
11-01-2019,06 - 07,1240,2471,11906,3645,19262
11-01-2019,07 - 08,1292,2565,13092,3957,20906
11-01-2019,08 - 09,1306,2576,13536,3961,21379
11-01-2019,09 - 10,1266,2550,13607,3913,21336
11-01-2019,10 - 11,1246,2535,13615,3958,21354
11-01-2019,11 - 12,1228,2517,13474,3928,21147
11-01-2019,12 - 13,1261,2403,13285,3794,20743
11-01-2019,13 - 14,1263,2452,13121,3635,20471
11-01-2019,14 - 15,1279,2425,13102,3570,20376
11-01-2019,15 - 16,1255,2456,13367,3594,20672
11-01-2019,16 - 17,1256,2494,13681,3682,21113
11-01-2019,17 - 18,1199,2491,13851,3814,21355
11-01-2019,18 - 19,1218,2400,13538,3742,20898
11-01-2019,19 - 20,1203,2352,13177,3624,20356
11-01-2019,20 - 21,1230,2250,12598,3469,19547
11-01-2019,21 - 22,1148,2235,12193,3327,18903
11-01-2019,22 - 23,1182,2181,11588,3153,18104
11-01-2019,23 - 00,1134,2117,11119,2954,17324
12-01-2019,00 - 01,1076,2039,10831,2840,16786
12-01-2019,01 - 02,1121,2004,10598,2850,16573
12-01-2019,02 - 03,1123,1932,10418,2903,16376
12-01-2019,03 - 04,1119,1877,10290,2885,16171
12-01-2019,04 - 05,1137,1802,10403,2830,16172
12-01-2019,05 - 06,1147,1974,10559,2895,16575
12-01-2019,06 - 07,1187,1973,10900,2990,17050
12-01-2019,07 - 08,1200,2135,11388,3200,17923
12-01-2019,08 - 09,1231,2245,12051,3345,18872
12-01-2019,09 - 10,1248,2436,12393,3410,19487
12-01-2019,10 - 11,1242,2434,12629,3363,19668
12-01-2019,11 - 12,1230,2375,12741,3336,19682
12-01-2019,12 - 13,1277,2390,12396,3341,19404
12-01-2019,13 - 14,1284,2426,12457,3314,19481
12-01-2019,14 - 15,1319,2388,12538,3279,19524
12-01-2019,15 - 16,1295,2359,12833,3365,19852
12-01-2019,16 - 17,1293,2458,13408,3509,20668
12-01-2019,17 - 18,1282,2514,13498,3562,20856
12-01-2019,18 - 19,1297,2426,13151,3467,20341
12-01-2019,19 - 20,1239,2345,12733,3329,19646
12-01-2019,20 - 21,1234,2260,12312,3187,18993
12-01-2019,21 - 22,1212,2149,12015,3125,18501
12-01-2019,22 - 23,1171,2166,11581,3028,17946
12-01-2019,23 - 00,1075,2095,11193,2936,17299
13-01-2019,00 - 01,1007,1942,10816,2760,16525
13-01-2019,01 - 02,1015,2012,10754,2683,16464
13-01-2019,02 - 03,1033,2004,10585,2619,16241
13-01-2019,03 - 04,1137,2006,10533,2604,16280
13-01-2019,04 - 05,1163,1990,10496,2539,16188
13-01-2019,05 - 06,1127,1953,10592,2606,16278
13-01-2019,06 - 07,1184,1995,10840,2729,16748
13-01-2019,07 - 08,1248,1960,11143,2772,17123
13-01-2019,08 - 09,1349,1960,11452,2778,17539
13-01-2019,09 - 10,1219,2057,11932,2892,18100
13-01-2019,10 - 11,1276,2179,12099,3101,18655
13-01-2019,11 - 12,1316,2197,12174,3134,18821
13-01-2019,12 - 13,1330,2133,12258,2991,18712
13-01-2019,13 - 14,1329,2031,12282,2960,18602
13-01-2019,14 - 15,1232,2074,12296,3026,18628
13-01-2019,15 - 16,1306,2147,12462,3140,19055
13-01-2019,16 - 17,1236,2287,12766,3324,19613
13-01-2019,17 - 18,1365,2172,12841,3379,19757
13-01-2019,18 - 19,1306,2157,12837,3380,19680
13-01-2019,19 - 20,1273,2206,12717,3325,19521
13-01-2019,20 - 21,1212,2093,12364,3217,18886
13-01-2019,21 - 22,1149,2134,11979,3062,18324
13-01-2019,22 - 23,1178,2133,11457,2843,17611
13-01-2019,23 - 00,1101,2015,11151,2718,16985
14-01-2019,00 - 01,1039,2140,11142,2757,17078
14-01-2019,01 - 02,1109,2162,11008,2885,17164
14-01-2019,02 - 03,1130,2148,11087,2914,17279
14-01-2019,03 - 04,1130,2181,11073,2972,17356
14-01-2019,04 - 05,1142,2097,11262,3101,17602
14-01-2019,05 - 06,1230,2315,11898,3336,18779
14-01-2019,06 - 07,1220,2702,13265,3734,20921
14-01-2019,07 - 08,1179,2632,14479,4208,22498
14-01-2019,08 - 09,1303,2490,14878,4262,22933
14-01-2019,09 - 10,1363,2468,14800,4279,22910
14-01-2019,10 - 11,1314,2583,14742,4324,22963
14-01-2019,11 - 12,1330,2566,14543,4274,22713
14-01-2019,12 - 13,1276,2513,14428,4058,22275
14-01-2019,13 - 14,1309,2469,14288,3888,21954
14-01-2019,14 - 15,1279,2520,14081,3843,21723
14-01-2019,15 - 16,1325,2622,14393,3923,22263
14-01-2019,16 - 17,1375,2657,14783,3996,22811
14-01-2019,17 - 18,1402,2638,14939,4126,23105
14-01-2019,18 - 19,1425,2447,14658,4032,22562
14-01-2019,19 - 20,1424,2475,14179,3983,22061
14-01-2019,20 - 21,1374,2429,13750,3829,21382
14-01-2019,21 - 22,1350,2270,13097,3586,20303
14-01-2019,22 - 23,1269,2201,12395,3379,19244
14-01-2019,23 - 00,1234,2138,11870,3218,18460
15-01-2019,00 - 01,1219,2087,11430,3116,17852
15-01-2019,01 - 02,1153,2069,11357,3088,17667
15-01-2019,02 - 03,1172,2169,11320,3071,17732
15-01-2019,03 - 04,1250,2134,11238,3096,17718
15-01-2019,04 - 05,1251,2227,11357,3143,17978
15-01-2019,05 - 06,1312,2220,11917,3315,18764
15-01-2019,06 - 07,1439,2573,13348,3848,21208
15-01-2019,07 - 08,1447,2826,14696,4234,23203
15-01-2019,08 - 09,1459,2950,14956,4303,23668
15-01-2019,09 - 10,1427,2868,14979,4227,23501
15-01-2019,10 - 11,1424,2947,14898,4283,23552
15-01-2019,11 - 12,1399,2998,14750,4254,23401
15-01-2019,12 - 13,1450,2827,14496,4155,22928
15-01-2019,13 - 14,1451,2750,14429,4066,22696
15-01-2019,14 - 15,1459,2722,14297,3921,22399
15-01-2019,15 - 16,1507,2799,14581,3697,22584
15-01-2019,16 - 17,1509,2856,14760,3759,22884
15-01-2019,17 - 18,1499,2814,14845,3873,23031
15-01-2019,18 - 19,1479,2737,14674,3802,22692
15-01-2019,19 - 20,1435,2717,14255,3736,22143
15-01-2019,20 - 21,1426,2640,13667,3557,21290
15-01-2019,21 - 22,1414,2589,13077,3371,20451
15-01-2019,22 - 23,1397,2475,12450,3204,19526
15-01-2019,23 - 00,1366,2414,11919,3036,18735
16-01-2019,00 - 01,1163,2284,11559,2943,17949
16-01-2019,01 - 02,1317,2296,11413,2903,17929
16-01-2019,02 - 03,1320,2347,11313,2804,17784
16-01-2019,03 - 04,1243,2435,11408,2832,17918
16-01-2019,04 - 05,1379,2491,11719,2896,18485
16-01-2019,05 - 06,1431,2594,12395,3128,19548
16-01-2019,06 - 07,1559,2708,13679,3494,21440
16-01-2019,07 - 08,1578,2904,14949,3887,23318
16-01-2019,08 - 09,1497,2957,15107,3935,23496
16-01-2019,09 - 10,1532,2876,14974,3777,23159
16-01-2019,10 - 11,1508,2802,14834,3706,22850
16-01-2019,11 - 12,1510,2753,14569,3713,22545
16-01-2019,12 - 13,1637,2662,14394,3601,22294
16-01-2019,13 - 14,1675,2625,14196,3586,22082
16-01-2019,14 - 15,1644,2597,14082,3592,21915
16-01-2019,15 - 16,1694,2541,14100,3666,22001
16-01-2019,16 - 17,1663,2670,14235,3750,22318
16-01-2019,17 - 18,1627,2788,14108,3794,22317
16-01-2019,18 - 19,1656,2757,13942,3661,22016
16-01-2019,19 - 20,1561,2773,13526,3563,21423
16-01-2019,20 - 21,1597,2723,13040,3393,20753
16-01-2019,21 - 22,1600,2591,12501,3215,19907
16-01-2019,22 - 23,1492,2503,11887,2981,18863
16-01-2019,23 - 00,1401,2404,11309,2819,17933
17-01-2019,00 - 01,1474,2335,10719,2733,17261
17-01-2019,01 - 02,1463,2283,10604,2669,17019
17-01-2019,02 - 03,1458,2308,10805,2685,17256
17-01-2019,03 - 04,1467,2320,11134,2758,17679
17-01-2019,04 - 05,1468,2380,11414,2798,18060
17-01-2019,05 - 06,1501,2383,11985,2922,18791
17-01-2019,06 - 07,1605,2611,13460,3362,21038
17-01-2019,07 - 08,1659,2864,14717,3790,23030
17-01-2019,08 - 09,1739,2929,14927,3939,23534
17-01-2019,09 - 10,1695,2922,14860,3940,23417
17-01-2019,10 - 11,1665,2864,14994,3995,23518
17-01-2019,11 - 12,1712,2682,14884,4010,23288
17-01-2019,12 - 13,1643,2726,14794,3962,23125
17-01-2019,13 - 14,1598,2730,14615,3950,22893
17-01-2019,14 - 15,1635,2704,14658,3938,22935
17-01-2019,15 - 16,1689,2817,14970,4032,23508
17-01-2019,16 - 17,1708,3027,15421,4121,24277
17-01-2019,17 - 18,1660,2834,15531,4108,24133
17-01-2019,18 - 19,1572,2861,15373,4015,23821
17-01-2019,19 - 20,1576,2831,15087,3936,23430
17-01-2019,20 - 21,1497,2660,14596,3776,22529
17-01-2019,21 - 22,1451,2495,13949,3638,21533
17-01-2019,22 - 23,1483,2463,13207,3463,20616
17-01-2019,23 - 00,1490,2427,12649,3298,19864
18-01-2019,00 - 01,1468,2310,12373,3278,19429
18-01-2019,01 - 02,1460,2186,12088,3191,18925
18-01-2019,02 - 03,1437,2190,12034,3100,18761
18-01-2019,03 - 04,1425,2290,12109,3123,18947
18-01-2019,04 - 05,1460,2334,12289,3134,19217
18-01-2019,05 - 06,1577,2399,12833,3278,20087
18-01-2019,06 - 07,1698,2739,14223,3748,22408
18-01-2019,07 - 08,1767,2962,15491,4165,24385
18-01-2019,08 - 09,1727,2956,15573,4261,24517
18-01-2019,09 - 10,1709,2803,15350,4261,24123
18-01-2019,10 - 11,1636,2825,15200,4247,23908
18-01-2019,11 - 12,1622,2624,15106,4179,23531
18-01-2019,12 - 13,1644,2610,14863,4022,23139
18-01-2019,13 - 14,1666,2534,14523,3921,22644
18-01-2019,14 - 15,1580,2515,14390,3868,22353
18-01-2019,15 - 16,1583,2577,14499,3861,22520
18-01-2019,16 - 17,1601,2786,14979,3948,23314
18-01-2019,17 - 18,1658,2619,15244,4050,23571
18-01-2019,18 - 19,1666,2598,15091,3970,23325
18-01-2019,19 - 20,1662,2580,14815,3824,22881
18-01-2019,20 - 21,1632,2427,14236,3643,21938
18-01-2019,21 - 22,1452,2467,13620,3480,21019
18-01-2019,22 - 23,1529,2330,13211,3322,20392
18-01-2019,23 - 00,1509,2322,12771,3174,19776
19-01-2019,00 - 01,1507,2177,12358,3066,19108
19-01-2019,01 - 02,1504,2244,12029,3012,18789
19-01-2019,02 - 03,1451,2282,11839,3048,18620
19-01-2019,03 - 04,1459,2278,11714,2987,18438
19-01-2019,04 - 05,1475,2255,11644,3019,18393
19-01-2019,05 - 06,1468,2228,11817,3025,18538
19-01-2019,06 - 07,1541,2272,12239,3021,19073
19-01-2019,07 - 08,1620,2347,12861,3179,20007
19-01-2019,08 - 09,1614,2546,13270,3366,20796
19-01-2019,09 - 10,1707,2541,13499,3534,21281
19-01-2019,10 - 11,1683,2560,13595,3627,21465
19-01-2019,11 - 12,1686,2443,13382,3530,21041
19-01-2019,12 - 13,1683,2422,13149,3408,20662
19-01-2019,13 - 14,1684,2411,12985,3351,20431
19-01-2019,14 - 15,1683,2182,12845,3278,19988
19-01-2019,15 - 16,1682,2300,13032,3366,20380
19-01-2019,16 - 17,1714,2458,13478,3665,21315
19-01-2019,17 - 18,1747,2525,13630,3737,21639
19-01-2019,18 - 19,1547,2456,13448,3689,21140
19-01-2019,19 - 20,1577,2316,13119,3526,20538
19-01-2019,20 - 21,1618,2213,12579,3397,19807
19-01-2019,21 - 22,1597,2193,12104,3253,19147
19-01-2019,22 - 23,1434,2105,11692,3079,18310
19-01-2019,23 - 00,1414,1978,11459,2956,17807
20-01-2019,00 - 01,1470,2063,11312,2906,17751
20-01-2019,01 - 02,1494,2146,11074,2825,17539
20-01-2019,02 - 03,1454,2182,11038,2793,17467
20-01-2019,03 - 04,1409,2169,11085,2810,17473
20-01-2019,04 - 05,1457,2210,11121,2852,17640
20-01-2019,05 - 06,1470,2202,11221,2895,17788
20-01-2019,06 - 07,1469,2363,11619,3000,18451
20-01-2019,07 - 08,1506,2434,12117,3138,19195
20-01-2019,08 - 09,1468,2486,12577,3234,19765
20-01-2019,09 - 10,1494,2534,13175,3349,20552
20-01-2019,10 - 11,1585,2633,13417,3415,21050
20-01-2019,11 - 12,1573,2641,13437,3471,21122
20-01-2019,12 - 13,1608,2629,13378,3478,21093
20-01-2019,13 - 14,1601,2634,13169,3443,20847
20-01-2019,14 - 15,1526,2613,13218,3408,20765
20-01-2019,15 - 16,1400,2631,13471,3478,20980
20-01-2019,16 - 17,1558,2703,14176,3665,22102
20-01-2019,17 - 18,1760,2780,14604,3789,22933
20-01-2019,18 - 19,1743,2721,14545,3756,22765
20-01-2019,19 - 20,1721,2755,14421,3658,22555
20-01-2019,20 - 21,1626,2645,14139,3540,21950
20-01-2019,21 - 22,1580,2530,13519,3343,20972
20-01-2019,22 - 23,1505,2489,12887,3172,20053
20-01-2019,23 - 00,1475,2467,12432,2994,19368
21-01-2019,00 - 01,1447,2448,12081,2970,18946
21-01-2019,01 - 02,1484,2359,11997,2898,18738
21-01-2019,02 - 03,1452,2383,11997,2884,18716
21-01-2019,03 - 04,1454,2417,11988,2977,18836
21-01-2019,04 - 05,1564,2479,12268,3066,19377
21-01-2019,05 - 06,1637,2355,12843,3269,20104
21-01-2019,06 - 07,1572,2749,14285,3778,22384
21-01-2019,07 - 08,1739,2945,15506,4176,24366
21-01-2019,08 - 09,1714,3015,15722,4195,24646
21-01-2019,09 - 10,1690,3020,15574,4146,24430
21-01-2019,10 - 11,1701,3004,15577,4212,24494
21-01-2019,11 - 12,1735,2962,15491,4226,24414
21-01-2019,12 - 13,1769,2969,15345,4202,24285
21-01-2019,13 - 14,1623,2776,15117,4236,23752
21-01-2019,14 - 15,1647,2853,15001,4234,23735
21-01-2019,15 - 16,1743,2916,15130,4203,23992
21-01-2019,16 - 17,1712,2944,15409,4204,24269
21-01-2019,17 - 18,1742,2970,15569,4281,24562
21-01-2019,18 - 19,1763,2981,15234,4160,24138
